"code","group","article","description"
"M22.42","2","A52465","Chondromalacia patellae, left knee"
"M22.8X1","2","A52465","Other disorders of patella, right knee"
"M22.8X2","2","A52465","Other disorders of patella, left knee"
"M22.91","2","A52465","Unspecified disorder of patella, right knee"
"M22.92","2","A52465","Unspecified disorder of patella, left knee"
"M23.000","2","A52465","Cystic meniscus, unspecified lateral meniscus, right knee"
"M23.001","2","A52465","Cystic meniscus, unspecified lateral meniscus, left knee"
"M23.003","2","A52465","Cystic meniscus, unspecified medial meniscus, right knee"
"M23.004","2","A52465","Cystic meniscus, unspecified medial meniscus, left knee"
"M23.006","2","A52465","Cystic meniscus, unspecified meniscus, right knee"
"M23.007","2","A52465","Cystic meniscus, unspecified meniscus, left knee"
"M23.011","2","A52465","Cystic meniscus, anterior horn of medial meniscus, right knee"
"M23.012","2","A52465","Cystic meniscus, anterior horn of medial meniscus, left knee"
"M23.021","2","A52465","Cystic meniscus, posterior horn of medial meniscus, right knee"
"M23.022","2","A52465","Cystic meniscus, posterior horn of medial meniscus, left knee"
"M23.031","2","A52465","Cystic meniscus, other medial meniscus, right knee"
"M23.032","2","A52465","Cystic meniscus, other medial meniscus, left knee"
"M23.041","2","A52465","Cystic meniscus, anterior horn of lateral meniscus, right knee"
"M23.042","2","A52465","Cystic meniscus, anterior horn of lateral meniscus, left knee"
"M23.051","2","A52465","Cystic meniscus, posterior horn of lateral meniscus, right knee"
"M23.052","2","A52465","Cystic meniscus, posterior horn of lateral meniscus, left knee"
"M23.061","2","A52465","Cystic meniscus, other lateral meniscus, right knee"
"M23.062","2","A52465","Cystic meniscus, other lateral meniscus, left knee"
"M23.200","2","A52465","Derangement of unspecified lateral meniscus due to old tear or injury, right knee"
"M23.201","2","A52465","Derangement of unspecified lateral meniscus due to old tear or injury, left knee"
"M23.203","2","A52465","Derangement of unspecified medial meniscus due to old tear or injury, right knee"
"M23.204","2","A52465","Derangement of unspecified medial meniscus due to old tear or injury, left knee"
"M23.206","2","A52465","Derangement of unspecified meniscus due to old tear or injury, right knee"
"M23.207","2","A52465","Derangement of unspecified meniscus due to old tear or injury, left knee"
"M23.211","2","A52465","Derangement of anterior horn of medial meniscus due to old tear or injury, right knee"
"M23.212","2","A52465","Derangement of anterior horn of medial meniscus due to old tear or injury, left knee"
"M23.221","2","A52465","Derangement of posterior horn of medial meniscus due to old tear or injury, right knee"
"M23.222","2","A52465","Derangement of posterior horn of medial meniscus due to old tear or injury, left knee"
"M23.231","2","A52465","Derangement of other medial meniscus due to old tear or injury, right knee"
"M23.232","2","A52465","Derangement of other medial meniscus due to old tear or injury, left knee"
"M23.241","2","A52465","Derangement of anterior horn of lateral meniscus due to old tear or injury, right knee"
"M23.242","2","A52465","Derangement of anterior horn of lateral meniscus due to old tear or injury, left knee"
"M23.251","2","A52465","Derangement of posterior horn of lateral meniscus due to old tear or injury, right knee"
"M23.252","2","A52465","Derangement of posterior horn of lateral meniscus due to old tear or injury, left knee"
"M23.261","2","A52465","Derangement of other lateral meniscus due to old tear or injury, right knee"
"M23.262","2","A52465","Derangement of other lateral meniscus due to old tear or injury, left knee"
"M23.300","2","A52465","Other meniscus derangements, unspecified lateral meniscus, right knee"
"M23.301","2","A52465","Other meniscus derangements, unspecified lateral meniscus, left knee"
"M23.303","2","A52465","Other meniscus derangements, unspecified medial meniscus, right knee"
"M23.304","2","A52465","Other meniscus derangements, unspecified medial meniscus, left knee"
"M23.306","2","A52465","Other meniscus derangements, unspecified meniscus, right knee"
"M23.307","2","A52465","Other meniscus derangements, unspecified meniscus, left knee"
"M23.311","2","A52465","Other meniscus derangements, anterior horn of medial meniscus, right knee"
"M23.312","2","A52465","Other meniscus derangements, anterior horn of medial meniscus, left knee"
"M23.321","2","A52465","Other meniscus derangements, posterior horn of medial meniscus, right knee"
"M23.322","2","A52465","Other meniscus derangements, posterior horn of medial meniscus, left knee"
"M23.331","2","A52465","Other meniscus derangements, other medial meniscus, right knee"
"M23.332","2","A52465","Other meniscus derangements, other medial meniscus, left knee"
"M23.341","2","A52465","Other meniscus derangements, anterior horn of lateral meniscus, right knee"
"M23.342","2","A52465","Other meniscus derangements, anterior horn of lateral meniscus, left knee"
"M23.351","2","A52465","Other meniscus derangements, posterior horn of lateral meniscus, right knee"
"M23.352","2","A52465","Other meniscus derangements, posterior horn of lateral meniscus, left knee"
"M23.361","2","A52465","Other meniscus derangements, other lateral meniscus, right knee"
"M23.362","2","A52465","Other meniscus derangements, other lateral meniscus, left knee"
"M23.51","2","A52465","Chronic instability of knee, right knee"
"M23.52","2","A52465","Chronic instability of knee, left knee"
"M23.601","2","A52465","Other spontaneous disruption of unspecified ligament of right knee"
"M23.602","2","A52465","Other spontaneous disruption of unspecified ligament of left knee"
"M23.611","2","A52465","Other spontaneous disruption of anterior cruciate ligament of right knee"
"M23.612","2","A52465","Other spontaneous disruption of anterior cruciate ligament of left knee"
"M23.621","2","A52465","Other spontaneous disruption of posterior cruciate ligament of right knee"
"M23.622","2","A52465","Other spontaneous disruption of posterior cruciate ligament of left knee"
"M23.631","2","A52465","Other spontaneous disruption of medial collateral ligament of right knee"
"M23.632","2","A52465","Other spontaneous disruption of medial collateral ligament of left knee"
"M23.641","2","A52465","Other spontaneous disruption of lateral collateral ligament of right knee"
"M23.642","2","A52465","Other spontaneous disruption of lateral collateral ligament of left knee"
"M23.671","2","A52465","Other spontaneous disruption of capsular ligament of right knee"
"M23.672","2","A52465","Other spontaneous disruption of capsular ligament of left knee"
"M23.8X1","2","A52465","Other internal derangements of right knee"
"M23.8X2","2","A52465","Other internal derangements of left knee"
"M23.91","2","A52465","Unspecified internal derangement of right knee"
"M23.92","2","A52465","Unspecified internal derangement of left knee"
"M66.251","2","A52465","Spontaneous rupture of extensor tendons, right thigh"
"M66.252","2","A52465","Spontaneous rupture of extensor tendons, left thigh"
"M66.261","2","A52465","Spontaneous rupture of extensor tendons, right lower leg"
"M66.262","2","A52465","Spontaneous rupture of extensor tendons, left lower leg"
"M80.051A","2","A52465","Age-related osteoporosis with current pathological fracture, right femur, initial encounter for fracture"
"M80.051D","2","A52465","Age-related osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with routine healing"
"M80.051G","2","A52465","Age-related osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with delayed healing"
"M80.051K","2","A52465","Age-related osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with nonunion"
"M80.051P","2","A52465","Age-related osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with malunion"
"M80.051S","2","A52465","Age-related osteoporosis with current pathological fracture, right femur, sequela"
"M80.052A","2","A52465","Age-related osteoporosis with current pathological fracture, left femur, initial encounter for fracture"
"M80.052D","2","A52465","Age-related osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with routine healing"
"M80.052G","2","A52465","Age-related osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with delayed healing"
"M80.052K","2","A52465","Age-related osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with nonunion"
"M80.052P","2","A52465","Age-related osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with malunion"
"M80.052S","2","A52465","Age-related osteoporosis with current pathological fracture, left femur, sequela"
"M80.061A","2","A52465","Age-related osteoporosis with current pathological fracture, right lower leg, initial encounter for fracture"
"M80.061D","2","A52465","Age-related osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with routine healing"
"M80.061G","2","A52465","Age-related osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with delayed healing"
"M80.061K","2","A52465","Age-related osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with nonunion"
"M80.061P","2","A52465","Age-related osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with malunion"
"M80.061S","2","A52465","Age-related osteoporosis with current pathological fracture, right lower leg, sequela"
"M80.062A","2","A52465","Age-related osteoporosis with current pathological fracture, left lower leg, initial encounter for fracture"
"M80.062D","2","A52465","Age-related osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with routine healing"
"M80.062G","2","A52465","Age-related osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with delayed healing"
"M80.062K","2","A52465","Age-related osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with nonunion"
"M80.062P","2","A52465","Age-related osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with malunion"
"M80.062S","2","A52465","Age-related osteoporosis with current pathological fracture, left lower leg, sequela"
"M80.851A","2","A52465","Other osteoporosis with current pathological fracture, right femur, initial encounter for fracture"
"M80.851D","2","A52465","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with routine healing"
"M80.851G","2","A52465","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with delayed healing"
"M80.851K","2","A52465","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with nonunion"
"M80.851P","2","A52465","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with malunion"
"M80.851S","2","A52465","Other osteoporosis with current pathological fracture, right femur, sequela"
"M80.852A","2","A52465","Other osteoporosis with current pathological fracture, left femur, initial encounter for fracture"
"M80.852D","2","A52465","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with routine healing"
"M80.852G","2","A52465","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with delayed healing"
"M80.852K","2","A52465","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with nonunion"
"M80.852P","2","A52465","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with malunion"
"M80.852S","2","A52465","Other osteoporosis with current pathological fracture, left femur, sequela"
"M80.861A","2","A52465","Other osteoporosis with current pathological fracture, right lower leg, initial encounter for fracture"
"M80.861D","2","A52465","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with routine healing"
"M80.861G","2","A52465","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with delayed healing"
"M80.861K","2","A52465","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with nonunion"
"M80.861P","2","A52465","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with malunion"
"M80.861S","2","A52465","Other osteoporosis with current pathological fracture, right lower leg, sequela"
"M80.862A","2","A52465","Other osteoporosis with current pathological fracture, left lower leg, initial encounter for fracture"
"M80.862D","2","A52465","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with routine healing"
"M80.862G","2","A52465","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with delayed healing"
"M80.862K","2","A52465","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with nonunion"
"M80.862P","2","A52465","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with malunion"
"M80.862S","2","A52465","Other osteoporosis with current pathological fracture, left lower leg, sequela"
"M84.351A","2","A52465","Stress fracture, right femur, initial encounter for fracture"
"M84.351D","2","A52465","Stress fracture, right femur, subsequent encounter for fracture with routine healing"
"M84.351G","2","A52465","Stress fracture, right femur, subsequent encounter for fracture with delayed healing"
"M84.351K","2","A52465","Stress fracture, right femur, subsequent encounter for fracture with nonunion"
"M84.351P","2","A52465","Stress fracture, right femur, subsequent encounter for fracture with malunion"
"M84.351S","2","A52465","Stress fracture, right femur, sequela"
"M84.352A","2","A52465","Stress fracture, left femur, initial encounter for fracture"
"M84.352D","2","A52465","Stress fracture, left femur, subsequent encounter for fracture with routine healing"
"M84.352G","2","A52465","Stress fracture, left femur, subsequent encounter for fracture with delayed healing"
"M84.352K","2","A52465","Stress fracture, left femur, subsequent encounter for fracture with nonunion"
"M84.352P","2","A52465","Stress fracture, left femur, subsequent encounter for fracture with malunion"
"M84.352S","2","A52465","Stress fracture, left femur, sequela"
"M84.361A","2","A52465","Stress fracture, right tibia, initial encounter for fracture"
"M84.361D","2","A52465","Stress fracture, right tibia, subsequent encounter for fracture with routine healing"
"M84.361G","2","A52465","Stress fracture, right tibia, subsequent encounter for fracture with delayed healing"
"M84.361K","2","A52465","Stress fracture, right tibia, subsequent encounter for fracture with nonunion"
"M84.361P","2","A52465","Stress fracture, right tibia, subsequent encounter for fracture with malunion"
"M84.361S","2","A52465","Stress fracture, right tibia, sequela"
"M84.362A","2","A52465","Stress fracture, left tibia, initial encounter for fracture"
"M84.362D","2","A52465","Stress fracture, left tibia, subsequent encounter for fracture with routine healing"
"M84.362G","2","A52465","Stress fracture, left tibia, subsequent encounter for fracture with delayed healing"
"M84.362K","2","A52465","Stress fracture, left tibia, subsequent encounter for fracture with nonunion"
"M84.362P","2","A52465","Stress fracture, left tibia, subsequent encounter for fracture with malunion"
"M84.362S","2","A52465","Stress fracture, left tibia, sequela"
"M84.363A","2","A52465","Stress fracture, right fibula, initial encounter for fracture"
"M84.363D","2","A52465","Stress fracture, right fibula, subsequent encounter for fracture with routine healing"
"M84.363G","2","A52465","Stress fracture, right fibula, subsequent encounter for fracture with delayed healing"
"M84.363K","2","A52465","Stress fracture, right fibula, subsequent encounter for fracture with nonunion"
"M84.363P","2","A52465","Stress fracture, right fibula, subsequent encounter for fracture with malunion"
"M84.363S","2","A52465","Stress fracture, right fibula, sequela"
"M84.364A","2","A52465","Stress fracture, left fibula, initial encounter for fracture"
"M84.364D","2","A52465","Stress fracture, left fibula, subsequent encounter for fracture with routine healing"
"M84.364G","2","A52465","Stress fracture, left fibula, subsequent encounter for fracture with delayed healing"
"M84.364K","2","A52465","Stress fracture, left fibula, subsequent encounter for fracture with nonunion"
"M84.364P","2","A52465","Stress fracture, left fibula, subsequent encounter for fracture with malunion"
"M84.364S","2","A52465","Stress fracture, left fibula, sequela"
"M84.451A","2","A52465","Pathological fracture, right femur, initial encounter for fracture"
"M84.451D","2","A52465","Pathological fracture, right femur, subsequent encounter for fracture with routine healing"
"M84.451G","2","A52465","Pathological fracture, right femur, subsequent encounter for fracture with delayed healing"
"M84.451K","2","A52465","Pathological fracture, right femur, subsequent encounter for fracture with nonunion"
"M84.451P","2","A52465","Pathological fracture, right femur, subsequent encounter for fracture with malunion"
"M84.451S","2","A52465","Pathological fracture, right femur, sequela"
"M84.452A","2","A52465","Pathological fracture, left femur, initial encounter for fracture"
"M84.452D","2","A52465","Pathological fracture, left femur, subsequent encounter for fracture with routine healing"
"M84.452G","2","A52465","Pathological fracture, left femur, subsequent encounter for fracture with delayed healing"
"M84.452K","2","A52465","Pathological fracture, left femur, subsequent encounter for fracture with nonunion"
"M84.452P","2","A52465","Pathological fracture, left femur, subsequent encounter for fracture with malunion"
"M84.452S","2","A52465","Pathological fracture, left femur, sequela"
"M84.461A","2","A52465","Pathological fracture, right tibia, initial encounter for fracture"
"M84.461D","2","A52465","Pathological fracture, right tibia, subsequent encounter for fracture with routine healing"
"M84.461G","2","A52465","Pathological fracture, right tibia, subsequent encounter for fracture with delayed healing"
"M84.461K","2","A52465","Pathological fracture, right tibia, subsequent encounter for fracture with nonunion"
"M84.461P","2","A52465","Pathological fracture, right tibia, subsequent encounter for fracture with malunion"
"M84.461S","2","A52465","Pathological fracture, right tibia, sequela"
"M84.462A","2","A52465","Pathological fracture, left tibia, initial encounter for fracture"
"M84.462D","2","A52465","Pathological fracture, left tibia, subsequent encounter for fracture with routine healing"
"M84.462G","2","A52465","Pathological fracture, left tibia, subsequent encounter for fracture with delayed healing"
"M84.462K","2","A52465","Pathological fracture, left tibia, subsequent encounter for fracture with nonunion"
"M84.462P","2","A52465","Pathological fracture, left tibia, subsequent encounter for fracture with malunion"
"M84.462S","2","A52465","Pathological fracture, left tibia, sequela"
"M84.463A","2","A52465","Pathological fracture, right fibula, initial encounter for fracture"
"M84.463D","2","A52465","Pathological fracture, right fibula, subsequent encounter for fracture with routine healing"
"M84.463G","2","A52465","Pathological fracture, right fibula, subsequent encounter for fracture with delayed healing"
"M84.463K","2","A52465","Pathological fracture, right fibula, subsequent encounter for fracture with nonunion"
"M84.463P","2","A52465","Pathological fracture, right fibula, subsequent encounter for fracture with malunion"
"M84.463S","2","A52465","Pathological fracture, right fibula, sequela"
"M84.464A","2","A52465","Pathological fracture, left fibula, initial encounter for fracture"
"M84.464D","2","A52465","Pathological fracture, left fibula, subsequent encounter for fracture with routine healing"
"M84.464G","2","A52465","Pathological fracture, left fibula, subsequent encounter for fracture with delayed healing"
"M84.464K","2","A52465","Pathological fracture, left fibula, subsequent encounter for fracture with nonunion"
"M84.464P","2","A52465","Pathological fracture, left fibula, subsequent encounter for fracture with malunion"
"M84.464S","2","A52465","Pathological fracture, left fibula, sequela"
"M84.551A","2","A52465","Pathological fracture in neoplastic disease, right femur, initial encounter for fracture"
"M84.551D","2","A52465","Pathological fracture in neoplastic disease, right femur, subsequent encounter for fracture with routine healing"
"M84.551G","2","A52465","Pathological fracture in neoplastic disease, right femur, subsequent encounter for fracture with delayed healing"
"M84.551K","2","A52465","Pathological fracture in neoplastic disease, right femur, subsequent encounter for fracture with nonunion"
"M84.551P","2","A52465","Pathological fracture in neoplastic disease, right femur, subsequent encounter for fracture with malunion"
"M84.551S","2","A52465","Pathological fracture in neoplastic disease, right femur, sequela"
"M84.552A","2","A52465","Pathological fracture in neoplastic disease, left femur, initial encounter for fracture"
"M84.552D","2","A52465","Pathological fracture in neoplastic disease, left femur, subsequent encounter for fracture with routine healing"
"M84.552G","2","A52465","Pathological fracture in neoplastic disease, left femur, subsequent encounter for fracture with delayed healing"
"M84.552K","2","A52465","Pathological fracture in neoplastic disease, left femur, subsequent encounter for fracture with nonunion"
"M84.552P","2","A52465","Pathological fracture in neoplastic disease, left femur, subsequent encounter for fracture with malunion"
"M84.552S","2","A52465","Pathological fracture in neoplastic disease, left femur, sequela"
"M84.561A","2","A52465","Pathological fracture in neoplastic disease, right tibia, initial encounter for fracture"
"M84.561D","2","A52465","Pathological fracture in neoplastic disease, right tibia, subsequent encounter for fracture with routine healing"
"M84.561G","2","A52465","Pathological fracture in neoplastic disease, right tibia, subsequent encounter for fracture with delayed healing"
"M84.561K","2","A52465","Pathological fracture in neoplastic disease, right tibia, subsequent encounter for fracture with nonunion"
"M84.561P","2","A52465","Pathological fracture in neoplastic disease, right tibia, subsequent encounter for fracture with malunion"
"M84.561S","2","A52465","Pathological fracture in neoplastic disease, right tibia, sequela"
"M84.562A","2","A52465","Pathological fracture in neoplastic disease, left tibia, initial encounter for fracture"
"M84.562D","2","A52465","Pathological fracture in neoplastic disease, left tibia, subsequent encounter for fracture with routine healing"
"M84.562G","2","A52465","Pathological fracture in neoplastic disease, left tibia, subsequent encounter for fracture with delayed healing"
"M84.562K","2","A52465","Pathological fracture in neoplastic disease, left tibia, subsequent encounter for fracture with nonunion"
"M84.562P","2","A52465","Pathological fracture in neoplastic disease, left tibia, subsequent encounter for fracture with malunion"
"M84.562S","2","A52465","Pathological fracture in neoplastic disease, left tibia, sequela"
"M84.563A","2","A52465","Pathological fracture in neoplastic disease, right fibula, initial encounter for fracture"
"M84.563D","2","A52465","Pathological fracture in neoplastic disease, right fibula, subsequent encounter for fracture with routine healing"
"M84.563G","2","A52465","Pathological fracture in neoplastic disease, right fibula, subsequent encounter for fracture with delayed healing"
"M84.563K","2","A52465","Pathological fracture in neoplastic disease, right fibula, subsequent encounter for fracture with nonunion"
"M84.563P","2","A52465","Pathological fracture in neoplastic disease, right fibula, subsequent encounter for fracture with malunion"
"M84.563S","2","A52465","Pathological fracture in neoplastic disease, right fibula, sequela"
"M84.564A","2","A52465","Pathological fracture in neoplastic disease, left fibula, initial encounter for fracture"
"M84.564D","2","A52465","Pathological fracture in neoplastic disease, left fibula, subsequent encounter for fracture with routine healing"
"M84.564G","2","A52465","Pathological fracture in neoplastic disease, left fibula, subsequent encounter for fracture with delayed healing"
"M84.564K","2","A52465","Pathological fracture in neoplastic disease, left fibula, subsequent encounter for fracture with nonunion"
"M84.564P","2","A52465","Pathological fracture in neoplastic disease, left fibula, subsequent encounter for fracture with malunion"
"M84.564S","2","A52465","Pathological fracture in neoplastic disease, left fibula, sequela"
"M84.651A","2","A52465","Pathological fracture in other disease, right femur, initial encounter for fracture"
"M84.651D","2","A52465","Pathological fracture in other disease, right femur, subsequent encounter for fracture with routine healing"
"M84.651G","2","A52465","Pathological fracture in other disease, right femur, subsequent encounter for fracture with delayed healing"
"M84.651K","2","A52465","Pathological fracture in other disease, right femur, subsequent encounter for fracture with nonunion"
"M84.651P","2","A52465","Pathological fracture in other disease, right femur, subsequent encounter for fracture with malunion"
"M84.651S","2","A52465","Pathological fracture in other disease, right femur, sequela"
"M84.652A","2","A52465","Pathological fracture in other disease, left femur, initial encounter for fracture"
"M84.652D","2","A52465","Pathological fracture in other disease, left femur, subsequent encounter for fracture with routine healing"
"M84.652G","2","A52465","Pathological fracture in other disease, left femur, subsequent encounter for fracture with delayed healing"
"M84.652K","2","A52465","Pathological fracture in other disease, left femur, subsequent encounter for fracture with nonunion"
"M84.652P","2","A52465","Pathological fracture in other disease, left femur, subsequent encounter for fracture with malunion"
"M84.652S","2","A52465","Pathological fracture in other disease, left femur, sequela"
"M84.661A","2","A52465","Pathological fracture in other disease, right tibia, initial encounter for fracture"
"M84.661D","2","A52465","Pathological fracture in other disease, right tibia, subsequent encounter for fracture with routine healing"
"M84.661G","2","A52465","Pathological fracture in other disease, right tibia, subsequent encounter for fracture with delayed healing"
"M84.661K","2","A52465","Pathological fracture in other disease, right tibia, subsequent encounter for fracture with nonunion"
"M84.661P","2","A52465","Pathological fracture in other disease, right tibia, subsequent encounter for fracture with malunion"
"M84.661S","2","A52465","Pathological fracture in other disease, right tibia, sequela"
"M84.662A","2","A52465","Pathological fracture in other disease, left tibia, initial encounter for fracture"
"M84.662D","2","A52465","Pathological fracture in other disease, left tibia, subsequent encounter for fracture with routine healing"
"M84.662G","2","A52465","Pathological fracture in other disease, left tibia, subsequent encounter for fracture with delayed healing"
"M84.662K","2","A52465","Pathological fracture in other disease, left tibia, subsequent encounter for fracture with nonunion"
"M84.662P","2","A52465","Pathological fracture in other disease, left tibia, subsequent encounter for fracture with malunion"
"M84.662S","2","A52465","Pathological fracture in other disease, left tibia, sequela"
"M84.663A","2","A52465","Pathological fracture in other disease, right fibula, initial encounter for fracture"
"M84.663D","2","A52465","Pathological fracture in other disease, right fibula, subsequent encounter for fracture with routine healing"
"M84.663G","2","A52465","Pathological fracture in other disease, right fibula, subsequent encounter for fracture with delayed healing"
"M84.663K","2","A52465","Pathological fracture in other disease, right fibula, subsequent encounter for fracture with nonunion"
"M84.663P","2","A52465","Pathological fracture in other disease, right fibula, subsequent encounter for fracture with malunion"
"M84.663S","2","A52465","Pathological fracture in other disease, right fibula, sequela"
"M84.664A","2","A52465","Pathological fracture in other disease, left fibula, initial encounter for fracture"
"M84.664D","2","A52465","Pathological fracture in other disease, left fibula, subsequent encounter for fracture with routine healing"
"M84.664G","2","A52465","Pathological fracture in other disease, left fibula, subsequent encounter for fracture with delayed healing"
"M84.664K","2","A52465","Pathological fracture in other disease, left fibula, subsequent encounter for fracture with nonunion"
"M84.664P","2","A52465","Pathological fracture in other disease, left fibula, subsequent encounter for fracture with malunion"
"M84.664S","2","A52465","Pathological fracture in other disease, left fibula, sequela"
"M87.061","2","A52465","Idiopathic aseptic necrosis of right tibia"
"M87.062","2","A52465","Idiopathic aseptic necrosis of left tibia"
"M87.064","2","A52465","Idiopathic aseptic necrosis of right fibula"
"M87.065","2","A52465","Idiopathic aseptic necrosis of left fibula"
"M87.161","2","A52465","Osteonecrosis due to drugs, right tibia"
"M87.162","2","A52465","Osteonecrosis due to drugs, left tibia"
"M87.164","2","A52465","Osteonecrosis due to drugs, right fibula"
"M87.165","2","A52465","Osteonecrosis due to drugs, left fibula"
"M87.261","2","A52465","Osteonecrosis due to previous trauma, right tibia"
"M87.262","2","A52465","Osteonecrosis due to previous trauma, left tibia"
"M87.264","2","A52465","Osteonecrosis due to previous trauma, right fibula"
"M87.265","2","A52465","Osteonecrosis due to previous trauma, left fibula"
"M87.361","2","A52465","Other secondary osteonecrosis, right tibia"
"M87.362","2","A52465","Other secondary osteonecrosis, left tibia"
