"code","group","article","description"
"H27.00","1","A52499","Aphakia, unspecified eye"
"H27.01","1","A52499","Aphakia, right eye"
"H27.02","1","A52499","Aphakia, left eye"
"H27.03","1","A52499","Aphakia, bilateral"
"Q12.3","1","A52499","Congenital aphakia"
"Z96.1","1","A52499","Presence of intraocular lens"
