"code","group","article","description"
"I50.811","1","A52458","Acute right heart failure"
"I50.812","1","A52458","Chronic right heart failure"
"I50.813","1","A52458","Acute on chronic right heart failure"
"I50.814","1","A52458","Right heart failure due to left heart failure"
"I50.82","1","A52458","Biventricular heart failure"
"I50.83","1","A52458","High output heart failure"
"I50.89","1","A52458","Other heart failure"
"I50.9","1","A52458","Heart failure, unspecified"
"Q20.5","1","A52458","Discordant atrioventricular connection"
"Q21.3","1","A52458","Tetralogy of Fallot"
"T82.110A","1","A52458","Breakdown (mechanical) of cardiac electrode, initial encounter"
"T82.111A","1","A52458","Breakdown (mechanical) of cardiac pulse generator (battery), initial encounter"
"T82.118A","1","A52458","Breakdown (mechanical) of other cardiac electronic device, initial encounter"
"T82.119A","1","A52458","Breakdown (mechanical) of unspecified cardiac electronic device, initial encounter"
"T82.120A","1","A52458","Displacement of cardiac electrode, initial encounter"
"T82.121A","1","A52458","Displacement of cardiac pulse generator (battery), initial encounter"
"T82.128A","1","A52458","Displacement of other cardiac electronic device, initial encounter"
"T82.129A","1","A52458","Displacement of unspecified cardiac electronic device, initial encounter"
"T82.190A","1","A52458","Other mechanical complication of cardiac electrode, initial encounter"
"T82.191A","1","A52458","Other mechanical complication of cardiac pulse generator (battery), initial encounter"
"T82.198A","1","A52458","Other mechanical complication of other cardiac electronic device, initial encounter"
"T82.199A","1","A52458","Other mechanical complication of unspecified cardiac device, initial encounter"
"T82.6XXA","1","A52458","Infection and inflammatory reaction due to cardiac valve prosthesis, initial encounter"
"T82.7XXA","1","A52458","Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, initial encounter"
"A18.84","2","A52458","Tuberculosis of heart"
"I21.01","2","A52458","ST elevation (STEMI) myocardial infarction involving left main coronary artery"
"I21.02","2","A52458","ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery"
"I21.09","2","A52458","ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall"
"I21.11","2","A52458","ST elevation (STEMI) myocardial infarction involving right coronary artery"
"I21.19","2","A52458","ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall"
"I21.21","2","A52458","ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery"
"I21.29","2","A52458","ST elevation (STEMI) myocardial infarction involving other sites"
"I21.3","2","A52458","ST elevation (STEMI) myocardial infarction of unspecified site"
"I21.4","2","A52458","Non-ST elevation (NSTEMI) myocardial infarction"
"I21.B","2","A52458","Myocardial infarction with coronary microvascular dysfunction"
"I22.0","2","A52458","Subsequent ST elevation (STEMI) myocardial infarction of anterior wall"
"I22.1","2","A52458","Subsequent ST elevation (STEMI) myocardial infarction of inferior wall"
"I22.2","2","A52458","Subsequent non-ST elevation (NSTEMI) myocardial infarction"
"I22.8","2","A52458","Subsequent ST elevation (STEMI) myocardial infarction of other sites"
"I22.9","2","A52458","Subsequent ST elevation (STEMI) myocardial infarction of unspecified site"
"I25.2","2","A52458","Old myocardial infarction"
"I25.5","2","A52458","Ischemic cardiomyopathy"
"I42.0","2","A52458","Dilated cardiomyopathy"
"I42.1","2","A52458","Obstructive hypertrophic cardiomyopathy"
"I42.2","2","A52458","Other hypertrophic cardiomyopathy"
"I42.3","2","A52458","Endomyocardial (eosinophilic) disease"
"I42.4","2","A52458","Endocardial fibroelastosis"
"I42.5","2","A52458","Other restrictive cardiomyopathy"
"I42.6","2","A52458","Alcoholic cardiomyopathy"
"I42.7","2","A52458","Cardiomyopathy due to drug and external agent"
"I42.8","2","A52458","Other cardiomyopathies"
"I42.9","2","A52458","Cardiomyopathy, unspecified"
"I43","2","A52458","Cardiomyopathy in diseases classified elsewhere"
"I45.81","2","A52458","Long QT syndrome"
"I46.2","2","A52458","Cardiac arrest due to underlying cardiac condition"
"I46.8","2","A52458","Cardiac arrest due to other underlying condition"
"I46.9","2","A52458","Cardiac arrest, cause unspecified"
"I47.0","2","A52458","Re-entry ventricular arrhythmia"
"I47.20","2","A52458","Ventricular tachycardia, unspecified"
"I47.21","2","A52458","Torsades de pointes"
"I47.29","2","A52458","Other ventricular tachycardia"
"I49.01","2","A52458","Ventricular fibrillation"
"I49.02","2","A52458","Ventricular flutter"
"I50.1","2","A52458","Left ventricular failure, unspecified"
"I50.20","2","A52458","Unspecified systolic (congestive) heart failure"
"I50.21","2","A52458","Acute systolic (congestive) heart failure"
"I50.22","2","A52458","Chronic systolic (congestive) heart failure"
"I50.23","2","A52458","Acute on chronic systolic (congestive) heart failure"
"I50.30","2","A52458","Unspecified diastolic (congestive) heart failure"
"I50.31","2","A52458","Acute diastolic (congestive) heart failure"
"I50.32","2","A52458","Chronic diastolic (congestive) heart failure"
"I50.33","2","A52458","Acute on chronic diastolic (congestive) heart failure"
"I50.40","2","A52458","Unspecified combined systolic (congestive) and diastolic (congestive) heart failure"
"I50.41","2","A52458","Acute combined systolic (congestive) and diastolic (congestive) heart failure"
"I50.42","2","A52458","Chronic combined systolic (congestive) and diastolic (congestive) heart failure"
"I50.43","2","A52458","Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure"
"I50.810","2","A52458","Right heart failure, unspecified"
"I50.811","2","A52458","Acute right heart failure"
"I50.812","2","A52458","Chronic right heart failure"
"I50.813","2","A52458","Acute on chronic right heart failure"
"I50.814","2","A52458","Right heart failure due to left heart failure"
"I50.82","2","A52458","Biventricular heart failure"
"I50.83","2","A52458","High output heart failure"
"I50.89","2","A52458","Other heart failure"
"I50.9","2","A52458","Heart failure, unspecified"
"Q20.5","2","A52458","Discordant atrioventricular connection"
"Q21.3","2","A52458","Tetralogy of Fallot"
"T82.110A","2","A52458","Breakdown (mechanical) of cardiac electrode, initial encounter"
"T82.111A","2","A52458","Breakdown (mechanical) of cardiac pulse generator (battery), initial encounter"
"T82.118A","2","A52458","Breakdown (mechanical) of other cardiac electronic device, initial encounter"
"T82.119A","2","A52458","Breakdown (mechanical) of unspecified cardiac electronic device, initial encounter"
"T82.120A","2","A52458","Displacement of cardiac electrode, initial encounter"
"T82.121A","2","A52458","Displacement of cardiac pulse generator (battery), initial encounter"
"T82.128A","2","A52458","Displacement of other cardiac electronic device, initial encounter"
"T82.129A","2","A52458","Displacement of unspecified cardiac electronic device, initial encounter"
"T82.190A","2","A52458","Other mechanical complication of cardiac electrode, initial encounter"
"T82.191A","2","A52458","Other mechanical complication of cardiac pulse generator (battery), initial encounter"
"T82.198A","2","A52458","Other mechanical complication of other cardiac electronic device, initial encounter"
"T82.199A","2","A52458","Other mechanical complication of unspecified cardiac device, initial encounter"
"T82.6XXA","2","A52458","Infection and inflammatory reaction due to cardiac valve prosthesis, initial encounter"
"T82.7XXA","2","A52458","Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, initial encounter"
