"code","group","article","description"
"C63.8","1","A52480","Malignant neoplasm of overlapping sites of male genital organs"
"C63.9","1","A52480","Malignant neoplasm of male genital organ, unspecified"
"C64.1","1","A52480","Malignant neoplasm of right kidney, except renal pelvis"
"C64.2","1","A52480","Malignant neoplasm of left kidney, except renal pelvis"
"C65.1","1","A52480","Malignant neoplasm of right renal pelvis"
"C65.2","1","A52480","Malignant neoplasm of left renal pelvis"
"C66.1","1","A52480","Malignant neoplasm of right ureter"
"C66.2","1","A52480","Malignant neoplasm of left ureter"
"C67.0","1","A52480","Malignant neoplasm of trigone of bladder"
"C67.1","1","A52480","Malignant neoplasm of dome of bladder"
"C67.2","1","A52480","Malignant neoplasm of lateral wall of bladder"
"C67.3","1","A52480","Malignant neoplasm of anterior wall of bladder"
"C67.4","1","A52480","Malignant neoplasm of posterior wall of bladder"
"C67.5","1","A52480","Malignant neoplasm of bladder neck"
"C67.6","1","A52480","Malignant neoplasm of ureteric orifice"
"C67.7","1","A52480","Malignant neoplasm of urachus"
"C67.8","1","A52480","Malignant neoplasm of overlapping sites of bladder"
"C67.9","1","A52480","Malignant neoplasm of bladder, unspecified"
"C68.0","1","A52480","Malignant neoplasm of urethra"
"C68.1","1","A52480","Malignant neoplasm of paraurethral glands"
"C68.8","1","A52480","Malignant neoplasm of overlapping sites of urinary organs"
"C68.9","1","A52480","Malignant neoplasm of urinary organ, unspecified"
"C69.01","1","A52480","Malignant neoplasm of right conjunctiva"
"C69.02","1","A52480","Malignant neoplasm of left conjunctiva"
"C69.11","1","A52480","Malignant neoplasm of right cornea"
"C69.12","1","A52480","Malignant neoplasm of left cornea"
"C69.21","1","A52480","Malignant neoplasm of right retina"
"C69.22","1","A52480","Malignant neoplasm of left retina"
"C69.31","1","A52480","Malignant neoplasm of right choroid"
"C69.32","1","A52480","Malignant neoplasm of left choroid"
"C69.41","1","A52480","Malignant neoplasm of right ciliary body"
"C69.42","1","A52480","Malignant neoplasm of left ciliary body"
"C69.51","1","A52480","Malignant neoplasm of right lacrimal gland and duct"
"C69.52","1","A52480","Malignant neoplasm of left lacrimal gland and duct"
"C69.61","1","A52480","Malignant neoplasm of right orbit"
"C69.62","1","A52480","Malignant neoplasm of left orbit"
"C69.81","1","A52480","Malignant neoplasm of overlapping sites of right eye and adnexa"
"C69.82","1","A52480","Malignant neoplasm of overlapping sites of left eye and adnexa"
"C69.90","1","A52480","Malignant neoplasm of unspecified site of unspecified eye"
"C69.91","1","A52480","Malignant neoplasm of unspecified site of right eye"
"C69.92","1","A52480","Malignant neoplasm of unspecified site of left eye"
"C70.0","1","A52480","Malignant neoplasm of cerebral meninges"
"C70.1","1","A52480","Malignant neoplasm of spinal meninges"
"C70.9","1","A52480","Malignant neoplasm of meninges, unspecified"
"C71.0","1","A52480","Malignant neoplasm of cerebrum, except lobes and ventricles"
"C71.1","1","A52480","Malignant neoplasm of frontal lobe"
"C71.2","1","A52480","Malignant neoplasm of temporal lobe"
"C71.3","1","A52480","Malignant neoplasm of parietal lobe"
"C71.4","1","A52480","Malignant neoplasm of occipital lobe"
"C71.5","1","A52480","Malignant neoplasm of cerebral ventricle"
"C71.6","1","A52480","Malignant neoplasm of cerebellum"
"C71.7","1","A52480","Malignant neoplasm of brain stem"
"C71.8","1","A52480","Malignant neoplasm of overlapping sites of brain"
"C71.9","1","A52480","Malignant neoplasm of brain, unspecified"
"C72.0","1","A52480","Malignant neoplasm of spinal cord"
"C72.1","1","A52480","Malignant neoplasm of cauda equina"
"C72.21","1","A52480","Malignant neoplasm of right olfactory nerve"
"C72.22","1","A52480","Malignant neoplasm of left olfactory nerve"
"C72.31","1","A52480","Malignant neoplasm of right optic nerve"
"C72.32","1","A52480","Malignant neoplasm of left optic nerve"
"C72.41","1","A52480","Malignant neoplasm of right acoustic nerve"
"C72.42","1","A52480","Malignant neoplasm of left acoustic nerve"
"C72.50","1","A52480","Malignant neoplasm of unspecified cranial nerve"
"C72.59","1","A52480","Malignant neoplasm of other cranial nerves"
"C72.9","1","A52480","Malignant neoplasm of central nervous system, unspecified"
"C73","1","A52480","Malignant neoplasm of thyroid gland"
"C74.01","1","A52480","Malignant neoplasm of cortex of right adrenal gland"
"C74.02","1","A52480","Malignant neoplasm of cortex of left adrenal gland"
"C74.11","1","A52480","Malignant neoplasm of medulla of right adrenal gland"
"C74.12","1","A52480","Malignant neoplasm of medulla of left adrenal gland"
"C74.91","1","A52480","Malignant neoplasm of unspecified part of right adrenal gland"
"C74.92","1","A52480","Malignant neoplasm of unspecified part of left adrenal gland"
"C75.0","1","A52480","Malignant neoplasm of parathyroid gland"
"C75.1","1","A52480","Malignant neoplasm of pituitary gland"
"C75.2","1","A52480","Malignant neoplasm of craniopharyngeal duct"
"C75.3","1","A52480","Malignant neoplasm of pineal gland"
"C75.4","1","A52480","Malignant neoplasm of carotid body"
"C75.5","1","A52480","Malignant neoplasm of aortic body and other paraganglia"
"C75.8","1","A52480","Malignant neoplasm with pluriglandular involvement, unspecified"
"C75.9","1","A52480","Malignant neoplasm of endocrine gland, unspecified"
"C7A.00","1","A52480","Malignant carcinoid tumor of unspecified site"
"C7A.010","1","A52480","Malignant carcinoid tumor of the duodenum"
"C7A.011","1","A52480","Malignant carcinoid tumor of the jejunum"
"C7A.012","1","A52480","Malignant carcinoid tumor of the ileum"
"C7A.019","1","A52480","Malignant carcinoid tumor of the small intestine, unspecified portion"
"C7A.020","1","A52480","Malignant carcinoid tumor of the appendix"
"C7A.021","1","A52480","Malignant carcinoid tumor of the cecum"
"C7A.022","1","A52480","Malignant carcinoid tumor of the ascending colon"
"C7A.023","1","A52480","Malignant carcinoid tumor of the transverse colon"
"C7A.024","1","A52480","Malignant carcinoid tumor of the descending colon"
"C7A.025","1","A52480","Malignant carcinoid tumor of the sigmoid colon"
"C7A.026","1","A52480","Malignant carcinoid tumor of the rectum"
"C7A.029","1","A52480","Malignant carcinoid tumor of the large intestine, unspecified portion"
"C7A.090","1","A52480","Malignant carcinoid tumor of the bronchus and lung"
"C7A.091","1","A52480","Malignant carcinoid tumor of the thymus"
"C7A.092","1","A52480","Malignant carcinoid tumor of the stomach"
"C7A.093","1","A52480","Malignant carcinoid tumor of the kidney"
"C7A.094","1","A52480","Malignant carcinoid tumor of the foregut, unspecified"
"C7A.095","1","A52480","Malignant carcinoid tumor of the midgut, unspecified"
"C7A.096","1","A52480","Malignant carcinoid tumor of the hindgut, unspecified"
"C7A.098","1","A52480","Malignant carcinoid tumors of other sites"
"C7A.1","1","A52480","Malignant poorly differentiated neuroendocrine tumors"
"C7A.8","1","A52480","Other malignant neuroendocrine tumors"
"C7B.00","1","A52480","Secondary carcinoid tumors, unspecified site"
"C7B.01","1","A52480","Secondary carcinoid tumors of distant lymph nodes"
"C7B.02","1","A52480","Secondary carcinoid tumors of liver"
"C7B.03","1","A52480","Secondary carcinoid tumors of bone"
"C7B.04","1","A52480","Secondary carcinoid tumors of peritoneum"
"C7B.09","1","A52480","Secondary carcinoid tumors of other sites"
"C7B.1","1","A52480","Secondary Merkel cell carcinoma"
"C7B.8","1","A52480","Other secondary neuroendocrine tumors"
"C76.0","1","A52480","Malignant neoplasm of head, face and neck"
"C76.1","1","A52480","Malignant neoplasm of thorax"
"C76.2","1","A52480","Malignant neoplasm of abdomen"
"C76.3","1","A52480","Malignant neoplasm of pelvis"
"C76.41","1","A52480","Malignant neoplasm of right upper limb"
"C76.42","1","A52480","Malignant neoplasm of left upper limb"
"C76.51","1","A52480","Malignant neoplasm of right lower limb"
"C76.52","1","A52480","Malignant neoplasm of left lower limb"
"C76.8","1","A52480","Malignant neoplasm of other specified ill-defined sites"
"C77.0","1","A52480","Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck"
"C77.1","1","A52480","Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes"
"C77.2","1","A52480","Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes"
"C77.3","1","A52480","Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes"
"C77.4","1","A52480","Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes"
"C77.5","1","A52480","Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes"
"C77.8","1","A52480","Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions"
"C78.01","1","A52480","Secondary malignant neoplasm of right lung"
"C78.02","1","A52480","Secondary malignant neoplasm of left lung"
"C78.1","1","A52480","Secondary malignant neoplasm of mediastinum"
"C78.2","1","A52480","Secondary malignant neoplasm of pleura"
"C78.30","1","A52480","Secondary malignant neoplasm of unspecified respiratory organ"
"C78.39","1","A52480","Secondary malignant neoplasm of other respiratory organs"
"C78.4","1","A52480","Secondary malignant neoplasm of small intestine"
"C78.5","1","A52480","Secondary malignant neoplasm of large intestine and rectum"
"C78.6","1","A52480","Secondary malignant neoplasm of retroperitoneum and peritoneum"
"C78.7","1","A52480","Secondary malignant neoplasm of liver and intrahepatic bile duct"
"C78.80","1","A52480","Secondary malignant neoplasm of unspecified digestive organ"
"C78.89","1","A52480","Secondary malignant neoplasm of other digestive organs"
"C79.01","1","A52480","Secondary malignant neoplasm of right kidney and renal pelvis"
"C79.02","1","A52480","Secondary malignant neoplasm of left kidney and renal pelvis"
"C79.10","1","A52480","Secondary malignant neoplasm of unspecified urinary organs"
"C79.11","1","A52480","Secondary malignant neoplasm of bladder"
"C79.19","1","A52480","Secondary malignant neoplasm of other urinary organs"
"C79.2","1","A52480","Secondary malignant neoplasm of skin"
"C79.31","1","A52480","Secondary malignant neoplasm of brain"
"C79.32","1","A52480","Secondary malignant neoplasm of cerebral meninges"
"C79.40","1","A52480","Secondary malignant neoplasm of unspecified part of nervous system"
"C79.49","1","A52480","Secondary malignant neoplasm of other parts of nervous system"
"C79.51","1","A52480","Secondary malignant neoplasm of bone"
"C79.52","1","A52480","Secondary malignant neoplasm of bone marrow"
"C79.61","1","A52480","Secondary malignant neoplasm of right ovary"
"C79.62","1","A52480","Secondary malignant neoplasm of left ovary"
"C79.63","1","A52480","Secondary malignant neoplasm of bilateral ovaries"
"C79.71","1","A52480","Secondary malignant neoplasm of right adrenal gland"
"C79.72","1","A52480","Secondary malignant neoplasm of left adrenal gland"
"C79.81","1","A52480","Secondary malignant neoplasm of breast"
"C79.82","1","A52480","Secondary malignant neoplasm of genital organs"
"C79.89","1","A52480","Secondary malignant neoplasm of other specified sites"
"C79.9","1","A52480","Secondary malignant neoplasm of unspecified site"
"C80.0","1","A52480","Disseminated malignant neoplasm, unspecified"
"C80.1","1","A52480","Malignant (primary) neoplasm, unspecified"
"C80.2","1","A52480","Malignant neoplasm associated with transplanted organ"
"C81.01","1","A52480","Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck"
"C81.02","1","A52480","Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes"
"C81.03","1","A52480","Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes"
"C81.04","1","A52480","Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb"
"C81.05","1","A52480","Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
"C81.06","1","A52480","Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes"
"C81.07","1","A52480","Nodular lymphocyte predominant Hodgkin lymphoma, spleen"
"C81.08","1","A52480","Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites"
"C81.09","1","A52480","Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites"
"C81.0A","1","A52480","Nodular lymphocyte predominant Hodgkin lymphoma, in remission"
"C81.11","1","A52480","Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck"
"C81.12","1","A52480","Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes"
"C81.13","1","A52480","Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes"
"C81.14","1","A52480","Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb"
"C81.15","1","A52480","Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
"C81.16","1","A52480","Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes"
"C81.17","1","A52480","Nodular sclerosis Hodgkin lymphoma, spleen"
"C81.18","1","A52480","Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites"
"C81.19","1","A52480","Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites"
"C81.1A","1","A52480","Nodular sclerosis Hodgkin lymphoma, in remission"
"C81.21","1","A52480","Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck"
"C81.22","1","A52480","Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes"
"C81.23","1","A52480","Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes"
"C81.24","1","A52480","Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb"
"C81.25","1","A52480","Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
"C81.26","1","A52480","Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes"
"C81.27","1","A52480","Mixed cellularity Hodgkin lymphoma, spleen"
"C81.28","1","A52480","Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites"
"C81.29","1","A52480","Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites"
"C81.2A","1","A52480","Mixed cellularity Hodgkin lymphoma, in remission"
"C81.31","1","A52480","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck"
"C81.32","1","A52480","Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes"
"C81.33","1","A52480","Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes"
"C81.34","1","A52480","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb"
"C81.35","1","A52480","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
"C81.36","1","A52480","Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes"
"C81.37","1","A52480","Lymphocyte depleted Hodgkin lymphoma, spleen"
"C81.38","1","A52480","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites"
"C81.39","1","A52480","Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites"
"C81.3A","1","A52480","Lymphocyte depleted Hodgkin lymphoma, in remission"
"C81.41","1","A52480","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck"
"C81.42","1","A52480","Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes"
"C81.43","1","A52480","Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes"
"C81.44","1","A52480","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of axilla and upper limb"
"C81.45","1","A52480","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
"C81.46","1","A52480","Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes"
"C81.47","1","A52480","Lymphocyte-rich Hodgkin lymphoma, spleen"
"C81.48","1","A52480","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites"
"C81.49","1","A52480","Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites"
"C81.4A","1","A52480","Lymphocyte-rich Hodgkin lymphoma, in remission"
"C81.71","1","A52480","Other Hodgkin lymphoma, lymph nodes of head, face, and neck"
"C81.72","1","A52480","Other Hodgkin lymphoma, intrathoracic lymph nodes"
"C81.73","1","A52480","Other Hodgkin lymphoma, intra-abdominal lymph nodes"
"C81.74","1","A52480","Other Hodgkin lymphoma, lymph nodes of axilla and upper limb"
"C81.75","1","A52480","Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
"C81.76","1","A52480","Other Hodgkin lymphoma, intrapelvic lymph nodes"
"C81.77","1","A52480","Other Hodgkin lymphoma, spleen"
"C81.78","1","A52480","Other Hodgkin lymphoma, lymph nodes of multiple sites"
"C81.79","1","A52480","Other Hodgkin lymphoma, extranodal and solid organ sites"
"C81.7A","1","A52480","Other Hodgkin lymphoma, in remission"
"C81.90","1","A52480","Hodgkin lymphoma, unspecified, unspecified site"
"C81.91","1","A52480","Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck"
"C81.92","1","A52480","Hodgkin lymphoma, unspecified, intrathoracic lymph nodes"
"C81.93","1","A52480","Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes"
"C81.94","1","A52480","Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb"
"C81.95","1","A52480","Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
"C81.96","1","A52480","Hodgkin lymphoma, unspecified, intrapelvic lymph nodes"
"C81.97","1","A52480","Hodgkin lymphoma, unspecified, spleen"
"C81.98","1","A52480","Hodgkin lymphoma, unspecified, lymph nodes of multiple sites"
"C81.99","1","A52480","Hodgkin lymphoma, unspecified, extranodal and solid organ sites"
"C81.9A","1","A52480","Hodgkin lymphoma, unspecified, in remission"
"C82.01","1","A52480","Follicular lymphoma grade I, lymph nodes of head, face, and neck"
"C82.02","1","A52480","Follicular lymphoma grade I, intrathoracic lymph nodes"
"C82.03","1","A52480","Follicular lymphoma grade I, intra-abdominal lymph nodes"
"C82.04","1","A52480","Follicular lymphoma grade I, lymph nodes of axilla and upper limb"
"C82.05","1","A52480","Follicular lymphoma grade I, lymph nodes of inguinal region and lower limb"
"C82.06","1","A52480","Follicular lymphoma grade I, intrapelvic lymph nodes"
"C82.07","1","A52480","Follicular lymphoma grade I, spleen"
"C82.08","1","A52480","Follicular lymphoma grade I, lymph nodes of multiple sites"
"C82.09","1","A52480","Follicular lymphoma grade I, extranodal and solid organ sites"
"C82.0A","1","A52480","Follicular lymphoma grade I, in remission"
"C82.11","1","A52480","Follicular lymphoma grade II, lymph nodes of head, face, and neck"
"C82.12","1","A52480","Follicular lymphoma grade II, intrathoracic lymph nodes"
"C82.13","1","A52480","Follicular lymphoma grade II, intra-abdominal lymph nodes"
"C82.14","1","A52480","Follicular lymphoma grade II, lymph nodes of axilla and upper limb"
"C82.15","1","A52480","Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb"
"C82.16","1","A52480","Follicular lymphoma grade II, intrapelvic lymph nodes"
"C82.17","1","A52480","Follicular lymphoma grade II, spleen"
"C82.18","1","A52480","Follicular lymphoma grade II, lymph nodes of multiple sites"
"C82.19","1","A52480","Follicular lymphoma grade II, extranodal and solid organ sites"
"C82.1A","1","A52480","Follicular lymphoma grade II, in remission"
"C82.21","1","A52480","Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck"
"C82.22","1","A52480","Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes"
"C82.23","1","A52480","Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes"
"C82.24","1","A52480","Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb"
"C82.25","1","A52480","Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb"
"C82.26","1","A52480","Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes"
"C82.27","1","A52480","Follicular lymphoma grade III, unspecified, spleen"
"C82.28","1","A52480","Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites"
"C82.29","1","A52480","Follicular lymphoma grade III, unspecified, extranodal and solid organ sites"
"C82.2A","1","A52480","Follicular lymphoma grade III, unspecified, in remission"
"C82.31","1","A52480","Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck"
"C82.32","1","A52480","Follicular lymphoma grade IIIa, intrathoracic lymph nodes"
"C82.33","1","A52480","Follicular lymphoma grade IIIa, intra-abdominal lymph nodes"
"C82.34","1","A52480","Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb"
"C82.35","1","A52480","Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb"
"C82.36","1","A52480","Follicular lymphoma grade IIIa, intrapelvic lymph nodes"
"C82.37","1","A52480","Follicular lymphoma grade IIIa, spleen"
"C82.38","1","A52480","Follicular lymphoma grade IIIa, lymph nodes of multiple sites"
"C82.39","1","A52480","Follicular lymphoma grade IIIa, extranodal and solid organ sites"
"C82.3A","1","A52480","Follicular lymphoma grade IIIa, in remission"
"C82.41","1","A52480","Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck"
"C82.42","1","A52480","Follicular lymphoma grade IIIb, intrathoracic lymph nodes"
"C82.43","1","A52480","Follicular lymphoma grade IIIb, intra-abdominal lymph nodes"
"C82.44","1","A52480","Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb"
"C82.45","1","A52480","Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb"
"C82.46","1","A52480","Follicular lymphoma grade IIIb, intrapelvic lymph nodes"
"C82.47","1","A52480","Follicular lymphoma grade IIIb, spleen"
"C82.48","1","A52480","Follicular lymphoma grade IIIb, lymph nodes of multiple sites"
"C82.49","1","A52480","Follicular lymphoma grade IIIb, extranodal and solid organ sites"
"C82.4A","1","A52480","Follicular lymphoma grade IIIb, in remission"
"C82.51","1","A52480","Diffuse follicle center lymphoma, lymph nodes of head, face, and neck"
"C82.52","1","A52480","Diffuse follicle center lymphoma, intrathoracic lymph nodes"
"C82.53","1","A52480","Diffuse follicle center lymphoma, intra-abdominal lymph nodes"
"C82.54","1","A52480","Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb"
"C82.55","1","A52480","Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb"
"C82.56","1","A52480","Diffuse follicle center lymphoma, intrapelvic lymph nodes"
"C82.57","1","A52480","Diffuse follicle center lymphoma, spleen"
"C82.58","1","A52480","Diffuse follicle center lymphoma, lymph nodes of multiple sites"
"C82.59","1","A52480","Diffuse follicle center lymphoma, extranodal and solid organ sites"
"C82.5A","1","A52480","Diffuse follicle center lymphoma, in remission"
"C82.61","1","A52480","Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck"
"C82.62","1","A52480","Cutaneous follicle center lymphoma, intrathoracic lymph nodes"
"C82.63","1","A52480","Cutaneous follicle center lymphoma, intra-abdominal lymph nodes"
"C82.64","1","A52480","Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb"
"C82.65","1","A52480","Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb"
"C82.66","1","A52480","Cutaneous follicle center lymphoma, intrapelvic lymph nodes"
"C82.67","1","A52480","Cutaneous follicle center lymphoma, spleen"
"C82.68","1","A52480","Cutaneous follicle center lymphoma, lymph nodes of multiple sites"
"C82.69","1","A52480","Cutaneous follicle center lymphoma, extranodal and solid organ sites"
"C82.6A","1","A52480","Cutaneous follicle center lymphoma, in remission"
"C82.81","1","A52480","Other types of follicular lymphoma, lymph nodes of head, face, and neck"
"C82.82","1","A52480","Other types of follicular lymphoma, intrathoracic lymph nodes"
"C82.83","1","A52480","Other types of follicular lymphoma, intra-abdominal lymph nodes"
"C82.84","1","A52480","Other types of follicular lymphoma, lymph nodes of axilla and upper limb"
"C82.85","1","A52480","Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb"
"C82.86","1","A52480","Other types of follicular lymphoma, intrapelvic lymph nodes"
"C82.87","1","A52480","Other types of follicular lymphoma, spleen"
"C82.88","1","A52480","Other types of follicular lymphoma, lymph nodes of multiple sites"
"C82.89","1","A52480","Other types of follicular lymphoma, extranodal and solid organ sites"
"C82.8A","1","A52480","Other types of follicular lymphoma, in remission"
"C82.91","1","A52480","Follicular lymphoma, unspecified, lymph nodes of head, face, and neck"
"C82.92","1","A52480","Follicular lymphoma, unspecified, intrathoracic lymph nodes"
"C82.93","1","A52480","Follicular lymphoma, unspecified, intra-abdominal lymph nodes"
"C82.94","1","A52480","Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb"
"C82.95","1","A52480","Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
"C82.96","1","A52480","Follicular lymphoma, unspecified, intrapelvic lymph nodes"
"C82.97","1","A52480","Follicular lymphoma, unspecified, spleen"
"C82.98","1","A52480","Follicular lymphoma, unspecified, lymph nodes of multiple sites"
"C82.99","1","A52480","Follicular lymphoma, unspecified, extranodal and solid organ sites"
"C82.9A","1","A52480","Follicular lymphoma, unspecified, in remission"
"C83.01","1","A52480","Small cell B-cell lymphoma, lymph nodes of head, face, and neck"
"C83.02","1","A52480","Small cell B-cell lymphoma, intrathoracic lymph nodes"
"C83.03","1","A52480","Small cell B-cell lymphoma, intra-abdominal lymph nodes"
"C83.04","1","A52480","Small cell B-cell lymphoma, lymph nodes of axilla and upper limb"
"C83.05","1","A52480","Small cell B-cell lymphoma, lymph nodes of inguinal region and lower limb"
"C83.06","1","A52480","Small cell B-cell lymphoma, intrapelvic lymph nodes"
"C83.07","1","A52480","Small cell B-cell lymphoma, spleen"
"C83.08","1","A52480","Small cell B-cell lymphoma, lymph nodes of multiple sites"
"C83.09","1","A52480","Small cell B-cell lymphoma, extranodal and solid organ sites"
"C83.0A","1","A52480","Small cell B-cell lymphoma, in remission"
"C83.11","1","A52480","Mantle cell lymphoma, lymph nodes of head, face, and neck"
"C83.12","1","A52480","Mantle cell lymphoma, intrathoracic lymph nodes"
"C83.13","1","A52480","Mantle cell lymphoma, intra-abdominal lymph nodes"
"C83.14","1","A52480","Mantle cell lymphoma, lymph nodes of axilla and upper limb"
"C83.15","1","A52480","Mantle cell lymphoma, lymph nodes of inguinal region and lower limb"
"C83.16","1","A52480","Mantle cell lymphoma, intrapelvic lymph nodes"
"C83.17","1","A52480","Mantle cell lymphoma, spleen"
"C83.18","1","A52480","Mantle cell lymphoma, lymph nodes of multiple sites"
"C83.19","1","A52480","Mantle cell lymphoma, extranodal and solid organ sites"
"C83.1A","1","A52480","Mantle cell lymphoma, in remission"
"C83.31","1","A52480","Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck"
"C83.32","1","A52480","Diffuse large B-cell lymphoma, intrathoracic lymph nodes"
"C83.33","1","A52480","Diffuse large B-cell lymphoma, intra-abdominal lymph nodes"
"C83.34","1","A52480","Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb"
"C83.35","1","A52480","Diffuse large B-cell lymphoma, lymph nodes of inguinal region and lower limb"
"C83.36","1","A52480","Diffuse large B-cell lymphoma, intrapelvic lymph nodes"
"C83.37","1","A52480","Diffuse large B-cell lymphoma, spleen"
"C83.38","1","A52480","Diffuse large B-cell lymphoma, lymph nodes of multiple sites"
"C83.390","1","A52480","Primary central nervous system lymphoma"
"C83.398","1","A52480","Diffuse large B-cell lymphoma of other extranodal and solid organ sites"
"C83.3A","1","A52480","Diffuse large B-cell lymphoma, in remission"
"C83.51","1","A52480","Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck"
"C83.52","1","A52480","Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes"
"C83.53","1","A52480","Lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes"
"C83.54","1","A52480","Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb"
"C83.55","1","A52480","Lymphoblastic (diffuse) lymphoma, lymph nodes of inguinal region and lower limb"
"C83.56","1","A52480","Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes"
"C83.57","1","A52480","Lymphoblastic (diffuse) lymphoma, spleen"
"C83.58","1","A52480","Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites"
"C83.59","1","A52480","Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites"
"C83.5A","1","A52480","Lymphoblastic (diffuse) lymphoma, in remission"
"C83.71","1","A52480","Burkitt lymphoma, lymph nodes of head, face, and neck"
"C83.72","1","A52480","Burkitt lymphoma, intrathoracic lymph nodes"
"C83.73","1","A52480","Burkitt lymphoma, intra-abdominal lymph nodes"
