"code","group","article","description"
"C25.0","1","A52480","Malignant neoplasm of head of pancreas"
"C25.1","1","A52480","Malignant neoplasm of body of pancreas"
"C25.2","1","A52480","Malignant neoplasm of tail of pancreas"
"C25.3","1","A52480","Malignant neoplasm of pancreatic duct"
"C25.4","1","A52480","Malignant neoplasm of endocrine pancreas"
"C25.7","1","A52480","Malignant neoplasm of other parts of pancreas"
"C25.8","1","A52480","Malignant neoplasm of overlapping sites of pancreas"
"C26.0","1","A52480","Malignant neoplasm of intestinal tract, part unspecified"
"C26.1","1","A52480","Malignant neoplasm of spleen"
"C26.9","1","A52480","Malignant neoplasm of ill-defined sites within the digestive system"
"C30.0","1","A52480","Malignant neoplasm of nasal cavity"
"C30.1","1","A52480","Malignant neoplasm of middle ear"
"C31.0","1","A52480","Malignant neoplasm of maxillary sinus"
"C31.1","1","A52480","Malignant neoplasm of ethmoidal sinus"
"C31.2","1","A52480","Malignant neoplasm of frontal sinus"
"C31.3","1","A52480","Malignant neoplasm of sphenoid sinus"
"C31.8","1","A52480","Malignant neoplasm of overlapping sites of accessory sinuses"
"C31.9","1","A52480","Malignant neoplasm of accessory sinus, unspecified"
"C32.0","1","A52480","Malignant neoplasm of glottis"
"C32.1","1","A52480","Malignant neoplasm of supraglottis"
"C32.2","1","A52480","Malignant neoplasm of subglottis"
"C32.3","1","A52480","Malignant neoplasm of laryngeal cartilage"
"C32.8","1","A52480","Malignant neoplasm of overlapping sites of larynx"
"C32.9","1","A52480","Malignant neoplasm of larynx, unspecified"
"C33","1","A52480","Malignant neoplasm of trachea"
"C34.01","1","A52480","Malignant neoplasm of right main bronchus"
"C34.02","1","A52480","Malignant neoplasm of left main bronchus"
"C34.11","1","A52480","Malignant neoplasm of upper lobe, right bronchus or lung"
"C34.12","1","A52480","Malignant neoplasm of upper lobe, left bronchus or lung"
"C34.2","1","A52480","Malignant neoplasm of middle lobe, bronchus or lung"
"C34.31","1","A52480","Malignant neoplasm of lower lobe, right bronchus or lung"
"C34.32","1","A52480","Malignant neoplasm of lower lobe, left bronchus or lung"
"C34.81","1","A52480","Malignant neoplasm of overlapping sites of right bronchus and lung"
"C34.82","1","A52480","Malignant neoplasm of overlapping sites of left bronchus and lung"
"C34.91","1","A52480","Malignant neoplasm of unspecified part of right bronchus or lung"
"C34.92","1","A52480","Malignant neoplasm of unspecified part of left bronchus or lung"
"C37","1","A52480","Malignant neoplasm of thymus"
"C38.0","1","A52480","Malignant neoplasm of heart"
"C38.1","1","A52480","Malignant neoplasm of anterior mediastinum"
"C38.2","1","A52480","Malignant neoplasm of posterior mediastinum"
"C38.4","1","A52480","Malignant neoplasm of pleura"
"C38.8","1","A52480","Malignant neoplasm of overlapping sites of heart, mediastinum and pleura"
"C39.0","1","A52480","Malignant neoplasm of upper respiratory tract, part unspecified"
"C39.9","1","A52480","Malignant neoplasm of lower respiratory tract, part unspecified"
"C40.01","1","A52480","Malignant neoplasm of scapula and long bones of right upper limb"
"C40.02","1","A52480","Malignant neoplasm of scapula and long bones of left upper limb"
"C40.11","1","A52480","Malignant neoplasm of short bones of right upper limb"
"C40.12","1","A52480","Malignant neoplasm of short bones of left upper limb"
"C40.21","1","A52480","Malignant neoplasm of long bones of right lower limb"
"C40.22","1","A52480","Malignant neoplasm of long bones of left lower limb"
"C40.31","1","A52480","Malignant neoplasm of short bones of right lower limb"
"C40.32","1","A52480","Malignant neoplasm of short bones of left lower limb"
"C40.81","1","A52480","Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb"
"C40.82","1","A52480","Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb"
"C40.91","1","A52480","Malignant neoplasm of unspecified bones and articular cartilage of right limb"
"C40.92","1","A52480","Malignant neoplasm of unspecified bones and articular cartilage of left limb"
"C41.0","1","A52480","Malignant neoplasm of bones of skull and face"
"C41.1","1","A52480","Malignant neoplasm of mandible"
"C41.2","1","A52480","Malignant neoplasm of vertebral column"
"C41.3","1","A52480","Malignant neoplasm of ribs, sternum and clavicle"
"C41.4","1","A52480","Malignant neoplasm of pelvic bones, sacrum and coccyx"
"C43.0","1","A52480","Malignant melanoma of lip"
"C43.10","1","A52480","Malignant melanoma of unspecified eyelid, including canthus"
"C43.111","1","A52480","Malignant melanoma of right upper eyelid, including canthus"
"C43.112","1","A52480","Malignant melanoma of right lower eyelid, including canthus"
"C43.121","1","A52480","Malignant melanoma of left upper eyelid, including canthus"
"C43.122","1","A52480","Malignant melanoma of left lower eyelid, including canthus"
"C43.20","1","A52480","Malignant melanoma of unspecified ear and external auricular canal"
"C43.21","1","A52480","Malignant melanoma of right ear and external auricular canal"
"C43.22","1","A52480","Malignant melanoma of left ear and external auricular canal"
"C43.30","1","A52480","Malignant melanoma of unspecified part of face"
"C43.31","1","A52480","Malignant melanoma of nose"
"C43.39","1","A52480","Malignant melanoma of other parts of face"
"C43.4","1","A52480","Malignant melanoma of scalp and neck"
"C43.51","1","A52480","Malignant melanoma of anal skin"
"C43.52","1","A52480","Malignant melanoma of skin of breast"
"C43.59","1","A52480","Malignant melanoma of other part of trunk"
"C43.60","1","A52480","Malignant melanoma of unspecified upper limb, including shoulder"
"C43.61","1","A52480","Malignant melanoma of right upper limb, including shoulder"
"C43.62","1","A52480","Malignant melanoma of left upper limb, including shoulder"
"C43.70","1","A52480","Malignant melanoma of unspecified lower limb, including hip"
"C43.71","1","A52480","Malignant melanoma of right lower limb, including hip"
"C43.72","1","A52480","Malignant melanoma of left lower limb, including hip"
"C43.8","1","A52480","Malignant melanoma of overlapping sites of skin"
"C43.9","1","A52480","Malignant melanoma of skin, unspecified"
"C4A.0","1","A52480","Merkel cell carcinoma of lip"
"C4A.111","1","A52480","Merkel cell carcinoma of right upper eyelid, including canthus"
"C4A.112","1","A52480","Merkel cell carcinoma of right lower eyelid, including canthus"
"C4A.121","1","A52480","Merkel cell carcinoma of left upper eyelid, including canthus"
"C4A.122","1","A52480","Merkel cell carcinoma of left lower eyelid, including canthus"
"C4A.21","1","A52480","Merkel cell carcinoma of right ear and external auricular canal"
"C4A.22","1","A52480","Merkel cell carcinoma of left ear and external auricular canal"
"C4A.30","1","A52480","Merkel cell carcinoma of unspecified part of face"
"C4A.31","1","A52480","Merkel cell carcinoma of nose"
"C4A.39","1","A52480","Merkel cell carcinoma of other parts of face"
"C4A.4","1","A52480","Merkel cell carcinoma of scalp and neck"
"C4A.51","1","A52480","Merkel cell carcinoma of anal skin"
"C4A.52","1","A52480","Merkel cell carcinoma of skin of breast"
"C4A.59","1","A52480","Merkel cell carcinoma of other part of trunk"
"C4A.61","1","A52480","Merkel cell carcinoma of right upper limb, including shoulder"
"C4A.62","1","A52480","Merkel cell carcinoma of left upper limb, including shoulder"
"C4A.71","1","A52480","Merkel cell carcinoma of right lower limb, including hip"
"C4A.72","1","A52480","Merkel cell carcinoma of left lower limb, including hip"
"C4A.8","1","A52480","Merkel cell carcinoma of overlapping sites"
"C44.00","1","A52480","Unspecified malignant neoplasm of skin of lip"
"C44.01","1","A52480","Basal cell carcinoma of skin of lip"
"C44.02","1","A52480","Squamous cell carcinoma of skin of lip"
"C44.09","1","A52480","Other specified malignant neoplasm of skin of lip"
"C44.1021","1","A52480","Unspecified malignant neoplasm of skin of right upper eyelid, including canthus"
"C44.1022","1","A52480","Unspecified malignant neoplasm of skin of right lower eyelid, including canthus"
"C44.1091","1","A52480","Unspecified malignant neoplasm of skin of left upper eyelid, including canthus"
"C44.1092","1","A52480","Unspecified malignant neoplasm of skin of left lower eyelid, including canthus"
"C44.1121","1","A52480","Basal cell carcinoma of skin of right upper eyelid, including canthus"
"C44.1122","1","A52480","Basal cell carcinoma of skin of right lower eyelid, including canthus"
"C44.1191","1","A52480","Basal cell carcinoma of skin of left upper eyelid, including canthus"
"C44.1192","1","A52480","Basal cell carcinoma of skin of left lower eyelid, including canthus"
"C44.1221","1","A52480","Squamous cell carcinoma of skin of right upper eyelid, including canthus"
"C44.1222","1","A52480","Squamous cell carcinoma of skin of right lower eyelid, including canthus"
"C44.1291","1","A52480","Squamous cell carcinoma of skin of left upper eyelid, including canthus"
"C44.1292","1","A52480","Squamous cell carcinoma of skin of left lower eyelid, including canthus"
"C44.1921","1","A52480","Other specified malignant neoplasm of skin of right upper eyelid, including canthus"
"C44.1922","1","A52480","Other specified malignant neoplasm of skin of right lower eyelid, including canthus"
"C44.1991","1","A52480","Other specified malignant neoplasm of skin of left upper eyelid, including canthus"
"C44.1992","1","A52480","Other specified malignant neoplasm of skin of left lower eyelid, including canthus"
"C44.202","1","A52480","Unspecified malignant neoplasm of skin of right ear and external auricular canal"
"C44.209","1","A52480","Unspecified malignant neoplasm of skin of left ear and external auricular canal"
"C44.212","1","A52480","Basal cell carcinoma of skin of right ear and external auricular canal"
"C44.219","1","A52480","Basal cell carcinoma of skin of left ear and external auricular canal"
"C44.222","1","A52480","Squamous cell carcinoma of skin of right ear and external auricular canal"
"C44.229","1","A52480","Squamous cell carcinoma of skin of left ear and external auricular canal"
"C44.292","1","A52480","Other specified malignant neoplasm of skin of right ear and external auricular canal"
"C44.299","1","A52480","Other specified malignant neoplasm of skin of left ear and external auricular canal"
"C44.301","1","A52480","Unspecified malignant neoplasm of skin of nose"
"C44.309","1","A52480","Unspecified malignant neoplasm of skin of other parts of face"
"C44.310","1","A52480","Basal cell carcinoma of skin of unspecified parts of face"
"C44.311","1","A52480","Basal cell carcinoma of skin of nose"
"C44.319","1","A52480","Basal cell carcinoma of skin of other parts of face"
"C44.320","1","A52480","Squamous cell carcinoma of skin of unspecified parts of face"
"C44.321","1","A52480","Squamous cell carcinoma of skin of nose"
"C44.329","1","A52480","Squamous cell carcinoma of skin of other parts of face"
"C44.390","1","A52480","Other specified malignant neoplasm of skin of unspecified parts of face"
"C44.391","1","A52480","Other specified malignant neoplasm of skin of nose"
"C44.399","1","A52480","Other specified malignant neoplasm of skin of other parts of face"
"C44.40","1","A52480","Unspecified malignant neoplasm of skin of scalp and neck"
"C44.41","1","A52480","Basal cell carcinoma of skin of scalp and neck"
"C44.42","1","A52480","Squamous cell carcinoma of skin of scalp and neck"
"C44.49","1","A52480","Other specified malignant neoplasm of skin of scalp and neck"
"C44.500","1","A52480","Unspecified malignant neoplasm of anal skin"
"C44.501","1","A52480","Unspecified malignant neoplasm of skin of breast"
"C44.509","1","A52480","Unspecified malignant neoplasm of skin of other part of trunk"
"C44.510","1","A52480","Basal cell carcinoma of anal skin"
"C44.511","1","A52480","Basal cell carcinoma of skin of breast"
"C44.519","1","A52480","Basal cell carcinoma of skin of other part of trunk"
"C44.520","1","A52480","Squamous cell carcinoma of anal skin"
"C44.521","1","A52480","Squamous cell carcinoma of skin of breast"
"C44.529","1","A52480","Squamous cell carcinoma of skin of other part of trunk"
"C44.590","1","A52480","Other specified malignant neoplasm of anal skin"
"C44.591","1","A52480","Other specified malignant neoplasm of skin of breast"
"C44.599","1","A52480","Other specified malignant neoplasm of skin of other part of trunk"
"C44.602","1","A52480","Unspecified malignant neoplasm of skin of right upper limb, including shoulder"
"C44.609","1","A52480","Unspecified malignant neoplasm of skin of left upper limb, including shoulder"
"C44.612","1","A52480","Basal cell carcinoma of skin of right upper limb, including shoulder"
"C44.619","1","A52480","Basal cell carcinoma of skin of left upper limb, including shoulder"
"C44.622","1","A52480","Squamous cell carcinoma of skin of right upper limb, including shoulder"
"C44.629","1","A52480","Squamous cell carcinoma of skin of left upper limb, including shoulder"
"C44.692","1","A52480","Other specified malignant neoplasm of skin of right upper limb, including shoulder"
"C44.699","1","A52480","Other specified malignant neoplasm of skin of left upper limb, including shoulder"
"C44.702","1","A52480","Unspecified malignant neoplasm of skin of right lower limb, including hip"
"C44.709","1","A52480","Unspecified malignant neoplasm of skin of left lower limb, including hip"
"C44.712","1","A52480","Basal cell carcinoma of skin of right lower limb, including hip"
"C44.719","1","A52480","Basal cell carcinoma of skin of left lower limb, including hip"
"C44.722","1","A52480","Squamous cell carcinoma of skin of right lower limb, including hip"
"C44.729","1","A52480","Squamous cell carcinoma of skin of left lower limb, including hip"
"C44.792","1","A52480","Other specified malignant neoplasm of skin of right lower limb, including hip"
"C44.799","1","A52480","Other specified malignant neoplasm of skin of left lower limb, including hip"
"C44.80","1","A52480","Unspecified malignant neoplasm of overlapping sites of skin"
"C44.81","1","A52480","Basal cell carcinoma of overlapping sites of skin"
"C44.82","1","A52480","Squamous cell carcinoma of overlapping sites of skin"
"C44.89","1","A52480","Other specified malignant neoplasm of overlapping sites of skin"
"C44.91","1","A52480","Basal cell carcinoma of skin, unspecified"
"C44.92","1","A52480","Squamous cell carcinoma of skin, unspecified"
"C44.99","1","A52480","Other specified malignant neoplasm of skin, unspecified"
"C45.0","1","A52480","Mesothelioma of pleura"
"C45.1","1","A52480","Mesothelioma of peritoneum"
"C45.2","1","A52480","Mesothelioma of pericardium"
"C45.7","1","A52480","Mesothelioma of other sites"
"C45.9","1","A52480","Mesothelioma, unspecified"
"C46.0","1","A52480","Kaposi's sarcoma of skin"
"C46.1","1","A52480","Kaposi's sarcoma of soft tissue"
"C46.2","1","A52480","Kaposi's sarcoma of palate"
"C46.3","1","A52480","Kaposi's sarcoma of lymph nodes"
"C46.4","1","A52480","Kaposi's sarcoma of gastrointestinal sites"
"C46.51","1","A52480","Kaposi's sarcoma of right lung"
"C46.52","1","A52480","Kaposi's sarcoma of left lung"
"C46.7","1","A52480","Kaposi's sarcoma of other sites"
"C47.0","1","A52480","Malignant neoplasm of peripheral nerves of head, face and neck"
"C47.11","1","A52480","Malignant neoplasm of peripheral nerves of right upper limb, including shoulder"
"C47.12","1","A52480","Malignant neoplasm of peripheral nerves of left upper limb, including shoulder"
"C47.21","1","A52480","Malignant neoplasm of peripheral nerves of right lower limb, including hip"
"C47.22","1","A52480","Malignant neoplasm of peripheral nerves of left lower limb, including hip"
"C47.3","1","A52480","Malignant neoplasm of peripheral nerves of thorax"
"C47.4","1","A52480","Malignant neoplasm of peripheral nerves of abdomen"
"C47.5","1","A52480","Malignant neoplasm of peripheral nerves of pelvis"
"C47.6","1","A52480","Malignant neoplasm of peripheral nerves of trunk, unspecified"
"C47.8","1","A52480","Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system"
"C47.9","1","A52480","Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified"
"C48.0","1","A52480","Malignant neoplasm of retroperitoneum"
"C48.1","1","A52480","Malignant neoplasm of specified parts of peritoneum"
"C48.2","1","A52480","Malignant neoplasm of peritoneum, unspecified"
"C48.8","1","A52480","Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum"
"C49.0","1","A52480","Malignant neoplasm of connective and soft tissue of head, face and neck"
"C49.11","1","A52480","Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder"
"C49.12","1","A52480","Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder"
"C49.21","1","A52480","Malignant neoplasm of connective and soft tissue of right lower limb, including hip"
"C49.22","1","A52480","Malignant neoplasm of connective and soft tissue of left lower limb, including hip"
"C49.3","1","A52480","Malignant neoplasm of connective and soft tissue of thorax"
"C49.4","1","A52480","Malignant neoplasm of connective and soft tissue of abdomen"
"C49.5","1","A52480","Malignant neoplasm of connective and soft tissue of pelvis"
"C49.6","1","A52480","Malignant neoplasm of connective and soft tissue of trunk, unspecified"
"C49.8","1","A52480","Malignant neoplasm of overlapping sites of connective and soft tissue"
"C49.A0","1","A52480","Gastrointestinal stromal tumor, unspecified site"
"C49.A1","1","A52480","Gastrointestinal stromal tumor of esophagus"
"C49.A2","1","A52480","Gastrointestinal stromal tumor of stomach"
"C49.A3","1","A52480","Gastrointestinal stromal tumor of small intestine"
"C49.A4","1","A52480","Gastrointestinal stromal tumor of large intestine"
"C49.A5","1","A52480","Gastrointestinal stromal tumor of rectum"
"C49.A9","1","A52480","Gastrointestinal stromal tumor of other sites"
"C50.011","1","A52480","Malignant neoplasm of nipple and areola, right female breast"
"C50.012","1","A52480","Malignant neoplasm of nipple and areola, left female breast"
"C50.021","1","A52480","Malignant neoplasm of nipple and areola, right male breast"
"C50.022","1","A52480","Malignant neoplasm of nipple and areola, left male breast"
"C50.111","1","A52480","Malignant neoplasm of central portion of right female breast"
"C50.112","1","A52480","Malignant neoplasm of central portion of left female breast"
"C50.119","1","A52480","Malignant neoplasm of central portion of unspecified female breast"
"C50.121","1","A52480","Malignant neoplasm of central portion of right male breast"
"C50.122","1","A52480","Malignant neoplasm of central portion of left male breast"
"C50.211","1","A52480","Malignant neoplasm of upper-inner quadrant of right female breast"
"C50.212","1","A52480","Malignant neoplasm of upper-inner quadrant of left female breast"
"C50.221","1","A52480","Malignant neoplasm of upper-inner quadrant of right male breast"
"C50.222","1","A52480","Malignant neoplasm of upper-inner quadrant of left male breast"
"C50.311","1","A52480","Malignant neoplasm of lower-inner quadrant of right female breast"
"C50.312","1","A52480","Malignant neoplasm of lower-inner quadrant of left female breast"
"C50.321","1","A52480","Malignant neoplasm of lower-inner quadrant of right male breast"
"C50.322","1","A52480","Malignant neoplasm of lower-inner quadrant of left male breast"
"C50.411","1","A52480","Malignant neoplasm of upper-outer quadrant of right female breast"
"C50.412","1","A52480","Malignant neoplasm of upper-outer quadrant of left female breast"
"C50.421","1","A52480","Malignant neoplasm of upper-outer quadrant of right male breast"
"C50.422","1","A52480","Malignant neoplasm of upper-outer quadrant of left male breast"
"C50.511","1","A52480","Malignant neoplasm of lower-outer quadrant of right female breast"
"C50.512","1","A52480","Malignant neoplasm of lower-outer quadrant of left female breast"
"C50.521","1","A52480","Malignant neoplasm of lower-outer quadrant of right male breast"
"C50.522","1","A52480","Malignant neoplasm of lower-outer quadrant of left male breast"
"C50.611","1","A52480","Malignant neoplasm of axillary tail of right female breast"
"C50.612","1","A52480","Malignant neoplasm of axillary tail of left female breast"
"C50.621","1","A52480","Malignant neoplasm of axillary tail of right male breast"
"C50.622","1","A52480","Malignant neoplasm of axillary tail of left male breast"
"C50.811","1","A52480","Malignant neoplasm of overlapping sites of right female breast"
"C50.812","1","A52480","Malignant neoplasm of overlapping sites of left female breast"
"C50.821","1","A52480","Malignant neoplasm of overlapping sites of right male breast"
"C50.822","1","A52480","Malignant neoplasm of overlapping sites of left male breast"
"C50.911","1","A52480","Malignant neoplasm of unspecified site of right female breast"
"C50.912","1","A52480","Malignant neoplasm of unspecified site of left female breast"
"C50.921","1","A52480","Malignant neoplasm of unspecified site of right male breast"
"C50.922","1","A52480","Malignant neoplasm of unspecified site of left male breast"
"C50.A0","1","A52480","Malignant inflammatory neoplasm of unspecified breast"
"C50.A1","1","A52480","Malignant inflammatory neoplasm of right breast"
"C50.A2","1","A52480","Malignant inflammatory neoplasm of left breast"
"C51.0","1","A52480","Malignant neoplasm of labium majus"
"C51.1","1","A52480","Malignant neoplasm of labium minus"
"C51.2","1","A52480","Malignant neoplasm of clitoris"
"C51.8","1","A52480","Malignant neoplasm of overlapping sites of vulva"
"C51.9","1","A52480","Malignant neoplasm of vulva, unspecified"
"C52","1","A52480","Malignant neoplasm of vagina"
"C53.0","1","A52480","Malignant neoplasm of endocervix"
"C53.1","1","A52480","Malignant neoplasm of exocervix"
"C53.8","1","A52480","Malignant neoplasm of overlapping sites of cervix uteri"
"C53.9","1","A52480","Malignant neoplasm of cervix uteri, unspecified"
"C54.0","1","A52480","Malignant neoplasm of isthmus uteri"
"C54.1","1","A52480","Malignant neoplasm of endometrium"
"C54.2","1","A52480","Malignant neoplasm of myometrium"
"C54.3","1","A52480","Malignant neoplasm of fundus uteri"
"C54.8","1","A52480","Malignant neoplasm of overlapping sites of corpus uteri"
"C54.9","1","A52480","Malignant neoplasm of corpus uteri, unspecified"
"C55","1","A52480","Malignant neoplasm of uterus, part unspecified"
"C56.1","1","A52480","Malignant neoplasm of right ovary"
"C56.2","1","A52480","Malignant neoplasm of left ovary"
"C56.3","1","A52480","Malignant neoplasm of bilateral ovaries"
"C57.01","1","A52480","Malignant neoplasm of right fallopian tube"
"C57.02","1","A52480","Malignant neoplasm of left fallopian tube"
"C57.11","1","A52480","Malignant neoplasm of right broad ligament"
"C57.12","1","A52480","Malignant neoplasm of left broad ligament"
"C57.21","1","A52480","Malignant neoplasm of right round ligament"
"C57.22","1","A52480","Malignant neoplasm of left round ligament"
"C57.3","1","A52480","Malignant neoplasm of parametrium"
"C57.4","1","A52480","Malignant neoplasm of uterine adnexa, unspecified"
"C57.7","1","A52480","Malignant neoplasm of other specified female genital organs"
"C57.8","1","A52480","Malignant neoplasm of overlapping sites of female genital organs"
"C58","1","A52480","Malignant neoplasm of placenta"
"C60.0","1","A52480","Malignant neoplasm of prepuce"
"C60.1","1","A52480","Malignant neoplasm of glans penis"
"C60.2","1","A52480","Malignant neoplasm of body of penis"
"C60.8","1","A52480","Malignant neoplasm of overlapping sites of penis"
"C61","1","A52480","Malignant neoplasm of prostate"
"C62.01","1","A52480","Malignant neoplasm of undescended right testis"
"C62.02","1","A52480","Malignant neoplasm of undescended left testis"
"C62.11","1","A52480","Malignant neoplasm of descended right testis"
"C62.12","1","A52480","Malignant neoplasm of descended left testis"
"C63.01","1","A52480","Malignant neoplasm of right epididymis"
"C63.02","1","A52480","Malignant neoplasm of left epididymis"
"C63.11","1","A52480","Malignant neoplasm of right spermatic cord"
"C63.12","1","A52480","Malignant neoplasm of left spermatic cord"
"C63.2","1","A52480","Malignant neoplasm of scrotum"
"C63.7","1","A52480","Malignant neoplasm of other specified male genital organs"
