"code","group","article","description"
"Q72.00","1","A52481","Congenital complete absence of unspecified lower limb"
"Q72.01","1","A52481","Congenital complete absence of right lower limb"
"Q72.02","1","A52481","Congenital complete absence of left lower limb"
"Q72.03","1","A52481","Congenital complete absence of lower limb, bilateral"
"Q72.30","1","A52481","Congenital absence of unspecified foot and toe(s)"
"Q72.31","1","A52481","Congenital absence of right foot and toe(s)"
"Q72.32","1","A52481","Congenital absence of left foot and toe(s)"
"Q72.33","1","A52481","Congenital absence of foot and toe(s), bilateral"
"Q72.70","1","A52481","Split foot, unspecified lower limb"
"Q72.71","1","A52481","Split foot, right lower limb"
"Q72.72","1","A52481","Split foot, left lower limb"
"Q72.73","1","A52481","Split foot, bilateral"
"S98.011A","1","A52481","Complete traumatic amputation of right foot at ankle level, initial encounter"
"S98.011D","1","A52481","Complete traumatic amputation of right foot at ankle level, subsequent encounter"
"S98.012A","1","A52481","Complete traumatic amputation of left foot at ankle level, initial encounter"
"S98.012D","1","A52481","Complete traumatic amputation of left foot at ankle level, subsequent encounter"
"S98.019A","1","A52481","Complete traumatic amputation of unspecified foot at ankle level, initial encounter"
"S98.019D","1","A52481","Complete traumatic amputation of unspecified foot at ankle level, subsequent encounter"
"S98.021A","1","A52481","Partial traumatic amputation of right foot at ankle level, initial encounter"
"S98.021D","1","A52481","Partial traumatic amputation of right foot at ankle level, subsequent encounter"
"S98.022A","1","A52481","Partial traumatic amputation of left foot at ankle level, initial encounter"
"S98.022D","1","A52481","Partial traumatic amputation of left foot at ankle level, subsequent encounter"
"S98.029A","1","A52481","Partial traumatic amputation of unspecified foot at ankle level, initial encounter"
"S98.029D","1","A52481","Partial traumatic amputation of unspecified foot at ankle level, subsequent encounter"
"S98.111A","1","A52481","Complete traumatic amputation of right great toe, initial encounter"
"S98.111D","1","A52481","Complete traumatic amputation of right great toe, subsequent encounter"
"S98.112A","1","A52481","Complete traumatic amputation of left great toe, initial encounter"
"S98.112D","1","A52481","Complete traumatic amputation of left great toe, subsequent encounter"
"S98.119A","1","A52481","Complete traumatic amputation of unspecified great toe, initial encounter"
"S98.119D","1","A52481","Complete traumatic amputation of unspecified great toe, subsequent encounter"
"S98.121A","1","A52481","Partial traumatic amputation of right great toe, initial encounter"
"S98.121D","1","A52481","Partial traumatic amputation of right great toe, subsequent encounter"
"S98.122A","1","A52481","Partial traumatic amputation of left great toe, initial encounter"
"S98.122D","1","A52481","Partial traumatic amputation of left great toe, subsequent encounter"
"S98.129A","1","A52481","Partial traumatic amputation of unspecified great toe, initial encounter"
"S98.129D","1","A52481","Partial traumatic amputation of unspecified great toe, subsequent encounter"
"S98.131A","1","A52481","Complete traumatic amputation of one right lesser toe, initial encounter"
"S98.131D","1","A52481","Complete traumatic amputation of one right lesser toe, subsequent encounter"
"S98.132A","1","A52481","Complete traumatic amputation of one left lesser toe, initial encounter"
"S98.132D","1","A52481","Complete traumatic amputation of one left lesser toe, subsequent encounter"
"S98.139A","1","A52481","Complete traumatic amputation of one unspecified lesser toe, initial encounter"
"S98.139D","1","A52481","Complete traumatic amputation of one unspecified lesser toe, subsequent encounter"
"S98.141A","1","A52481","Partial traumatic amputation of one right lesser toe, initial encounter"
"S98.141D","1","A52481","Partial traumatic amputation of one right lesser toe, subsequent encounter"
"S98.142A","1","A52481","Partial traumatic amputation of one left lesser toe, initial encounter"
"S98.142D","1","A52481","Partial traumatic amputation of one left lesser toe, subsequent encounter"
"S98.149A","1","A52481","Partial traumatic amputation of one unspecified lesser toe, initial encounter"
"S98.149D","1","A52481","Partial traumatic amputation of one unspecified lesser toe, subsequent encounter"
"S98.211A","1","A52481","Complete traumatic amputation of two or more right lesser toes, initial encounter"
"S98.211D","1","A52481","Complete traumatic amputation of two or more right lesser toes, subsequent encounter"
"S98.212A","1","A52481","Complete traumatic amputation of two or more left lesser toes, initial encounter"
"S98.212D","1","A52481","Complete traumatic amputation of two or more left lesser toes, subsequent encounter"
"S98.219A","1","A52481","Complete traumatic amputation of two or more unspecified lesser toes, initial encounter"
"S98.219D","1","A52481","Complete traumatic amputation of two or more unspecified lesser toes, subsequent encounter"
"S98.221A","1","A52481","Partial traumatic amputation of two or more right lesser toes, initial encounter"
"S98.221D","1","A52481","Partial traumatic amputation of two or more right lesser toes, subsequent encounter"
"S98.222A","1","A52481","Partial traumatic amputation of two or more left lesser toes, initial encounter"
"S98.222D","1","A52481","Partial traumatic amputation of two or more left lesser toes, subsequent encounter"
"S98.229A","1","A52481","Partial traumatic amputation of two or more unspecified lesser toes, initial encounter"
"S98.229D","1","A52481","Partial traumatic amputation of two or more unspecified lesser toes, subsequent encounter"
"S98.311A","1","A52481","Complete traumatic amputation of right midfoot, initial encounter"
"S98.311D","1","A52481","Complete traumatic amputation of right midfoot, subsequent encounter"
"S98.312A","1","A52481","Complete traumatic amputation of left midfoot, initial encounter"
"S98.312D","1","A52481","Complete traumatic amputation of left midfoot, subsequent encounter"
"S98.319A","1","A52481","Complete traumatic amputation of unspecified midfoot, initial encounter"
"S98.319D","1","A52481","Complete traumatic amputation of unspecified midfoot, subsequent encounter"
"S98.321A","1","A52481","Partial traumatic amputation of right midfoot, initial encounter"
"S98.321D","1","A52481","Partial traumatic amputation of right midfoot, subsequent encounter"
"S98.322A","1","A52481","Partial traumatic amputation of left midfoot, initial encounter"
"S98.322D","1","A52481","Partial traumatic amputation of left midfoot, subsequent encounter"
"S98.329A","1","A52481","Partial traumatic amputation of unspecified midfoot, initial encounter"
"S98.329D","1","A52481","Partial traumatic amputation of unspecified midfoot, subsequent encounter"
"S98.911A","1","A52481","Complete traumatic amputation of right foot, level unspecified, initial encounter"
"S98.911D","1","A52481","Complete traumatic amputation of right foot, level unspecified, subsequent encounter"
"S98.912A","1","A52481","Complete traumatic amputation of left foot, level unspecified, initial encounter"
"S98.912D","1","A52481","Complete traumatic amputation of left foot, level unspecified, subsequent encounter"
"S98.919A","1","A52481","Complete traumatic amputation of unspecified foot, level unspecified, initial encounter"
"S98.919D","1","A52481","Complete traumatic amputation of unspecified foot, level unspecified, subsequent encounter"
"S98.921A","1","A52481","Partial traumatic amputation of right foot, level unspecified, initial encounter"
"S98.921D","1","A52481","Partial traumatic amputation of right foot, level unspecified, subsequent encounter"
"S98.922A","1","A52481","Partial traumatic amputation of left foot, level unspecified, initial encounter"
"S98.922D","1","A52481","Partial traumatic amputation of left foot, level unspecified, subsequent encounter"
"S98.929A","1","A52481","Partial traumatic amputation of unspecified foot, level unspecified, initial encounter"
"S98.929D","1","A52481","Partial traumatic amputation of unspecified foot, level unspecified, subsequent encounter"
