"code","group","article","description"
"C81.16","1","A52479","Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes"
"C81.17","1","A52479","Nodular sclerosis Hodgkin lymphoma, spleen"
"C81.18","1","A52479","Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites"
"C81.19","1","A52479","Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites"
"C81.1A","1","A52479","Nodular sclerosis Hodgkin lymphoma, in remission"
"C81.20","1","A52479","Mixed cellularity Hodgkin lymphoma, unspecified site"
"C81.21","1","A52479","Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck"
"C81.22","1","A52479","Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes"
"C81.23","1","A52479","Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes"
"C81.24","1","A52479","Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb"
"C81.25","1","A52479","Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
"C81.26","1","A52479","Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes"
"C81.27","1","A52479","Mixed cellularity Hodgkin lymphoma, spleen"
"C81.28","1","A52479","Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites"
"C81.29","1","A52479","Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites"
"C81.2A","1","A52479","Mixed cellularity Hodgkin lymphoma, in remission"
"C81.30","1","A52479","Lymphocyte depleted Hodgkin lymphoma, unspecified site"
"C81.31","1","A52479","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck"
"C81.32","1","A52479","Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes"
"C81.33","1","A52479","Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes"
"C81.34","1","A52479","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb"
"C81.35","1","A52479","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
"C81.36","1","A52479","Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes"
"C81.37","1","A52479","Lymphocyte depleted Hodgkin lymphoma, spleen"
"C81.38","1","A52479","Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites"
"C81.39","1","A52479","Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites"
"C81.3A","1","A52479","Lymphocyte depleted Hodgkin lymphoma, in remission"
"C81.40","1","A52479","Lymphocyte-rich Hodgkin lymphoma, unspecified site"
"C81.41","1","A52479","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck"
"C81.42","1","A52479","Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes"
"C81.43","1","A52479","Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes"
"C81.44","1","A52479","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of axilla and upper limb"
"C81.45","1","A52479","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
"C81.46","1","A52479","Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes"
"C81.47","1","A52479","Lymphocyte-rich Hodgkin lymphoma, spleen"
"C81.48","1","A52479","Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites"
"C81.49","1","A52479","Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites"
"C81.4A","1","A52479","Lymphocyte-rich Hodgkin lymphoma, in remission"
"C81.70","1","A52479","Other Hodgkin lymphoma, unspecified site"
"C81.71","1","A52479","Other Hodgkin lymphoma, lymph nodes of head, face, and neck"
"C81.72","1","A52479","Other Hodgkin lymphoma, intrathoracic lymph nodes"
"C81.73","1","A52479","Other Hodgkin lymphoma, intra-abdominal lymph nodes"
"C81.74","1","A52479","Other Hodgkin lymphoma, lymph nodes of axilla and upper limb"
"C81.75","1","A52479","Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
"C81.76","1","A52479","Other Hodgkin lymphoma, intrapelvic lymph nodes"
"C81.77","1","A52479","Other Hodgkin lymphoma, spleen"
"C81.78","1","A52479","Other Hodgkin lymphoma, lymph nodes of multiple sites"
"C81.79","1","A52479","Other Hodgkin lymphoma, extranodal and solid organ sites"
"C81.7A","1","A52479","Other Hodgkin lymphoma, in remission"
"C81.90","1","A52479","Hodgkin lymphoma, unspecified, unspecified site"
"C81.91","1","A52479","Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck"
"C81.92","1","A52479","Hodgkin lymphoma, unspecified, intrathoracic lymph nodes"
"C81.93","1","A52479","Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes"
"C81.94","1","A52479","Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb"
"C81.95","1","A52479","Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
"C81.96","1","A52479","Hodgkin lymphoma, unspecified, intrapelvic lymph nodes"
"C81.97","1","A52479","Hodgkin lymphoma, unspecified, spleen"
"C81.98","1","A52479","Hodgkin lymphoma, unspecified, lymph nodes of multiple sites"
"C81.99","1","A52479","Hodgkin lymphoma, unspecified, extranodal and solid organ sites"
"C81.9A","1","A52479","Hodgkin lymphoma, unspecified, in remission"
"C82.00","1","A52479","Follicular lymphoma grade I, unspecified site"
"C82.01","1","A52479","Follicular lymphoma grade I, lymph nodes of head, face, and neck"
"C82.02","1","A52479","Follicular lymphoma grade I, intrathoracic lymph nodes"
"C82.03","1","A52479","Follicular lymphoma grade I, intra-abdominal lymph nodes"
"C82.04","1","A52479","Follicular lymphoma grade I, lymph nodes of axilla and upper limb"
"C82.05","1","A52479","Follicular lymphoma grade I, lymph nodes of inguinal region and lower limb"
"C82.06","1","A52479","Follicular lymphoma grade I, intrapelvic lymph nodes"
"C82.07","1","A52479","Follicular lymphoma grade I, spleen"
"C82.08","1","A52479","Follicular lymphoma grade I, lymph nodes of multiple sites"
"C82.09","1","A52479","Follicular lymphoma grade I, extranodal and solid organ sites"
"C82.0A","1","A52479","Follicular lymphoma grade I, in remission"
"C82.10","1","A52479","Follicular lymphoma grade II, unspecified site"
"C82.11","1","A52479","Follicular lymphoma grade II, lymph nodes of head, face, and neck"
"C82.12","1","A52479","Follicular lymphoma grade II, intrathoracic lymph nodes"
"C82.13","1","A52479","Follicular lymphoma grade II, intra-abdominal lymph nodes"
"C82.14","1","A52479","Follicular lymphoma grade II, lymph nodes of axilla and upper limb"
"C82.15","1","A52479","Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb"
"C82.16","1","A52479","Follicular lymphoma grade II, intrapelvic lymph nodes"
"C82.17","1","A52479","Follicular lymphoma grade II, spleen"
"C82.18","1","A52479","Follicular lymphoma grade II, lymph nodes of multiple sites"
"C82.19","1","A52479","Follicular lymphoma grade II, extranodal and solid organ sites"
"C82.1A","1","A52479","Follicular lymphoma grade II, in remission"
"C82.20","1","A52479","Follicular lymphoma grade III, unspecified, unspecified site"
"C82.21","1","A52479","Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck"
"C82.22","1","A52479","Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes"
"C82.23","1","A52479","Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes"
"C82.24","1","A52479","Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb"
"C82.25","1","A52479","Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb"
"C82.26","1","A52479","Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes"
"C82.27","1","A52479","Follicular lymphoma grade III, unspecified, spleen"
"C82.28","1","A52479","Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites"
"C82.29","1","A52479","Follicular lymphoma grade III, unspecified, extranodal and solid organ sites"
"C82.2A","1","A52479","Follicular lymphoma grade III, unspecified, in remission"
"C82.30","1","A52479","Follicular lymphoma grade IIIa, unspecified site"
"C82.31","1","A52479","Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck"
"C82.32","1","A52479","Follicular lymphoma grade IIIa, intrathoracic lymph nodes"
"C82.33","1","A52479","Follicular lymphoma grade IIIa, intra-abdominal lymph nodes"
"C82.34","1","A52479","Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb"
"C82.35","1","A52479","Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb"
"C82.36","1","A52479","Follicular lymphoma grade IIIa, intrapelvic lymph nodes"
"C82.37","1","A52479","Follicular lymphoma grade IIIa, spleen"
"C82.38","1","A52479","Follicular lymphoma grade IIIa, lymph nodes of multiple sites"
"C82.39","1","A52479","Follicular lymphoma grade IIIa, extranodal and solid organ sites"
"C82.3A","1","A52479","Follicular lymphoma grade IIIa, in remission"
"C82.40","1","A52479","Follicular lymphoma grade IIIb, unspecified site"
"C82.41","1","A52479","Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck"
"C82.42","1","A52479","Follicular lymphoma grade IIIb, intrathoracic lymph nodes"
"C82.43","1","A52479","Follicular lymphoma grade IIIb, intra-abdominal lymph nodes"
"C82.44","1","A52479","Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb"
"C82.45","1","A52479","Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb"
"C82.46","1","A52479","Follicular lymphoma grade IIIb, intrapelvic lymph nodes"
"C82.47","1","A52479","Follicular lymphoma grade IIIb, spleen"
"C82.48","1","A52479","Follicular lymphoma grade IIIb, lymph nodes of multiple sites"
"C82.49","1","A52479","Follicular lymphoma grade IIIb, extranodal and solid organ sites"
"C82.4A","1","A52479","Follicular lymphoma grade IIIb, in remission"
"C82.50","1","A52479","Diffuse follicle center lymphoma, unspecified site"
"C82.51","1","A52479","Diffuse follicle center lymphoma, lymph nodes of head, face, and neck"
"C82.52","1","A52479","Diffuse follicle center lymphoma, intrathoracic lymph nodes"
"C82.53","1","A52479","Diffuse follicle center lymphoma, intra-abdominal lymph nodes"
"C82.54","1","A52479","Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb"
"C82.55","1","A52479","Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb"
"C82.56","1","A52479","Diffuse follicle center lymphoma, intrapelvic lymph nodes"
"C82.57","1","A52479","Diffuse follicle center lymphoma, spleen"
"C82.58","1","A52479","Diffuse follicle center lymphoma, lymph nodes of multiple sites"
"C82.59","1","A52479","Diffuse follicle center lymphoma, extranodal and solid organ sites"
"C82.5A","1","A52479","Diffuse follicle center lymphoma, in remission"
"C82.60","1","A52479","Cutaneous follicle center lymphoma, unspecified site"
"C82.61","1","A52479","Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck"
"C82.62","1","A52479","Cutaneous follicle center lymphoma, intrathoracic lymph nodes"
"C82.63","1","A52479","Cutaneous follicle center lymphoma, intra-abdominal lymph nodes"
"C82.64","1","A52479","Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb"
"C82.65","1","A52479","Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb"
"C82.66","1","A52479","Cutaneous follicle center lymphoma, intrapelvic lymph nodes"
"C82.67","1","A52479","Cutaneous follicle center lymphoma, spleen"
"C82.68","1","A52479","Cutaneous follicle center lymphoma, lymph nodes of multiple sites"
"C82.69","1","A52479","Cutaneous follicle center lymphoma, extranodal and solid organ sites"
"C82.6A","1","A52479","Cutaneous follicle center lymphoma, in remission"
"C82.80","1","A52479","Other types of follicular lymphoma, unspecified site"
"C82.81","1","A52479","Other types of follicular lymphoma, lymph nodes of head, face, and neck"
"C82.82","1","A52479","Other types of follicular lymphoma, intrathoracic lymph nodes"
"C82.83","1","A52479","Other types of follicular lymphoma, intra-abdominal lymph nodes"
"C82.84","1","A52479","Other types of follicular lymphoma, lymph nodes of axilla and upper limb"
"C82.85","1","A52479","Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb"
"C82.86","1","A52479","Other types of follicular lymphoma, intrapelvic lymph nodes"
"C82.87","1","A52479","Other types of follicular lymphoma, spleen"
"C82.88","1","A52479","Other types of follicular lymphoma, lymph nodes of multiple sites"
"C82.89","1","A52479","Other types of follicular lymphoma, extranodal and solid organ sites"
"C82.8A","1","A52479","Other types of follicular lymphoma, in remission"
"C82.90","1","A52479","Follicular lymphoma, unspecified, unspecified site"
"C82.91","1","A52479","Follicular lymphoma, unspecified, lymph nodes of head, face, and neck"
"C82.92","1","A52479","Follicular lymphoma, unspecified, intrathoracic lymph nodes"
"C82.93","1","A52479","Follicular lymphoma, unspecified, intra-abdominal lymph nodes"
"C82.94","1","A52479","Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb"
"C82.95","1","A52479","Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
"C82.96","1","A52479","Follicular lymphoma, unspecified, intrapelvic lymph nodes"
"C82.97","1","A52479","Follicular lymphoma, unspecified, spleen"
"C82.98","1","A52479","Follicular lymphoma, unspecified, lymph nodes of multiple sites"
"C82.99","1","A52479","Follicular lymphoma, unspecified, extranodal and solid organ sites"
"C82.9A","1","A52479","Follicular lymphoma, unspecified, in remission"
"C83.00","1","A52479","Small cell B-cell lymphoma, unspecified site"
"C83.01","1","A52479","Small cell B-cell lymphoma, lymph nodes of head, face, and neck"
"C83.02","1","A52479","Small cell B-cell lymphoma, intrathoracic lymph nodes"
"C83.03","1","A52479","Small cell B-cell lymphoma, intra-abdominal lymph nodes"
"C83.04","1","A52479","Small cell B-cell lymphoma, lymph nodes of axilla and upper limb"
"C83.05","1","A52479","Small cell B-cell lymphoma, lymph nodes of inguinal region and lower limb"
"C83.06","1","A52479","Small cell B-cell lymphoma, intrapelvic lymph nodes"
"C83.07","1","A52479","Small cell B-cell lymphoma, spleen"
"C83.08","1","A52479","Small cell B-cell lymphoma, lymph nodes of multiple sites"
"C83.09","1","A52479","Small cell B-cell lymphoma, extranodal and solid organ sites"
"C83.0A","1","A52479","Small cell B-cell lymphoma, in remission"
"C83.10","1","A52479","Mantle cell lymphoma, unspecified site"
"C83.11","1","A52479","Mantle cell lymphoma, lymph nodes of head, face, and neck"
"C83.12","1","A52479","Mantle cell lymphoma, intrathoracic lymph nodes"
"C83.13","1","A52479","Mantle cell lymphoma, intra-abdominal lymph nodes"
"C83.14","1","A52479","Mantle cell lymphoma, lymph nodes of axilla and upper limb"
"C83.15","1","A52479","Mantle cell lymphoma, lymph nodes of inguinal region and lower limb"
"C83.16","1","A52479","Mantle cell lymphoma, intrapelvic lymph nodes"
"C83.17","1","A52479","Mantle cell lymphoma, spleen"
"C83.18","1","A52479","Mantle cell lymphoma, lymph nodes of multiple sites"
"C83.19","1","A52479","Mantle cell lymphoma, extranodal and solid organ sites"
"C83.1A","1","A52479","Mantle cell lymphoma, in remission"
"C83.30","1","A52479","Diffuse large B-cell lymphoma, unspecified site"
"C83.31","1","A52479","Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck"
"C83.32","1","A52479","Diffuse large B-cell lymphoma, intrathoracic lymph nodes"
"C83.33","1","A52479","Diffuse large B-cell lymphoma, intra-abdominal lymph nodes"
"C83.34","1","A52479","Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb"
"C83.35","1","A52479","Diffuse large B-cell lymphoma, lymph nodes of inguinal region and lower limb"
"C83.36","1","A52479","Diffuse large B-cell lymphoma, intrapelvic lymph nodes"
"C83.37","1","A52479","Diffuse large B-cell lymphoma, spleen"
"C83.38","1","A52479","Diffuse large B-cell lymphoma, lymph nodes of multiple sites"
"C83.390","1","A52479","Primary central nervous system lymphoma"
"C83.398","1","A52479","Diffuse large B-cell lymphoma of other extranodal and solid organ sites"
"C83.3A","1","A52479","Diffuse large B-cell lymphoma, in remission"
"C83.50","1","A52479","Lymphoblastic (diffuse) lymphoma, unspecified site"
"C83.51","1","A52479","Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck"
"C83.52","1","A52479","Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes"
"C83.53","1","A52479","Lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes"
"C83.54","1","A52479","Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb"
"C83.55","1","A52479","Lymphoblastic (diffuse) lymphoma, lymph nodes of inguinal region and lower limb"
"C83.56","1","A52479","Lymphoblastic (diffuse) lymphoma, intrapelvic lymph nodes"
"C83.57","1","A52479","Lymphoblastic (diffuse) lymphoma, spleen"
"C83.58","1","A52479","Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites"
"C83.59","1","A52479","Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites"
"C83.5A","1","A52479","Lymphoblastic (diffuse) lymphoma, in remission"
"C83.70","1","A52479","Burkitt lymphoma, unspecified site"
"C83.71","1","A52479","Burkitt lymphoma, lymph nodes of head, face, and neck"
"C83.72","1","A52479","Burkitt lymphoma, intrathoracic lymph nodes"
"C83.73","1","A52479","Burkitt lymphoma, intra-abdominal lymph nodes"
"C83.74","1","A52479","Burkitt lymphoma, lymph nodes of axilla and upper limb"
"C83.75","1","A52479","Burkitt lymphoma, lymph nodes of inguinal region and lower limb"
"C83.76","1","A52479","Burkitt lymphoma, intrapelvic lymph nodes"
"C83.77","1","A52479","Burkitt lymphoma, spleen"
"C83.78","1","A52479","Burkitt lymphoma, lymph nodes of multiple sites"
"C83.79","1","A52479","Burkitt lymphoma, extranodal and solid organ sites"
"C83.7A","1","A52479","Burkitt lymphoma, in remission"
"C83.80","1","A52479","Other non-follicular lymphoma, unspecified site"
"C83.81","1","A52479","Other non-follicular lymphoma, lymph nodes of head, face, and neck"
"C83.82","1","A52479","Other non-follicular lymphoma, intrathoracic lymph nodes"
"C83.83","1","A52479","Other non-follicular lymphoma, intra-abdominal lymph nodes"
"C83.84","1","A52479","Other non-follicular lymphoma, lymph nodes of axilla and upper limb"
"C83.85","1","A52479","Other non-follicular lymphoma, lymph nodes of inguinal region and lower limb"
"C83.86","1","A52479","Other non-follicular lymphoma, intrapelvic lymph nodes"
"C83.87","1","A52479","Other non-follicular lymphoma, spleen"
"C83.88","1","A52479","Other non-follicular lymphoma, lymph nodes of multiple sites"
"C83.89","1","A52479","Other non-follicular lymphoma, extranodal and solid organ sites"
"C83.8A","1","A52479","Other non-follicular lymphoma, in remission"
"C83.90","1","A52479","Non-follicular (diffuse) lymphoma, unspecified, unspecified site"
"C83.91","1","A52479","Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of head, face, and neck"
"C83.92","1","A52479","Non-follicular (diffuse) lymphoma, unspecified, intrathoracic lymph nodes"
"C83.93","1","A52479","Non-follicular (diffuse) lymphoma, unspecified, intra-abdominal lymph nodes"
"C83.94","1","A52479","Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb"
"C83.95","1","A52479","Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
"C83.96","1","A52479","Non-follicular (diffuse) lymphoma, unspecified, intrapelvic lymph nodes"
"C83.97","1","A52479","Non-follicular (diffuse) lymphoma, unspecified, spleen"
"C83.98","1","A52479","Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of multiple sites"
"C83.99","1","A52479","Non-follicular (diffuse) lymphoma, unspecified, extranodal and solid organ sites"
"C83.9A","1","A52479","Non-follicular (diffuse) lymphoma, unspecified, in remission"
"C84.00","1","A52479","Mycosis fungoides, unspecified site"
"C84.01","1","A52479","Mycosis fungoides, lymph nodes of head, face, and neck"
"C84.02","1","A52479","Mycosis fungoides, intrathoracic lymph nodes"
"C84.03","1","A52479","Mycosis fungoides, intra-abdominal lymph nodes"
"C84.04","1","A52479","Mycosis fungoides, lymph nodes of axilla and upper limb"
"C84.05","1","A52479","Mycosis fungoides, lymph nodes of inguinal region and lower limb"
"C84.06","1","A52479","Mycosis fungoides, intrapelvic lymph nodes"
"C84.07","1","A52479","Mycosis fungoides, spleen"
"C84.08","1","A52479","Mycosis fungoides, lymph nodes of multiple sites"
"C84.09","1","A52479","Mycosis fungoides, extranodal and solid organ sites"
"C84.0A","1","A52479","Mycosis fungoides, in remission"
"C84.10","1","A52479","Sezary disease, unspecified site"
"C84.11","1","A52479","Sezary disease, lymph nodes of head, face, and neck"
"C84.12","1","A52479","Sezary disease, intrathoracic lymph nodes"
"C84.13","1","A52479","Sezary disease, intra-abdominal lymph nodes"
"C84.14","1","A52479","Sezary disease, lymph nodes of axilla and upper limb"
"C84.15","1","A52479","Sezary disease, lymph nodes of inguinal region and lower limb"
"C84.16","1","A52479","Sezary disease, intrapelvic lymph nodes"
"C84.17","1","A52479","Sezary disease, spleen"
"C84.18","1","A52479","Sezary disease, lymph nodes of multiple sites"
"C84.19","1","A52479","Sezary disease, extranodal and solid organ sites"
"C84.1A","1","A52479","Sezary disease, in remission"
"C84.40","1","A52479","Peripheral T-cell lymphoma, not elsewhere classified, unspecified site"
"C84.41","1","A52479","Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of head, face, and neck"
"C84.42","1","A52479","Peripheral T-cell lymphoma, not elsewhere classified, intrathoracic lymph nodes"
"C84.43","1","A52479","Peripheral T-cell lymphoma, not elsewhere classified, intra-abdominal lymph nodes"
"C84.44","1","A52479","Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of axilla and upper limb"
"C84.45","1","A52479","Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of inguinal region and lower limb"
"C84.46","1","A52479","Peripheral T-cell lymphoma, not elsewhere classified, intrapelvic lymph nodes"
"C84.47","1","A52479","Peripheral T-cell lymphoma, not elsewhere classified, spleen"
"C84.48","1","A52479","Peripheral T-cell lymphoma, not elsewhere classified, lymph nodes of multiple sites"
"C84.49","1","A52479","Peripheral T-cell lymphoma, not elsewhere classified, extranodal and solid organ sites"
"C84.4A","1","A52479","Peripheral T-cell lymphoma, not elsewhere classified, in remission"
"C84.60","1","A52479","Anaplastic large cell lymphoma, ALK-positive, unspecified site"
"C84.61","1","A52479","Anaplastic large cell lymphoma, ALK-positive, lymph nodes of head, face, and neck"
"C84.62","1","A52479","Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes"
"C84.63","1","A52479","Anaplastic large cell lymphoma, ALK-positive, intra-abdominal lymph nodes"
"C84.64","1","A52479","Anaplastic large cell lymphoma, ALK-positive, lymph nodes of axilla and upper limb"
"C84.65","1","A52479","Anaplastic large cell lymphoma, ALK-positive, lymph nodes of inguinal region and lower limb"
"C84.66","1","A52479","Anaplastic large cell lymphoma, ALK-positive, intrapelvic lymph nodes"
"C84.67","1","A52479","Anaplastic large cell lymphoma, ALK-positive, spleen"
"C84.68","1","A52479","Anaplastic large cell lymphoma, ALK-positive, lymph nodes of multiple sites"
"C84.69","1","A52479","Anaplastic large cell lymphoma, ALK-positive, extranodal and solid organ sites"
"C84.6A","1","A52479","Anaplastic large cell lymphoma, ALK-positive, in remission"
"C84.70","1","A52479","Anaplastic large cell lymphoma, ALK-negative, unspecified site"
"C84.71","1","A52479","Anaplastic large cell lymphoma, ALK-negative, lymph nodes of head, face, and neck"
"C84.72","1","A52479","Anaplastic large cell lymphoma, ALK-negative, intrathoracic lymph nodes"
"C84.73","1","A52479","Anaplastic large cell lymphoma, ALK-negative, intra-abdominal lymph nodes"
"C84.74","1","A52479","Anaplastic large cell lymphoma, ALK-negative, lymph nodes of axilla and upper limb"
"C84.75","1","A52479","Anaplastic large cell lymphoma, ALK-negative, lymph nodes of inguinal region and lower limb"
"C84.76","1","A52479","Anaplastic large cell lymphoma, ALK-negative, intrapelvic lymph nodes"
"C84.77","1","A52479","Anaplastic large cell lymphoma, ALK-negative, spleen"
"C84.78","1","A52479","Anaplastic large cell lymphoma, ALK-negative, lymph nodes of multiple sites"
"C84.79","1","A52479","Anaplastic large cell lymphoma, ALK-negative, extranodal and solid organ sites"
"C84.7A","1","A52479","Anaplastic large cell lymphoma, ALK-negative, breast"
"C84.7B","1","A52479","Anaplastic large cell lymphoma, ALK-negative, in remission"
"C84.A0","1","A52479","Cutaneous T-cell lymphoma, unspecified, unspecified site"
"C84.A1","1","A52479","Cutaneous T-cell lymphoma, unspecified lymph nodes of head, face, and neck"
"C84.A2","1","A52479","Cutaneous T-cell lymphoma, unspecified, intrathoracic lymph nodes"
"C84.A3","1","A52479","Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes"
"C84.A4","1","A52479","Cutaneous T-cell lymphoma, unspecified, lymph nodes of axilla and upper limb"
"C84.A5","1","A52479","Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
"C84.A6","1","A52479","Cutaneous T-cell lymphoma, unspecified, intrapelvic lymph nodes"
"C84.A7","1","A52479","Cutaneous T-cell lymphoma, unspecified, spleen"
"C84.A8","1","A52479","Cutaneous T-cell lymphoma, unspecified, lymph nodes of multiple sites"
"C84.A9","1","A52479","Cutaneous T-cell lymphoma, unspecified, extranodal and solid organ sites"
"C84.AA","1","A52479","Cutaneous T-cell lymphoma, unspecified, in remission"
"C84.Z0","1","A52479","Other mature T/NK-cell lymphomas, unspecified site"
"C84.Z1","1","A52479","Other mature T/NK-cell lymphomas, lymph nodes of head, face, and neck"
"C84.Z2","1","A52479","Other mature T/NK-cell lymphomas, intrathoracic lymph nodes"
