"code","group","article","description"
"C50.011","1","A52478","Malignant neoplasm of nipple and areola, right female breast"
"C50.012","1","A52478","Malignant neoplasm of nipple and areola, left female breast"
"C50.019","1","A52478","Malignant neoplasm of nipple and areola, unspecified female breast"
"C50.111","1","A52478","Malignant neoplasm of central portion of right female breast"
"C50.112","1","A52478","Malignant neoplasm of central portion of left female breast"
"C50.119","1","A52478","Malignant neoplasm of central portion of unspecified female breast"
"C50.211","1","A52478","Malignant neoplasm of upper-inner quadrant of right female breast"
"C50.212","1","A52478","Malignant neoplasm of upper-inner quadrant of left female breast"
"C50.219","1","A52478","Malignant neoplasm of upper-inner quadrant of unspecified female breast"
"C50.311","1","A52478","Malignant neoplasm of lower-inner quadrant of right female breast"
"C50.312","1","A52478","Malignant neoplasm of lower-inner quadrant of left female breast"
"C50.319","1","A52478","Malignant neoplasm of lower-inner quadrant of unspecified female breast"
"C50.411","1","A52478","Malignant neoplasm of upper-outer quadrant of right female breast"
"C50.412","1","A52478","Malignant neoplasm of upper-outer quadrant of left female breast"
"C50.419","1","A52478","Malignant neoplasm of upper-outer quadrant of unspecified female breast"
"C50.511","1","A52478","Malignant neoplasm of lower-outer quadrant of right female breast"
"C50.512","1","A52478","Malignant neoplasm of lower-outer quadrant of left female breast"
"C50.519","1","A52478","Malignant neoplasm of lower-outer quadrant of unspecified female breast"
"C50.611","1","A52478","Malignant neoplasm of axillary tail of right female breast"
"C50.612","1","A52478","Malignant neoplasm of axillary tail of left female breast"
"C50.619","1","A52478","Malignant neoplasm of axillary tail of unspecified female breast"
"C50.811","1","A52478","Malignant neoplasm of overlapping sites of right female breast"
"C50.812","1","A52478","Malignant neoplasm of overlapping sites of left female breast"
"C50.819","1","A52478","Malignant neoplasm of overlapping sites of unspecified female breast"
"C50.911","1","A52478","Malignant neoplasm of unspecified site of right female breast"
"C50.912","1","A52478","Malignant neoplasm of unspecified site of left female breast"
"C50.919","1","A52478","Malignant neoplasm of unspecified site of unspecified female breast"
"C50.A0","1","A52478","Malignant inflammatory neoplasm of unspecified breast"
"C50.A1","1","A52478","Malignant inflammatory neoplasm of right breast"
"C50.A2","1","A52478","Malignant inflammatory neoplasm of left breast"
"C79.81","1","A52478","Secondary malignant neoplasm of breast"
"D05.00","1","A52478","Lobular carcinoma in situ of unspecified breast"
"D05.01","1","A52478","Lobular carcinoma in situ of right breast"
"D05.02","1","A52478","Lobular carcinoma in situ of left breast"
"D05.10","1","A52478","Intraductal carcinoma in situ of unspecified breast"
"D05.11","1","A52478","Intraductal carcinoma in situ of right breast"
"D05.12","1","A52478","Intraductal carcinoma in situ of left breast"
"D05.80","1","A52478","Other specified type of carcinoma in situ of unspecified breast"
"D05.81","1","A52478","Other specified type of carcinoma in situ of right breast"
"D05.82","1","A52478","Other specified type of carcinoma in situ of left breast"
"D05.90","1","A52478","Unspecified type of carcinoma in situ of unspecified breast"
"D05.91","1","A52478","Unspecified type of carcinoma in situ of right breast"
"D05.92","1","A52478","Unspecified type of carcinoma in situ of left breast"
"I97.2","1","A52478","Postmastectomy lymphedema syndrome"
"Z85.3","1","A52478","Personal history of malignant neoplasm of breast"
"Z90.10","1","A52478","Acquired absence of unspecified breast and nipple"
"Z90.11","1","A52478","Acquired absence of right breast and nipple"
"Z90.12","1","A52478","Acquired absence of left breast and nipple"
"Z90.13","1","A52478","Acquired absence of bilateral breasts and nipples"
