Snapshot of one example-suite run, rewritten in full by every run of
that suite. It records what THAT run did; it is not a curated baseline.
To gate CI, use the exit status of testing/run_tests.sh.

Suite:      core (this repository alone; extension-dependent trees excluded)
Command:    testing/run_tests.sh le   (or: runTests)
Sibling:    testSuiteStatus.txt — all (core + trees requiring the proprietary le_extensions.pl)
Generated:  2026-09-23 19:31:52 UTC
SWI-Prolog: 10.1.12
Tree:       /work/

Test Summary:
-------------
Files processed: 351
Total tests:     2592
Passed:          2592
Failed:          0
Errors/Timeouts: 0
-------------

Detailed File Summary:
  [PASS] examples/migration/blawx/bird/bird.le: 17 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/blawx/mortality/mortality.le: 2 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/blawx/life_act/life_act.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/blawx/r34/r34.le: 64 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/blawx/oasa/oasa.le: 20 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/blawx/siblings/siblings.le: 10 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/blawx/numerical_constraints/numerical_constraints.le: 11 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/oipa/annuity_deposit/annuity_deposit.le: 12 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/oipa/annuity_deposit/temporal.le: 0 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/oipa/termlife_grace_check/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/oipa/termlife_grace_check/termlife_grace_check.le: 6 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/oipa/termlife_premium_payment/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/oipa/termlife_premium_payment/termlife_premium_payment.le: 12 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/oipa/annuity_full_surrender/annuity_full_surrender.le: 3 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/oipa/annuity_full_surrender/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/oipa/annuity_withdrawal/annuity_withdrawal.le: 30 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/oipa/annuity_withdrawal/temporal.le: 0 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/oipa/termlife_issue/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/oipa/termlife_issue/termlife_issue.le: 40 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/bolt3_received_htlc/bolt3_received_htlc.le: 25 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/bolt3_received_htlc/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/liana_inheritance/liana_inheritance.le: 39 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/liana_inheritance/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/bolt3_to_local/bolt3_to_local.le: 15 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/bolt3_to_local/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/liquid_federation/liquid_federation.le: 34 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/liquid_federation/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/halving_decay/halving_decay.le: 92 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/halving_decay/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/cosigning_service/cosigning_service.le: 16 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/cosigning_service/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/revault_unvault/revault_unvault.le: 29 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/revault_unvault/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/core_2of3_multisig/core_2of3_multisig.le: 25 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/core_2of3_multisig/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/liana_recovery/liana_recovery.le: 15 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/liana_recovery/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/bolt3_offered_htlc/bolt3_offered_htlc.le: 24 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/bolt3_offered_htlc/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/decaying_multisig/decaying_multisig.le: 33 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/decaying_multisig/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/miniscript/hash_threshold/hash_threshold.le: 14 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/miniscript/hash_threshold/temporal.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/classic_negation_inconstistent/classic_negation_inconstistent.le: 1 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/scasp/obligation/obligation.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/subset/subset.le: 2 Pass, 0 Fail, 0 Error
  [NONE] examples/migration/scasp/loanwithcure/loanwithcure.le: 0 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/minicontract/minicontract.le: 1 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/isdapermissioncorrected/isdapermissioncorrected.le: 1 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/turingcomplete/turingcomplete.le: 1 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/family_le/family_le.le: 1 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/family/family.le: 1 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/impossibleancestor/impossibleancestor.le: 2 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/citizenshiptrust/citizenshiptrust.le: 4 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/criminaljustice/criminaljustice.le: 2 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/list/list.le: 1 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/abdbirds/abdbirds.le: 1 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/birds/birds.le: 1 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/itispermittedthat/itispermittedthat.le: 1 Pass, 0 Fail, 0 Error
  [PASS] examples/migration/scasp/simplerps/simplerps.le: 1 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/AItest.le: 2 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/apostrophe.le: 2 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/assumed_coloring.le: 2 Pass, 0 Fail, 0 Error
  [NONE] testing/fixtures/le/citizenship_buggy.le: 0 Pass, 0 Fail, 0 Error
  [NONE] testing/fixtures/le/error.le: 0 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/forall_vacuous.le: 1 Pass, 0 Fail, 0 Error
  [NONE] testing/fixtures/le/nonterminating.le: 0 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/p_with_negation.le: 1 Pass, 0 Fail, 0 Error
  [NONE] testing/fixtures/le/payg_buggy.le: 0 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/propositional_negation.le: 1 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/scenario_element_test.le: 1 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/tea_party2.le: 1 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/tea_party3.le: 2 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/template_folding.le: 1 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/trace_sample.le: 2 Pass, 0 Fail, 0 Error
  [PASS] testing/fixtures/le/type_check_test.le: 1 Pass, 0 Fail, 0 Error
  [PASS] examples/pt/cidadania.le: 4 Pass, 0 Fail, 0 Error
  [PASS] examples/pt/desconhecidos.le: 4 Pass, 0 Fail, 0 Error
  [PASS] examples/pt/despesas.le: 6 Pass, 0 Fail, 0 Error
  [PASS] examples/pt/dobragem.le: 1 Pass, 0 Fail, 0 Error
  [PASS] examples/es/angeldelsol.le: 2 Pass, 0 Fail, 0 Error
  [PASS] examples/es/ciudadania.le: 2 Pass, 0 Fail, 0 Error
  [PASS] examples/es/conjuntos.le: 2 Pass, 0 Fail, 0 Error
  [PASS] examples/fr/citoyennete.le: 2 Pass, 0 Fail, 0 Error
  [PASS] examples/it/cittadinanza.le: 2 Pass, 0 Fail, 0 Error
-------------

