"code","group","article","description"
"M80.819S","1","A59170","Other osteoporosis with current pathological fracture, unspecified shoulder, sequela"
"M80.821A","1","A59170","Other osteoporosis with current pathological fracture, right humerus, initial encounter for fracture"
"M80.821D","1","A59170","Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with routine healing"
"M80.821G","1","A59170","Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with delayed healing"
"M80.821K","1","A59170","Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with nonunion"
"M80.821P","1","A59170","Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with malunion"
"M80.821S","1","A59170","Other osteoporosis with current pathological fracture, right humerus, sequela"
"M80.822A","1","A59170","Other osteoporosis with current pathological fracture, left humerus, initial encounter for fracture"
"M80.822D","1","A59170","Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with routine healing"
"M80.822G","1","A59170","Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with delayed healing"
"M80.822K","1","A59170","Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with nonunion"
"M80.822P","1","A59170","Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with malunion"
"M80.822S","1","A59170","Other osteoporosis with current pathological fracture, left humerus, sequela"
"M80.829A","1","A59170","Other osteoporosis with current pathological fracture, unspecified humerus, initial encounter for fracture"
"M80.829D","1","A59170","Other osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with routine healing"
"M80.829G","1","A59170","Other osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with delayed healing"
"M80.829K","1","A59170","Other osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with nonunion"
"M80.829P","1","A59170","Other osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with malunion"
"M80.829S","1","A59170","Other osteoporosis with current pathological fracture, unspecified humerus, sequela"
"M80.831A","1","A59170","Other osteoporosis with current pathological fracture, right forearm, initial encounter for fracture"
"M80.831D","1","A59170","Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with routine healing"
"M80.831G","1","A59170","Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with delayed healing"
"M80.831K","1","A59170","Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with nonunion"
"M80.831P","1","A59170","Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with malunion"
"M80.831S","1","A59170","Other osteoporosis with current pathological fracture, right forearm, sequela"
"M80.832A","1","A59170","Other osteoporosis with current pathological fracture, left forearm, initial encounter for fracture"
"M80.832D","1","A59170","Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with routine healing"
"M80.832G","1","A59170","Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with delayed healing"
"M80.832K","1","A59170","Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with nonunion"
"M80.832P","1","A59170","Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with malunion"
"M80.832S","1","A59170","Other osteoporosis with current pathological fracture, left forearm, sequela"
"M80.839A","1","A59170","Other osteoporosis with current pathological fracture, unspecified forearm, initial encounter for fracture"
"M80.839D","1","A59170","Other osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with routine healing"
"M80.839G","1","A59170","Other osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with delayed healing"
"M80.839K","1","A59170","Other osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with nonunion"
"M80.839P","1","A59170","Other osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with malunion"
"M80.839S","1","A59170","Other osteoporosis with current pathological fracture, unspecified forearm, sequela"
"M80.841A","1","A59170","Other osteoporosis with current pathological fracture, right hand, initial encounter for fracture"
"M80.841D","1","A59170","Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with routine healing"
"M80.841G","1","A59170","Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with delayed healing"
"M80.841K","1","A59170","Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with nonunion"
"M80.841P","1","A59170","Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with malunion"
"M80.841S","1","A59170","Other osteoporosis with current pathological fracture, right hand, sequela"
"M80.842A","1","A59170","Other osteoporosis with current pathological fracture, left hand, initial encounter for fracture"
"M80.842D","1","A59170","Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with routine healing"
"M80.842G","1","A59170","Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with delayed healing"
"M80.842K","1","A59170","Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with nonunion"
"M80.842P","1","A59170","Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with malunion"
"M80.842S","1","A59170","Other osteoporosis with current pathological fracture, left hand, sequela"
"M80.849A","1","A59170","Other osteoporosis with current pathological fracture, unspecified hand, initial encounter for fracture"
"M80.849D","1","A59170","Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with routine healing"
"M80.849G","1","A59170","Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with delayed healing"
"M80.849K","1","A59170","Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with nonunion"
"M80.849P","1","A59170","Other osteoporosis with current pathological fracture, unspecified hand, subsequent encounter for fracture with malunion"
"M80.849S","1","A59170","Other osteoporosis with current pathological fracture, unspecified hand, sequela"
"M80.851A","1","A59170","Other osteoporosis with current pathological fracture, right femur, initial encounter for fracture"
"M80.851D","1","A59170","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with routine healing"
"M80.851G","1","A59170","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with delayed healing"
"M80.851K","1","A59170","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with nonunion"
"M80.851P","1","A59170","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with malunion"
"M80.851S","1","A59170","Other osteoporosis with current pathological fracture, right femur, sequela"
"M80.852A","1","A59170","Other osteoporosis with current pathological fracture, left femur, initial encounter for fracture"
"M80.852D","1","A59170","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with routine healing"
"M80.852G","1","A59170","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with delayed healing"
"M80.852K","1","A59170","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with nonunion"
"M80.852P","1","A59170","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with malunion"
"M80.852S","1","A59170","Other osteoporosis with current pathological fracture, left femur, sequela"
"M80.859A","1","A59170","Other osteoporosis with current pathological fracture, unspecified femur, initial encounter for fracture"
"M80.859D","1","A59170","Other osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with routine healing"
"M80.859G","1","A59170","Other osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with delayed healing"
"M80.859K","1","A59170","Other osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with nonunion"
"M80.859P","1","A59170","Other osteoporosis with current pathological fracture, unspecified femur, subsequent encounter for fracture with malunion"
"M80.859S","1","A59170","Other osteoporosis with current pathological fracture, unspecified femur, sequela"
"M80.861A","1","A59170","Other osteoporosis with current pathological fracture, right lower leg, initial encounter for fracture"
"M80.861D","1","A59170","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with routine healing"
"M80.861G","1","A59170","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with delayed healing"
"M80.861K","1","A59170","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with nonunion"
"M80.861P","1","A59170","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with malunion"
"M80.861S","1","A59170","Other osteoporosis with current pathological fracture, right lower leg, sequela"
"M80.862A","1","A59170","Other osteoporosis with current pathological fracture, left lower leg, initial encounter for fracture"
"M80.862D","1","A59170","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with routine healing"
"M80.862G","1","A59170","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with delayed healing"
"M80.862K","1","A59170","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with nonunion"
"M80.862P","1","A59170","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with malunion"
"M80.862S","1","A59170","Other osteoporosis with current pathological fracture, left lower leg, sequela"
"M80.869A","1","A59170","Other osteoporosis with current pathological fracture, unspecified lower leg, initial encounter for fracture"
"M80.869D","1","A59170","Other osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with routine healing"
"M80.869G","1","A59170","Other osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with delayed healing"
"M80.869K","1","A59170","Other osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with nonunion"
"M80.869P","1","A59170","Other osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with malunion"
"M80.869S","1","A59170","Other osteoporosis with current pathological fracture, unspecified lower leg, sequela"
"M80.871A","1","A59170","Other osteoporosis with current pathological fracture, right ankle and foot, initial encounter for fracture"
"M80.871D","1","A59170","Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with routine healing"
"M80.871G","1","A59170","Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with delayed healing"
"M80.871K","1","A59170","Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with nonunion"
"M80.871P","1","A59170","Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with malunion"
"M80.871S","1","A59170","Other osteoporosis with current pathological fracture, right ankle and foot, sequela"
"M80.872A","1","A59170","Other osteoporosis with current pathological fracture, left ankle and foot, initial encounter for fracture"
"M80.872D","1","A59170","Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with routine healing"
"M80.872G","1","A59170","Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with delayed healing"
"M80.872K","1","A59170","Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with nonunion"
"M80.872P","1","A59170","Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with malunion"
"M80.872S","1","A59170","Other osteoporosis with current pathological fracture, left ankle and foot, sequela"
"M80.879A","1","A59170","Other osteoporosis with current pathological fracture, unspecified ankle and foot, initial encounter for fracture"
"M80.879D","1","A59170","Other osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with routine healing"
"M80.879G","1","A59170","Other osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with delayed healing"
"M80.879K","1","A59170","Other osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with nonunion"
"M80.879P","1","A59170","Other osteoporosis with current pathological fracture, unspecified ankle and foot, subsequent encounter for fracture with malunion"
"M80.879S","1","A59170","Other osteoporosis with current pathological fracture, unspecified ankle and foot, sequela"
"M80.88XA","1","A59170","Other osteoporosis with current pathological fracture, vertebra(e), initial encounter for fracture"
"M80.88XD","1","A59170","Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with routine healing"
"M80.88XG","1","A59170","Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with delayed healing"
"M80.88XK","1","A59170","Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with nonunion"
"M80.88XP","1","A59170","Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with malunion"
"M80.88XS","1","A59170","Other osteoporosis with current pathological fracture, vertebra(e), sequela"
"M80.8AXA","1","A59170","Other osteoporosis with current pathological fracture, other site, initial encounter for fracture"
"M80.8AXD","1","A59170","Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with routine healing"
"M80.8AXG","1","A59170","Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with delayed healing"
"M80.8AXK","1","A59170","Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with nonunion"
"M80.8AXP","1","A59170","Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with malunion"
"M80.8AXS","1","A59170","Other osteoporosis with current pathological fracture, other site, sequela"
"M80.8B1A","1","A59170","Other osteoporosis with current pathological fracture, right pelvis, initial encounter for fracture"
"M80.8B1G","1","A59170","Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with delayed healing"
"M80.8B1K","1","A59170","Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with nonunion"
"M80.8B1P","1","A59170","Other osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with malunion"
"M80.8B1S","1","A59170","Other osteoporosis with current pathological fracture, right pelvis, sequela"
"M80.8B2A","1","A59170","Other osteoporosis with current pathological fracture, left pelvis, initial encounter for fracture"
"M80.8B2G","1","A59170","Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with delayed healing"
"M80.8B2K","1","A59170","Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with nonunion"
"M80.8B2P","1","A59170","Other osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with malunion"
"M80.8B2S","1","A59170","Other osteoporosis with current pathological fracture, left pelvis, sequela"
"M81.0","1","A59170","Age-related osteoporosis without current pathological fracture"
"M81.6","1","A59170","Localized osteoporosis (Lequesne)"
"M81.8","1","A59170","Other osteoporosis without current pathological fracture"
"M83.0","1","A59170","Puerperal osteomalacia"
"M83.1","1","A59170","Senile osteomalacia"
"M83.2","1","A59170","Adult osteomalacia due to malabsorption"
"M83.3","1","A59170","Adult osteomalacia due to malnutrition"
"M83.4","1","A59170","Aluminum bone disease"
"M83.5","1","A59170","Other drug-induced osteomalacia in adults"
"M83.8","1","A59170","Other adult osteomalacia"
"M83.9","1","A59170","Adult osteomalacia, unspecified"
"M85.831","1","A59170","Other specified disorders of bone density and structure, right forearm"
"M85.832","1","A59170","Other specified disorders of bone density and structure, left forearm"
"M85.851","1","A59170","Other specified disorders of bone density and structure, right thigh"
"M85.852","1","A59170","Other specified disorders of bone density and structure, left thigh"
"M85.88","1","A59170","Other specified disorders of bone density and structure, other site"
"M85.89","1","A59170","Other specified disorders of bone density and structure, multiple sites"
"N18.30","1","A59170","Chronic kidney disease, stage 3 unspecified"
"N18.31","1","A59170","Chronic kidney disease, stage 3a"
"N18.32","1","A59170","Chronic kidney disease, stage 3b"
"N18.4","1","A59170","Chronic kidney disease, stage 4 (severe)"
"N18.5","1","A59170","Chronic kidney disease, stage 5"
"N18.6","1","A59170","End stage renal disease"
"N25.81","1","A59170","Secondary hyperparathyroidism of renal origin"
"Q78.0","1","A59170","Osteogenesis imperfecta"
"Q78.2","1","A59170","Osteopetrosis"
"Z68.30","1","A59170","Body mass index (BMI) 30.0-30.9, adult"
"Z68.31","1","A59170","Body mass index (BMI) 31.0-31.9, adult"
"Z68.32","1","A59170","Body mass index (BMI) 32.0-32.9, adult"
"Z68.33","1","A59170","Body mass index (BMI) 33.0-33.9, adult"
"Z68.34","1","A59170","Body mass index (BMI) 34.0-34.9, adult"
"Z68.35","1","A59170","Body mass index (BMI) 35.0-35.9, adult"
"Z68.36","1","A59170","Body mass index (BMI) 36.0-36.9, adult"
"Z68.37","1","A59170","Body mass index (BMI) 37.0-37.9, adult"
"Z68.38","1","A59170","Body mass index (BMI) 38.0-38.9, adult"
"Z68.39","1","A59170","Body mass index (BMI) 39.0-39.9, adult"
"Z68.41","1","A59170","Body mass index (BMI) 40.0-44.9, adult"
"Z68.42","1","A59170","Body mass index (BMI) 45.0-49.9, adult"
"Z68.43","1","A59170","Body mass index (BMI) 50.0-59.9, adult"
"Z68.44","1","A59170","Body mass index (BMI) 60.0-69.9, adult"
"Z68.45","1","A59170","Body mass index (BMI) 70 or greater, adult"
"Z79.51","1","A59170","Long term (current) use of inhaled steroids"
"Z79.52","1","A59170","Long term (current) use of systemic steroids"
"Z79.810","1","A59170","Long term (current) use of selective estrogen receptor modulators (SERMs)"
"Z79.811","1","A59170","Long term (current) use of aromatase inhibitors"
"Z79.818","1","A59170","Long term (current) use of other agents affecting estrogen receptors and estrogen levels"
"Z79.83","1","A59170","Long term (current) use of bisphosphonates"
"Z98.0","1","A59170","Intestinal bypass and anastomosis status"
"Z98.84","1","A59170","Bariatric surgery status"
"A15.0","2","A59170","Tuberculosis of lung"
"A15.4","2","A59170","Tuberculosis of intrathoracic lymph nodes"
"A15.5","2","A59170","Tuberculosis of larynx, trachea and bronchus"
"A15.6","2","A59170","Tuberculous pleurisy"
"A15.7","2","A59170","Primary respiratory tuberculosis"
"A15.8","2","A59170","Other respiratory tuberculosis"
"A17.0","2","A59170","Tuberculous meningitis"
"A17.1","2","A59170","Meningeal tuberculoma"
"A17.81","2","A59170","Tuberculoma of brain and spinal cord"
"A17.82","2","A59170","Tuberculous meningoencephalitis"
"A17.83","2","A59170","Tuberculous neuritis"
"A17.89","2","A59170","Other tuberculosis of nervous system"
"A17.9","2","A59170","Tuberculosis of nervous system, unspecified"
"A18.01","2","A59170","Tuberculosis of spine"
"A18.02","2","A59170","Tuberculous arthritis of other joints"
"A18.03","2","A59170","Tuberculosis of other bones"
"A18.09","2","A59170","Other musculoskeletal tuberculosis"
"A18.10","2","A59170","Tuberculosis of genitourinary system, unspecified"
"A18.11","2","A59170","Tuberculosis of kidney and ureter"
"A18.12","2","A59170","Tuberculosis of bladder"
"A18.13","2","A59170","Tuberculosis of other urinary organs"
"A18.14","2","A59170","Tuberculosis of prostate"
"A18.15","2","A59170","Tuberculosis of other male genital organs"
"A18.16","2","A59170","Tuberculosis of cervix"
"A18.17","2","A59170","Tuberculous female pelvic inflammatory disease"
"A18.18","2","A59170","Tuberculosis of other female genital organs"
"A18.2","2","A59170","Tuberculous peripheral lymphadenopathy"
"A18.31","2","A59170","Tuberculous peritonitis"
"A18.32","2","A59170","Tuberculous enteritis"
"A18.39","2","A59170","Retroperitoneal tuberculosis"
"A18.4","2","A59170","Tuberculosis of skin and subcutaneous tissue"
"A18.50","2","A59170","Tuberculosis of eye, unspecified"
"A18.51","2","A59170","Tuberculous episcleritis"
"A18.52","2","A59170","Tuberculous keratitis"
"A18.53","2","A59170","Tuberculous chorioretinitis"
"A18.54","2","A59170","Tuberculous iridocyclitis"
"A18.59","2","A59170","Other tuberculosis of eye"
"A18.6","2","A59170","Tuberculosis of (inner) (middle) ear"
"A18.7","2","A59170","Tuberculosis of adrenal glands"
"A18.81","2","A59170","Tuberculosis of thyroid gland"
"A18.82","2","A59170","Tuberculosis of other endocrine glands"
"A18.83","2","A59170","Tuberculosis of digestive tract organs, not elsewhere classified"
"A18.84","2","A59170","Tuberculosis of heart"
"A18.85","2","A59170","Tuberculosis of spleen"
"A18.89","2","A59170","Tuberculosis of other sites"
"A19.0","2","A59170","Acute miliary tuberculosis of a single specified site"
"A19.1","2","A59170","Acute miliary tuberculosis of multiple sites"
"A19.2","2","A59170","Acute miliary tuberculosis, unspecified"
"A19.8","2","A59170","Other miliary tuberculosis"
"A19.9","2","A59170","Miliary tuberculosis, unspecified"
"D86.3","2","A59170","Sarcoidosis of skin"
"D86.81","2","A59170","Sarcoid meningitis"
"D86.82","2","A59170","Multiple cranial nerve palsies in sarcoidosis"
"D86.83","2","A59170","Sarcoid iridocyclitis"
"D86.84","2","A59170","Sarcoid pyelonephritis"
"D86.85","2","A59170","Sarcoid myocarditis"
"D86.86","2","A59170","Sarcoid arthropathy"
"D86.87","2","A59170","Sarcoid myositis"
"D86.89","2","A59170","Sarcoidosis of other sites"
"E55.0","2","A59170","Rickets, active"
"E55.9","2","A59170","Vitamin D deficiency, unspecified"
"E83.50","2","A59170","Unspecified disorder of calcium metabolism"
"E83.52","2","A59170","Hypercalcemia"
"M83.0","2","A59170","Puerperal osteomalacia"
"M83.1","2","A59170","Senile osteomalacia"
"M83.2","2","A59170","Adult osteomalacia due to malabsorption"
"M83.3","2","A59170","Adult osteomalacia due to malnutrition"
"M83.4","2","A59170","Aluminum bone disease"
"M83.5","2","A59170","Other drug-induced osteomalacia in adults"
"M83.8","2","A59170","Other adult osteomalacia"
"M83.9","2","A59170","Adult osteomalacia, unspecified"
"N20.0","2","A59170","Calculus of kidney"
"N20.1","2","A59170","Calculus of ureter"
"N20.2","2","A59170","Calculus of kidney with calculus of ureter"
"N20.9","2","A59170","Urinary calculus, unspecified"
"N22","2","A59170","Calculus of urinary tract in diseases classified elsewhere"
