"code","group","article","description"
"C82.11","1","A57718","Follicular lymphoma grade II, lymph nodes of head, face, and neck"
"C82.12","1","A57718","Follicular lymphoma grade II, intrathoracic lymph nodes"
"C82.13","1","A57718","Follicular lymphoma grade II, intra-abdominal lymph nodes"
"C82.14","1","A57718","Follicular lymphoma grade II, lymph nodes of axilla and upper limb"
"C82.15","1","A57718","Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb"
"C82.16","1","A57718","Follicular lymphoma grade II, intrapelvic lymph nodes"
"C82.17","1","A57718","Follicular lymphoma grade II, spleen"
"C82.18","1","A57718","Follicular lymphoma grade II, lymph nodes of multiple sites"
"C82.19","1","A57718","Follicular lymphoma grade II, extranodal and solid organ sites"
"C82.1A","1","A57718","Follicular lymphoma grade II, in remission"
"C82.21","1","A57718","Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck"
"C82.22","1","A57718","Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes"
"C82.23","1","A57718","Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes"
"C82.24","1","A57718","Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb"
"C82.25","1","A57718","Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb"
"C82.26","1","A57718","Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes"
"C82.27","1","A57718","Follicular lymphoma grade III, unspecified, spleen"
"C82.28","1","A57718","Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites"
"C82.29","1","A57718","Follicular lymphoma grade III, unspecified, extranodal and solid organ sites"
"C82.2A","1","A57718","Follicular lymphoma grade III, unspecified, in remission"
"C82.31","1","A57718","Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck"
"C82.32","1","A57718","Follicular lymphoma grade IIIa, intrathoracic lymph nodes"
"C82.33","1","A57718","Follicular lymphoma grade IIIa, intra-abdominal lymph nodes"
"C82.34","1","A57718","Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb"
"C82.35","1","A57718","Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb"
"C82.36","1","A57718","Follicular lymphoma grade IIIa, intrapelvic lymph nodes"
"C82.37","1","A57718","Follicular lymphoma grade IIIa, spleen"
"C82.38","1","A57718","Follicular lymphoma grade IIIa, lymph nodes of multiple sites"
"C82.39","1","A57718","Follicular lymphoma grade IIIa, extranodal and solid organ sites"
"C82.3A","1","A57718","Follicular lymphoma grade IIIa, in remission"
"C82.41","1","A57718","Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck"
"C82.42","1","A57718","Follicular lymphoma grade IIIb, intrathoracic lymph nodes"
"C82.43","1","A57718","Follicular lymphoma grade IIIb, intra-abdominal lymph nodes"
"C82.44","1","A57718","Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb"
"C82.45","1","A57718","Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb"
"C82.46","1","A57718","Follicular lymphoma grade IIIb, intrapelvic lymph nodes"
"C82.47","1","A57718","Follicular lymphoma grade IIIb, spleen"
"C82.48","1","A57718","Follicular lymphoma grade IIIb, lymph nodes of multiple sites"
"C82.49","1","A57718","Follicular lymphoma grade IIIb, extranodal and solid organ sites"
"C82.4A","1","A57718","Follicular lymphoma grade IIIb, in remission"
"C82.51","1","A57718","Diffuse follicle center lymphoma, lymph nodes of head, face, and neck"
"C82.52","1","A57718","Diffuse follicle center lymphoma, intrathoracic lymph nodes"
"C82.53","1","A57718","Diffuse follicle center lymphoma, intra-abdominal lymph nodes"
"C82.54","1","A57718","Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb"
"C82.55","1","A57718","Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb"
"C82.56","1","A57718","Diffuse follicle center lymphoma, intrapelvic lymph nodes"
"C82.57","1","A57718","Diffuse follicle center lymphoma, spleen"
"C82.58","1","A57718","Diffuse follicle center lymphoma, lymph nodes of multiple sites"
"C82.59","1","A57718","Diffuse follicle center lymphoma, extranodal and solid organ sites"
"C82.5A","1","A57718","Diffuse follicle center lymphoma, in remission"
"C82.61","1","A57718","Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck"
"C82.62","1","A57718","Cutaneous follicle center lymphoma, intrathoracic lymph nodes"
"C82.63","1","A57718","Cutaneous follicle center lymphoma, intra-abdominal lymph nodes"
"C82.64","1","A57718","Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb"
"C82.65","1","A57718","Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb"
"C82.66","1","A57718","Cutaneous follicle center lymphoma, intrapelvic lymph nodes"
"C82.67","1","A57718","Cutaneous follicle center lymphoma, spleen"
"C82.68","1","A57718","Cutaneous follicle center lymphoma, lymph nodes of multiple sites"
"C82.69","1","A57718","Cutaneous follicle center lymphoma, extranodal and solid organ sites"
"C82.6A","1","A57718","Cutaneous follicle center lymphoma, in remission"
"C82.81","1","A57718","Other types of follicular lymphoma, lymph nodes of head, face, and neck"
"C82.82","1","A57718","Other types of follicular lymphoma, intrathoracic lymph nodes"
"C82.83","1","A57718","Other types of follicular lymphoma, intra-abdominal lymph nodes"
"C82.84","1","A57718","Other types of follicular lymphoma, lymph nodes of axilla and upper limb"
"C82.85","1","A57718","Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb"
"C82.86","1","A57718","Other types of follicular lymphoma, intrapelvic lymph nodes"
"C82.87","1","A57718","Other types of follicular lymphoma, spleen"
"C82.88","1","A57718","Other types of follicular lymphoma, lymph nodes of multiple sites"
"C82.89","1","A57718","Other types of follicular lymphoma, extranodal and solid organ sites"
"C82.8A","1","A57718","Other types of follicular lymphoma, in remission"
"C82.91","1","A57718","Follicular lymphoma, unspecified, lymph nodes of head, face, and neck"
"C82.92","1","A57718","Follicular lymphoma, unspecified, intrathoracic lymph nodes"
"C82.93","1","A57718","Follicular lymphoma, unspecified, intra-abdominal lymph nodes"
"C82.94","1","A57718","Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb"
"C82.95","1","A57718","Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
"C82.96","1","A57718","Follicular lymphoma, unspecified, intrapelvic lymph nodes"
"C82.97","1","A57718","Follicular lymphoma, unspecified, spleen"
"C82.98","1","A57718","Follicular lymphoma, unspecified, lymph nodes of multiple sites"
"C82.99","1","A57718","Follicular lymphoma, unspecified, extranodal and solid organ sites"
"C82.9A","1","A57718","Follicular lymphoma, unspecified, in remission"
"D80.0","1","A57718","Hereditary hypogammaglobulinemia"
"D80.1","1","A57718","Nonfamilial hypogammaglobulinemia"
"D80.2","1","A57718","Selective deficiency of immunoglobulin A (IgA)"
"D80.3","1","A57718","Selective deficiency of immunoglobulin G (IgG) subclasses"
"D80.4","1","A57718","Selective deficiency of immunoglobulin M (IgM)"
"D80.5","1","A57718","Immunodeficiency with increased immunoglobulin M (IgM)"
"D80.6","1","A57718","Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinemia"
"D80.7","1","A57718","Transient hypogammaglobulinemia of infancy"
"D80.8","1","A57718","Other immunodeficiencies with predominantly antibody defects"
"D80.9","1","A57718","Immunodeficiency with predominantly antibody defects, unspecified"
"D89.810","1","A57718","Acute graft-versus-host disease"
"D89.811","1","A57718","Chronic graft-versus-host disease"
"D89.812","1","A57718","Acute on chronic graft-versus-host disease"
"D89.813","1","A57718","Graft-versus-host disease, unspecified"
"D89.831","1","A57718","Cytokine release syndrome, grade 1"
"D89.832","1","A57718","Cytokine release syndrome, grade 2"
"D89.833","1","A57718","Cytokine release syndrome, grade 3"
"D89.834","1","A57718","Cytokine release syndrome, grade 4"
"D89.835","1","A57718","Cytokine release syndrome, grade 5"
"D89.839","1","A57718","Cytokine release syndrome, grade unspecified"
"D89.84","1","A57718","IgG4-related disease"
"E20.0","1","A57718","Idiopathic hypoparathyroidism"
"E20.810","1","A57718","Autosomal dominant hypocalcemia"
"E20.811","1","A57718","Secondary hypoparathyroidism in diseases classified elsewhere"
"E20.812","1","A57718","Autoimmune hypoparathyroidism"
"E20.818","1","A57718","Other specified hypoparathyroidism due to impaired parathyroid hormone secretion"
"E20.819","1","A57718","Hypoparathyroidism due to impaired parathyroid hormone secretion, unspecified"
"E20.89","1","A57718","Other specified hypoparathyroidism"
"E20.9","1","A57718","Hypoparathyroidism, unspecified"
"E21.0","1","A57718","Primary hyperparathyroidism"
"E21.1","1","A57718","Secondary hyperparathyroidism, not elsewhere classified"
"E21.2","1","A57718","Other hyperparathyroidism"
"E21.3","1","A57718","Hyperparathyroidism, unspecified"
"E41","1","A57718","Nutritional marasmus"
"E43","1","A57718","Unspecified severe protein-calorie malnutrition"
"E55.0","1","A57718","Rickets, active"
"E55.9","1","A57718","Vitamin D deficiency, unspecified"
"E67.3","1","A57718","Hypervitaminosis D"
"E67.8","1","A57718","Other specified hyperalimentation"
"E68","1","A57718","Sequelae of hyperalimentation"
"E83.30","1","A57718","Disorder of phosphorus metabolism, unspecified"
"E83.31","1","A57718","Familial hypophosphatemia"
"E83.32","1","A57718","Hereditary vitamin D-dependent rickets (type 1) (type 2)"
"E83.39","1","A57718","Other disorders of phosphorus metabolism"
"E83.50","1","A57718","Unspecified disorder of calcium metabolism"
"E83.51","1","A57718","Hypocalcemia"
"E83.52","1","A57718","Hypercalcemia"
"E84.0","1","A57718","Cystic fibrosis with pulmonary manifestations"
"E84.11","1","A57718","Meconium ileus in cystic fibrosis"
"E84.19","1","A57718","Cystic fibrosis with other intestinal manifestations"
"E84.8","1","A57718","Cystic fibrosis with other manifestations"
"E84.9","1","A57718","Cystic fibrosis, unspecified"
"E89.2","1","A57718","Postprocedural hypoparathyroidism"
"E89.820","1","A57718","Postprocedural hematoma of an endocrine system organ or structure following an endocrine system procedure"
"E89.821","1","A57718","Postprocedural hematoma of an endocrine system organ or structure following other procedure"
"E89.822","1","A57718","Postprocedural seroma of an endocrine system organ or structure following an endocrine system procedure"
"E89.823","1","A57718","Postprocedural seroma of an endocrine system organ or structure following other procedure"
"J63.2","1","A57718","Berylliosis"
"K50.00","1","A57718","Crohn's disease of small intestine without complications"
"K50.011","1","A57718","Crohn's disease of small intestine with rectal bleeding"
"K50.012","1","A57718","Crohn's disease of small intestine with intestinal obstruction"
"K50.013","1","A57718","Crohn's disease of small intestine with fistula"
"K50.014","1","A57718","Crohn's disease of small intestine with abscess"
"K50.018","1","A57718","Crohn's disease of small intestine with other complication"
"K50.019","1","A57718","Crohn's disease of small intestine with unspecified complications"
"K50.10","1","A57718","Crohn's disease of large intestine without complications"
"K50.111","1","A57718","Crohn's disease of large intestine with rectal bleeding"
"K50.112","1","A57718","Crohn's disease of large intestine with intestinal obstruction"
"K50.113","1","A57718","Crohn's disease of large intestine with fistula"
"K50.114","1","A57718","Crohn's disease of large intestine with abscess"
"K50.118","1","A57718","Crohn's disease of large intestine with other complication"
"K50.119","1","A57718","Crohn's disease of large intestine with unspecified complications"
"K50.80","1","A57718","Crohn's disease of both small and large intestine without complications"
"K50.811","1","A57718","Crohn's disease of both small and large intestine with rectal bleeding"
"K50.812","1","A57718","Crohn's disease of both small and large intestine with intestinal obstruction"
"K50.813","1","A57718","Crohn's disease of both small and large intestine with fistula"
"K50.814","1","A57718","Crohn's disease of both small and large intestine with abscess"
"K50.818","1","A57718","Crohn's disease of both small and large intestine with other complication"
"K50.819","1","A57718","Crohn's disease of both small and large intestine with unspecified complications"
"K50.90","1","A57718","Crohn's disease, unspecified, without complications"
"K50.911","1","A57718","Crohn's disease, unspecified, with rectal bleeding"
"K50.912","1","A57718","Crohn's disease, unspecified, with intestinal obstruction"
"K50.913","1","A57718","Crohn's disease, unspecified, with fistula"
"K50.914","1","A57718","Crohn's disease, unspecified, with abscess"
"K50.918","1","A57718","Crohn's disease, unspecified, with other complication"
"K52.0","1","A57718","Gastroenteritis and colitis due to radiation"
"K70.2","1","A57718","Alcoholic fibrosis and sclerosis of liver"
"K70.30","1","A57718","Alcoholic cirrhosis of liver without ascites"
"K70.31","1","A57718","Alcoholic cirrhosis of liver with ascites"
"K74.00","1","A57718","Hepatic fibrosis, unspecified"
"K74.01","1","A57718","Hepatic fibrosis, early fibrosis"
"K74.02","1","A57718","Hepatic fibrosis, advanced fibrosis"
"K74.1","1","A57718","Hepatic sclerosis"
"K74.2","1","A57718","Hepatic fibrosis with hepatic sclerosis"
"K74.3","1","A57718","Primary biliary cirrhosis"
"K74.4","1","A57718","Secondary biliary cirrhosis"
"K74.5","1","A57718","Biliary cirrhosis, unspecified"
"K74.60","1","A57718","Unspecified cirrhosis of liver"
"K74.69","1","A57718","Other cirrhosis of liver"
"K76.9","1","A57718","Liver disease, unspecified"
"K83.5","1","A57718","Biliary cyst"
"K83.8","1","A57718","Other specified diseases of biliary tract"
"K85.00","1","A57718","Idiopathic acute pancreatitis without necrosis or infection"
"K85.01","1","A57718","Idiopathic acute pancreatitis with uninfected necrosis"
"K85.02","1","A57718","Idiopathic acute pancreatitis with infected necrosis"
"K85.10","1","A57718","Biliary acute pancreatitis without necrosis or infection"
"K85.11","1","A57718","Biliary acute pancreatitis with uninfected necrosis"
"K85.12","1","A57718","Biliary acute pancreatitis with infected necrosis"
"K85.20","1","A57718","Alcohol induced acute pancreatitis without necrosis or infection"
"K85.21","1","A57718","Alcohol induced acute pancreatitis with uninfected necrosis"
"K85.22","1","A57718","Alcohol induced acute pancreatitis with infected necrosis"
"K85.30","1","A57718","Drug induced acute pancreatitis without necrosis or infection"
"K85.31","1","A57718","Drug induced acute pancreatitis with uninfected necrosis"
"K85.32","1","A57718","Drug induced acute pancreatitis with infected necrosis"
"K85.80","1","A57718","Other acute pancreatitis without necrosis or infection"
"K85.81","1","A57718","Other acute pancreatitis with uninfected necrosis"
"K85.82","1","A57718","Other acute pancreatitis with infected necrosis"
"K85.90","1","A57718","Acute pancreatitis without necrosis or infection, unspecified"
"K85.91","1","A57718","Acute pancreatitis with uninfected necrosis, unspecified"
"K85.92","1","A57718","Acute pancreatitis with infected necrosis, unspecified"
"K86.0","1","A57718","Alcohol-induced chronic pancreatitis"
"K86.1","1","A57718","Other chronic pancreatitis"
"K86.2","1","A57718","Cyst of pancreas"
"K86.3","1","A57718","Pseudocyst of pancreas"
"K86.81","1","A57718","Exocrine pancreatic insufficiency"
"K86.89","1","A57718","Other specified diseases of pancreas"
"K90.0","1","A57718","Celiac disease"
"K90.1","1","A57718","Tropical sprue"
"K90.2","1","A57718","Blind loop syndrome, not elsewhere classified"
"K90.3","1","A57718","Pancreatic steatorrhea"
"K90.41","1","A57718","Non-celiac gluten sensitivity"
"K90.49","1","A57718","Malabsorption due to intolerance, not elsewhere classified"
"K90.821","1","A57718","Short bowel syndrome with colon in continuity"
"K90.822","1","A57718","Short bowel syndrome without colon in continuity"
"K90.829","1","A57718","Short bowel syndrome, unspecified"
"K90.83","1","A57718","Intestinal failure"
"K90.89","1","A57718","Other intestinal malabsorption"
"K90.9","1","A57718","Intestinal malabsorption, unspecified"
"K91.2","1","A57718","Postsurgical malabsorption, not elsewhere classified"
"L40.0","1","A57718","Psoriasis vulgaris"
"L40.1","1","A57718","Generalized pustular psoriasis"
"L40.2","1","A57718","Acrodermatitis continua"
"L40.3","1","A57718","Pustulosis palmaris et plantaris"
"L40.4","1","A57718","Guttate psoriasis"
"L40.50","1","A57718","Arthropathic psoriasis, unspecified"
"L40.51","1","A57718","Distal interphalangeal psoriatic arthropathy"
"L40.52","1","A57718","Psoriatic arthritis mutilans"
"L40.53","1","A57718","Psoriatic spondylitis"
"L40.54","1","A57718","Psoriatic juvenile arthropathy"
"L40.59","1","A57718","Other psoriatic arthropathy"
"L40.8","1","A57718","Other psoriasis"
"L40.9","1","A57718","Psoriasis, unspecified"
"M81.0","1","A57718","Age-related osteoporosis without current pathological fracture"
"M81.8","1","A57718","Other osteoporosis without current pathological fracture"
"M83.0","1","A57718","Puerperal osteomalacia"
"M83.1","1","A57718","Senile osteomalacia"
"M83.2","1","A57718","Adult osteomalacia due to malabsorption"
"M83.3","1","A57718","Adult osteomalacia due to malnutrition"
"M83.4","1","A57718","Aluminum bone disease"
"M83.5","1","A57718","Other drug-induced osteomalacia in adults"
"M83.8","1","A57718","Other adult osteomalacia"
"M83.9","1","A57718","Adult osteomalacia, unspecified"
"M85.80","1","A57718","Other specified disorders of bone density and structure, unspecified site"
"M85.88","1","A57718","Other specified disorders of bone density and structure, other site"
"N18.30","1","A57718","Chronic kidney disease, stage 3 unspecified"
"N18.31","1","A57718","Chronic kidney disease, stage 3a"
"N18.32","1","A57718","Chronic kidney disease, stage 3b"
"N18.4","1","A57718","Chronic kidney disease, stage 4 (severe)"
"N18.5","1","A57718","Chronic kidney disease, stage 5"
"N18.6","1","A57718","End stage renal disease"
"N25.81","1","A57718","Secondary hyperparathyroidism of renal origin"
"Q78.2","1","A57718","Osteopetrosis"
"Z68.30","1","A57718","Body mass index (BMI) 30.0-30.9, adult"
"Z68.31","1","A57718","Body mass index (BMI) 31.0-31.9, adult"
"Z68.32","1","A57718","Body mass index (BMI) 32.0-32.9, adult"
"Z68.33","1","A57718","Body mass index (BMI) 33.0-33.9, adult"
"Z68.34","1","A57718","Body mass index (BMI) 34.0-34.9, adult"
"Z68.35","1","A57718","Body mass index (BMI) 35.0-35.9, adult"
"Z68.36","1","A57718","Body mass index (BMI) 36.0-36.9, adult"
"Z68.37","1","A57718","Body mass index (BMI) 37.0-37.9, adult"
"Z68.38","1","A57718","Body mass index (BMI) 38.0-38.9, adult"
"Z68.39","1","A57718","Body mass index (BMI) 39.0-39.9, adult"
"Z68.41","1","A57718","Body mass index (BMI) 40.0-44.9, adult"
"Z68.42","1","A57718","Body mass index (BMI) 45.0-49.9, adult"
"Z68.43","1","A57718","Body mass index (BMI) 50.0-59.9, adult"
"Z68.44","1","A57718","Body mass index (BMI) 60.0-69.9, adult"
"Z68.45","1","A57718","Body mass index (BMI) 70 or greater, adult"
"Z79.3","1","A57718","Long term (current) use of hormonal contraceptives"
"Z79.4","1","A57718","Long term (current) use of insulin"
"Z79.51","1","A57718","Long term (current) use of inhaled steroids"
"Z79.52","1","A57718","Long term (current) use of systemic steroids"
"Z79.60","1","A57718","Long term (current) use of unspecified immunomodulators and immunosuppressants"
"Z79.61","1","A57718","Long term (current) use of immunomodulator"
"Z79.620","1","A57718","Long term (current) use of immunosuppressive biologic"
"Z79.621","1","A57718","Long term (current) use of calcineurin inhibitor"
"Z79.622","1","A57718","Long term (current) use of Janus kinase inhibitor"
"Z79.623","1","A57718","Long term (current) use of mammalian target of rapamycin (mTOR) inhibitor"
"Z79.624","1","A57718","Long term (current) use of inhibitors of nucleotide synthesis"
"Z79.630","1","A57718","Long term (current) use of alkylating agent"
"Z79.631","1","A57718","Long term (current) use of antimetabolite agent"
"Z79.632","1","A57718","Long term (current) use of antitumor antibiotic"
"Z79.633","1","A57718","Long term (current) use of mitotic inhibitor"
"Z79.634","1","A57718","Long term (current) use of topoisomerase inhibitor"
"Z79.64","1","A57718","Long term (current) use of myelosuppressive agent"
"Z79.69","1","A57718","Long term (current) use of other immunomodulators and immunosuppressants"
"Z79.810","1","A57718","Long term (current) use of selective estrogen receptor modulators (SERMs)"
"Z79.811","1","A57718","Long term (current) use of aromatase inhibitors"
"Z79.818","1","A57718","Long term (current) use of other agents affecting estrogen receptors and estrogen levels"
"Z79.82","1","A57718","Long term (current) use of aspirin"
"Z79.83","1","A57718","Long term (current) use of bisphosphonates"
"Z79.84","1","A57718","Long term (current) use of oral hypoglycemic drugs"
"Z79.85","1","A57718","Long-term (current) use of injectable non-insulin antidiabetic drugs"
"Z79.890","1","A57718","Hormone replacement therapy"
"Z79.891","1","A57718","Long term (current) use of opiate analgesic"
"Z79.899","1","A57718","Other long term (current) drug therapy"
"E55.0","2","A57718","Rickets, active"
"E55.9","2","A57718","Vitamin D deficiency, unspecified"
"E83.50","2","A57718","Unspecified disorder of calcium metabolism"
"E83.52","2","A57718","Hypercalcemia"
"M83.0","2","A57718","Puerperal osteomalacia"
"M83.1","2","A57718","Senile osteomalacia"
"M83.2","2","A57718","Adult osteomalacia due to malabsorption"
"M83.3","2","A57718","Adult osteomalacia due to malnutrition"
"M83.4","2","A57718","Aluminum bone disease"
"M83.5","2","A57718","Other drug-induced osteomalacia in adults"
"M83.8","2","A57718","Other adult osteomalacia"
"M83.9","2","A57718","Adult osteomalacia, unspecified"
"N20.0","2","A57718","Calculus of kidney"
"N20.1","2","A57718","Calculus of ureter"
"N20.2","2","A57718","Calculus of kidney with calculus of ureter"
"N20.9","2","A57718","Urinary calculus, unspecified"
"N22","2","A57718","Calculus of urinary tract in diseases classified elsewhere"
