"code","group","article","description"
"M80.08XG","1","A57736","Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with delayed healing"
"M80.08XK","1","A57736","Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with nonunion"
"M80.08XP","1","A57736","Age-related osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with malunion"
"M80.08XS","1","A57736","Age-related osteoporosis with current pathological fracture, vertebra(e), sequela"
"M80.0AXA","1","A57736","Age-related osteoporosis with current pathological fracture, other site, initial encounter for fracture"
"M80.0AXD","1","A57736","Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with routine healing"
"M80.0AXG","1","A57736","Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with delayed healing"
"M80.0AXK","1","A57736","Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with nonunion"
"M80.0AXP","1","A57736","Age-related osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with malunion"
"M80.0AXS","1","A57736","Age-related osteoporosis with current pathological fracture, other site, sequela"
"M80.0B1A","1","A57736","Age-related osteoporosis with current pathological fracture, right pelvis, initial encounter for fracture"
"M80.0B1D","1","A57736","Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with routine healing"
"M80.0B1G","1","A57736","Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with delayed healing"
"M80.0B1K","1","A57736","Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with nonunion"
"M80.0B1P","1","A57736","Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with malunion"
"M80.0B1S","1","A57736","Age-related osteoporosis with current pathological fracture, right pelvis, sequela"
"M80.0B2A","1","A57736","Age-related osteoporosis with current pathological fracture, left pelvis, initial encounter for fracture"
"M80.0B2D","1","A57736","Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with routine healing"
"M80.0B2G","1","A57736","Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with delayed healing"
"M80.0B2K","1","A57736","Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with nonunion"
"M80.0B2P","1","A57736","Age-related osteoporosis with current pathological fracture, left pelvis, subsequent encounter for fracture with malunion"
"M80.0B2S","1","A57736","Age-related osteoporosis with current pathological fracture, left pelvis, sequela"
"M80.811A","1","A57736","Other osteoporosis with current pathological fracture, right shoulder, initial encounter for fracture"
"M80.811D","1","A57736","Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with routine healing"
"M80.811G","1","A57736","Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with delayed healing"
"M80.811K","1","A57736","Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with nonunion"
"M80.811P","1","A57736","Other osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with malunion"
"M80.811S","1","A57736","Other osteoporosis with current pathological fracture, right shoulder, sequela"
"M80.812A","1","A57736","Other osteoporosis with current pathological fracture, left shoulder, initial encounter for fracture"
"M80.812D","1","A57736","Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with routine healing"
"M80.812G","1","A57736","Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with delayed healing"
"M80.812K","1","A57736","Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with nonunion"
"M80.812P","1","A57736","Other osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with malunion"
"M80.812S","1","A57736","Other osteoporosis with current pathological fracture, left shoulder, sequela"
"M80.821A","1","A57736","Other osteoporosis with current pathological fracture, right humerus, initial encounter for fracture"
"M80.821D","1","A57736","Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with routine healing"
"M80.821G","1","A57736","Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with delayed healing"
"M80.821K","1","A57736","Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with nonunion"
"M80.821P","1","A57736","Other osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with malunion"
"M80.821S","1","A57736","Other osteoporosis with current pathological fracture, right humerus, sequela"
"M80.822A","1","A57736","Other osteoporosis with current pathological fracture, left humerus, initial encounter for fracture"
"M80.822D","1","A57736","Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with routine healing"
"M80.822G","1","A57736","Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with delayed healing"
"M80.822K","1","A57736","Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with nonunion"
"M80.822P","1","A57736","Other osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with malunion"
"M80.822S","1","A57736","Other osteoporosis with current pathological fracture, left humerus, sequela"
"M80.831A","1","A57736","Other osteoporosis with current pathological fracture, right forearm, initial encounter for fracture"
"M80.831D","1","A57736","Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with routine healing"
"M80.831G","1","A57736","Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with delayed healing"
"M80.831K","1","A57736","Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with nonunion"
"M80.831P","1","A57736","Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with malunion"
"M80.831S","1","A57736","Other osteoporosis with current pathological fracture, right forearm, sequela"
"M80.832A","1","A57736","Other osteoporosis with current pathological fracture, left forearm, initial encounter for fracture"
"M80.832D","1","A57736","Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with routine healing"
"M80.832G","1","A57736","Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with delayed healing"
"M80.832K","1","A57736","Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with nonunion"
"M80.832P","1","A57736","Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with malunion"
"M80.832S","1","A57736","Other osteoporosis with current pathological fracture, left forearm, sequela"
"M80.841A","1","A57736","Other osteoporosis with current pathological fracture, right hand, initial encounter for fracture"
"M80.841D","1","A57736","Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with routine healing"
"M80.841G","1","A57736","Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with delayed healing"
"M80.841K","1","A57736","Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with nonunion"
"M80.841P","1","A57736","Other osteoporosis with current pathological fracture, right hand, subsequent encounter for fracture with malunion"
"M80.841S","1","A57736","Other osteoporosis with current pathological fracture, right hand, sequela"
"M80.842A","1","A57736","Other osteoporosis with current pathological fracture, left hand, initial encounter for fracture"
"M80.842D","1","A57736","Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with routine healing"
"M80.842G","1","A57736","Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with delayed healing"
"M80.842K","1","A57736","Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with nonunion"
"M80.842P","1","A57736","Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with malunion"
"M80.842S","1","A57736","Other osteoporosis with current pathological fracture, left hand, sequela"
"M80.851A","1","A57736","Other osteoporosis with current pathological fracture, right femur, initial encounter for fracture"
"M80.851D","1","A57736","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with routine healing"
"M80.851G","1","A57736","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with delayed healing"
"M80.851K","1","A57736","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with nonunion"
"M80.851P","1","A57736","Other osteoporosis with current pathological fracture, right femur, subsequent encounter for fracture with malunion"
"M80.851S","1","A57736","Other osteoporosis with current pathological fracture, right femur, sequela"
"M80.852A","1","A57736","Other osteoporosis with current pathological fracture, left femur, initial encounter for fracture"
"M80.852D","1","A57736","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with routine healing"
"M80.852G","1","A57736","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with delayed healing"
"M80.852K","1","A57736","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with nonunion"
"M80.852P","1","A57736","Other osteoporosis with current pathological fracture, left femur, subsequent encounter for fracture with malunion"
"M80.852S","1","A57736","Other osteoporosis with current pathological fracture, left femur, sequela"
"M80.861A","1","A57736","Other osteoporosis with current pathological fracture, right lower leg, initial encounter for fracture"
"M80.861D","1","A57736","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with routine healing"
"M80.861G","1","A57736","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with delayed healing"
"M80.861K","1","A57736","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with nonunion"
"M80.861P","1","A57736","Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with malunion"
"M80.861S","1","A57736","Other osteoporosis with current pathological fracture, right lower leg, sequela"
"M80.862A","1","A57736","Other osteoporosis with current pathological fracture, left lower leg, initial encounter for fracture"
"M80.862D","1","A57736","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with routine healing"
"M80.862G","1","A57736","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with delayed healing"
"M80.862K","1","A57736","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with nonunion"
"M80.862P","1","A57736","Other osteoporosis with current pathological fracture, left lower leg, subsequent encounter for fracture with malunion"
"M80.862S","1","A57736","Other osteoporosis with current pathological fracture, left lower leg, sequela"
"M80.871A","1","A57736","Other osteoporosis with current pathological fracture, right ankle and foot, initial encounter for fracture"
"M80.871D","1","A57736","Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with routine healing"
"M80.871G","1","A57736","Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with delayed healing"
"M80.871K","1","A57736","Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with nonunion"
"M80.871P","1","A57736","Other osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with malunion"
"M80.871S","1","A57736","Other osteoporosis with current pathological fracture, right ankle and foot, sequela"
"M80.872A","1","A57736","Other osteoporosis with current pathological fracture, left ankle and foot, initial encounter for fracture"
"M80.872D","1","A57736","Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with routine healing"
"M80.872G","1","A57736","Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with delayed healing"
"M80.872K","1","A57736","Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with nonunion"
"M80.872P","1","A57736","Other osteoporosis with current pathological fracture, left ankle and foot, subsequent encounter for fracture with malunion"
"M80.872S","1","A57736","Other osteoporosis with current pathological fracture, left ankle and foot, sequela"
"M80.88XA","1","A57736","Other osteoporosis with current pathological fracture, vertebra(e), initial encounter for fracture"
"M80.88XD","1","A57736","Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with routine healing"
"M80.88XG","1","A57736","Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with delayed healing"
"M80.88XK","1","A57736","Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with nonunion"
"M80.88XP","1","A57736","Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with malunion"
"M80.88XS","1","A57736","Other osteoporosis with current pathological fracture, vertebra(e), sequela"
"M80.8AXA","1","A57736","Other osteoporosis with current pathological fracture, other site, initial encounter for fracture"
"M80.8AXD","1","A57736","Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with routine healing"
"M80.8AXG","1","A57736","Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with delayed healing"
"M80.8AXK","1","A57736","Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with nonunion"
"M80.8AXP","1","A57736","Other osteoporosis with current pathological fracture, other site, subsequent encounter for fracture with malunion"
"M80.8AXS","1","A57736","Other osteoporosis with current pathological fracture, other site, sequela"
"M81.0","1","A57736","Age-related osteoporosis without current pathological fracture"
"M81.6","1","A57736","Localized osteoporosis (Lequesne)"
"M81.8","1","A57736","Other osteoporosis without current pathological fracture"
"M83.0","1","A57736","Puerperal osteomalacia"
"M83.1","1","A57736","Senile osteomalacia"
"M83.2","1","A57736","Adult osteomalacia due to malabsorption"
"M83.3","1","A57736","Adult osteomalacia due to malnutrition"
"M83.4","1","A57736","Aluminum bone disease"
"M83.5","1","A57736","Other drug-induced osteomalacia in adults"
"M83.8","1","A57736","Other adult osteomalacia"
"M83.9","1","A57736","Adult osteomalacia, unspecified"
"M85.80","1","A57736","Other specified disorders of bone density and structure, unspecified site"
"M85.831","1","A57736","Other specified disorders of bone density and structure, right forearm"
"M85.832","1","A57736","Other specified disorders of bone density and structure, left forearm"
"M85.839","1","A57736","Other specified disorders of bone density and structure, unspecified forearm"
"M85.851","1","A57736","Other specified disorders of bone density and structure, right thigh"
"M85.852","1","A57736","Other specified disorders of bone density and structure, left thigh"
"M85.859","1","A57736","Other specified disorders of bone density and structure, unspecified thigh"
"M85.88","1","A57736","Other specified disorders of bone density and structure, other site"
"M85.89","1","A57736","Other specified disorders of bone density and structure, multiple sites"
"M85.9","1","A57736","Disorder of bone density and structure, unspecified"
"M89.9","1","A57736","Disorder of bone, unspecified"
"N18.30","1","A57736","Chronic kidney disease, stage 3 unspecified"
"N18.31","1","A57736","Chronic kidney disease, stage 3a"
"N18.32","1","A57736","Chronic kidney disease, stage 3b"
"N18.4","1","A57736","Chronic kidney disease, stage 4 (severe)"
"N18.5","1","A57736","Chronic kidney disease, stage 5"
"N18.6","1","A57736","End stage renal disease"
"N25.81","1","A57736","Secondary hyperparathyroidism of renal origin"
"Q78.2","1","A57736","Osteopetrosis"
"Z68.30","1","A57736","Body mass index (BMI) 30.0-30.9, adult"
"Z68.31","1","A57736","Body mass index (BMI) 31.0-31.9, adult"
"Z68.32","1","A57736","Body mass index (BMI) 32.0-32.9, adult"
"Z68.33","1","A57736","Body mass index (BMI) 33.0-33.9, adult"
"Z68.34","1","A57736","Body mass index (BMI) 34.0-34.9, adult"
"Z68.35","1","A57736","Body mass index (BMI) 35.0-35.9, adult"
"Z68.36","1","A57736","Body mass index (BMI) 36.0-36.9, adult"
"Z68.37","1","A57736","Body mass index (BMI) 37.0-37.9, adult"
"Z68.38","1","A57736","Body mass index (BMI) 38.0-38.9, adult"
"Z68.39","1","A57736","Body mass index (BMI) 39.0-39.9, adult"
"Z68.41","1","A57736","Body mass index (BMI) 40.0-44.9, adult"
"Z68.42","1","A57736","Body mass index (BMI) 45.0-49.9, adult"
"Z68.43","1","A57736","Body mass index (BMI) 50.0-59.9, adult"
"Z68.44","1","A57736","Body mass index (BMI) 60.0-69.9, adult"
"Z68.45","1","A57736","Body mass index (BMI) 70 or greater, adult"
"Z79.3","1","A57736","Long term (current) use of hormonal contraceptives"
"Z79.4","1","A57736","Long term (current) use of insulin"
"Z79.51","1","A57736","Long term (current) use of inhaled steroids"
"Z79.52","1","A57736","Long term (current) use of systemic steroids"
"Z79.810","1","A57736","Long term (current) use of selective estrogen receptor modulators (SERMs)"
"Z79.811","1","A57736","Long term (current) use of aromatase inhibitors"
"Z79.818","1","A57736","Long term (current) use of other agents affecting estrogen receptors and estrogen levels"
"Z79.82","1","A57736","Long term (current) use of aspirin"
"Z79.83","1","A57736","Long term (current) use of bisphosphonates"
"Z79.84","1","A57736","Long term (current) use of oral hypoglycemic drugs"
"Z79.890","1","A57736","Hormone replacement therapy"
"Z79.891","1","A57736","Long term (current) use of opiate analgesic"
"Z79.899","1","A57736","Other long term (current) drug therapy"
"E55.0","2","A57736","Rickets, active"
"E55.9","2","A57736","Vitamin D deficiency, unspecified"
"E83.50","2","A57736","Unspecified disorder of calcium metabolism"
"E83.52","2","A57736","Hypercalcemia"
"M83.0","2","A57736","Puerperal osteomalacia"
"M83.1","2","A57736","Senile osteomalacia"
"M83.2","2","A57736","Adult osteomalacia due to malabsorption"
"M83.3","2","A57736","Adult osteomalacia due to malnutrition"
"M83.4","2","A57736","Aluminum bone disease"
"M83.5","2","A57736","Other drug-induced osteomalacia in adults"
"M83.8","2","A57736","Other adult osteomalacia"
"M83.9","2","A57736","Adult osteomalacia, unspecified"
"N20.0","2","A57736","Calculus of kidney"
"N20.1","2","A57736","Calculus of ureter"
"N20.2","2","A57736","Calculus of kidney with calculus of ureter"
"N20.9","2","A57736","Urinary calculus, unspecified"
"N22","2","A57736","Calculus of urinary tract in diseases classified elsewhere"
