"code","group","article","description"
"C82.47","1","A56841","Follicular lymphoma grade IIIb, spleen"
"C82.48","1","A56841","Follicular lymphoma grade IIIb, lymph nodes of multiple sites"
"C82.49","1","A56841","Follicular lymphoma grade IIIb, extranodal and solid organ sites"
"C82.50","1","A56841","Diffuse follicle center lymphoma, unspecified site"
"C82.51","1","A56841","Diffuse follicle center lymphoma, lymph nodes of head, face, and neck"
"C82.52","1","A56841","Diffuse follicle center lymphoma, intrathoracic lymph nodes"
"C82.53","1","A56841","Diffuse follicle center lymphoma, intra-abdominal lymph nodes"
"C82.54","1","A56841","Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb"
"C82.55","1","A56841","Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb"
"C82.56","1","A56841","Diffuse follicle center lymphoma, intrapelvic lymph nodes"
"C82.57","1","A56841","Diffuse follicle center lymphoma, spleen"
"C82.58","1","A56841","Diffuse follicle center lymphoma, lymph nodes of multiple sites"
"C82.59","1","A56841","Diffuse follicle center lymphoma, extranodal and solid organ sites"
"C82.60","1","A56841","Cutaneous follicle center lymphoma, unspecified site"
"C82.61","1","A56841","Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck"
"C82.62","1","A56841","Cutaneous follicle center lymphoma, intrathoracic lymph nodes"
"C82.63","1","A56841","Cutaneous follicle center lymphoma, intra-abdominal lymph nodes"
"C82.64","1","A56841","Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb"
"C82.65","1","A56841","Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb"
"C82.66","1","A56841","Cutaneous follicle center lymphoma, intrapelvic lymph nodes"
"C82.67","1","A56841","Cutaneous follicle center lymphoma, spleen"
"C82.68","1","A56841","Cutaneous follicle center lymphoma, lymph nodes of multiple sites"
"C82.69","1","A56841","Cutaneous follicle center lymphoma, extranodal and solid organ sites"
"C82.80","1","A56841","Other types of follicular lymphoma, unspecified site"
"C82.81","1","A56841","Other types of follicular lymphoma, lymph nodes of head, face, and neck"
"C82.82","1","A56841","Other types of follicular lymphoma, intrathoracic lymph nodes"
"C82.83","1","A56841","Other types of follicular lymphoma, intra-abdominal lymph nodes"
"C82.84","1","A56841","Other types of follicular lymphoma, lymph nodes of axilla and upper limb"
"C82.85","1","A56841","Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb"
"C82.86","1","A56841","Other types of follicular lymphoma, intrapelvic lymph nodes"
"C82.87","1","A56841","Other types of follicular lymphoma, spleen"
"C82.88","1","A56841","Other types of follicular lymphoma, lymph nodes of multiple sites"
"C82.89","1","A56841","Other types of follicular lymphoma, extranodal and solid organ sites"
"C82.90","1","A56841","Follicular lymphoma, unspecified, unspecified site"
"C82.91","1","A56841","Follicular lymphoma, unspecified, lymph nodes of head, face, and neck"
"C82.92","1","A56841","Follicular lymphoma, unspecified, intrathoracic lymph nodes"
"C82.93","1","A56841","Follicular lymphoma, unspecified, intra-abdominal lymph nodes"
"C82.94","1","A56841","Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb"
"C82.95","1","A56841","Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
"C82.96","1","A56841","Follicular lymphoma, unspecified, intrapelvic lymph nodes"
"C82.97","1","A56841","Follicular lymphoma, unspecified, spleen"
"C82.98","1","A56841","Follicular lymphoma, unspecified, lymph nodes of multiple sites"
"C82.99","1","A56841","Follicular lymphoma, unspecified, extranodal and solid organ sites"
"D80.0","1","A56841","Hereditary hypogammaglobulinemia"
"D80.1","1","A56841","Nonfamilial hypogammaglobulinemia"
"D80.2","1","A56841","Selective deficiency of immunoglobulin A (IgA)"
"D80.3","1","A56841","Selective deficiency of immunoglobulin G (IgG) subclasses"
"D80.4","1","A56841","Selective deficiency of immunoglobulin M (IgM)"
"D80.5","1","A56841","Immunodeficiency with increased immunoglobulin M (IgM)"
"D80.6","1","A56841","Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinemia"
"D80.7","1","A56841","Transient hypogammaglobulinemia of infancy"
"D80.8","1","A56841","Other immunodeficiencies with predominantly antibody defects"
"D80.9","1","A56841","Immunodeficiency with predominantly antibody defects, unspecified"
"D86.0","1","A56841","Sarcoidosis of lung"
"D86.1","1","A56841","Sarcoidosis of lymph nodes"
"D86.2","1","A56841","Sarcoidosis of lung with sarcoidosis of lymph nodes"
"D86.3","1","A56841","Sarcoidosis of skin"
"D86.81","1","A56841","Sarcoid meningitis"
"D86.82","1","A56841","Multiple cranial nerve palsies in sarcoidosis"
"D86.83","1","A56841","Sarcoid iridocyclitis"
"D86.84","1","A56841","Sarcoid pyelonephritis"
"D86.85","1","A56841","Sarcoid myocarditis"
"D86.86","1","A56841","Sarcoid arthropathy"
"D86.87","1","A56841","Sarcoid myositis"
"D86.89","1","A56841","Sarcoidosis of other sites"
"D86.9","1","A56841","Sarcoidosis, unspecified"
"D89.810","1","A56841","Acute graft-versus-host disease"
"D89.811","1","A56841","Chronic graft-versus-host disease"
"D89.812","1","A56841","Acute on chronic graft-versus-host disease"
"D89.813","1","A56841","Graft-versus-host disease, unspecified"
"E20.0","1","A56841","Idiopathic hypoparathyroidism"
"E20.810","1","A56841","Autosomal dominant hypocalcemia"
"E20.811","1","A56841","Secondary hypoparathyroidism in diseases classified elsewhere"
"E20.812","1","A56841","Autoimmune hypoparathyroidism"
"E20.818","1","A56841","Other specified hypoparathyroidism due to impaired parathyroid hormone secretion"
"E20.819","1","A56841","Hypoparathyroidism due to impaired parathyroid hormone secretion, unspecified"
"E20.89","1","A56841","Other specified hypoparathyroidism"
"E20.9","1","A56841","Hypoparathyroidism, unspecified"
"E21.0","1","A56841","Primary hyperparathyroidism"
"E21.1","1","A56841","Secondary hyperparathyroidism, not elsewhere classified"
"E21.2","1","A56841","Other hyperparathyroidism"
"E21.3","1","A56841","Hyperparathyroidism, unspecified"
"E55.0","1","A56841","Rickets, active"
"E55.9","1","A56841","Vitamin D deficiency, unspecified"
"E67.3","1","A56841","Hypervitaminosis D"
"E67.8","1","A56841","Other specified hyperalimentation"
"E68","1","A56841","Sequelae of hyperalimentation"
"E83.30","1","A56841","Disorder of phosphorus metabolism, unspecified"
"E83.31","1","A56841","Familial hypophosphatemia"
"E83.32","1","A56841","Hereditary vitamin D-dependent rickets (type 1) (type 2)"
"E83.39","1","A56841","Other disorders of phosphorus metabolism"
"E83.51","1","A56841","Hypocalcemia"
"E83.52","1","A56841","Hypercalcemia"
"E83.59","1","A56841","Other disorders of calcium metabolism"
"E84.0","1","A56841","Cystic fibrosis with pulmonary manifestations"
"E84.19","1","A56841","Cystic fibrosis with other intestinal manifestations"
"E84.8","1","A56841","Cystic fibrosis with other manifestations"
"E89.2","1","A56841","Postprocedural hypoparathyroidism"
"G73.7","1","A56841","Myopathy in diseases classified elsewhere"
"J63.2","1","A56841","Berylliosis"
"K50.00","1","A56841","Crohn's disease of small intestine without complications"
"K50.011","1","A56841","Crohn's disease of small intestine with rectal bleeding"
"K50.012","1","A56841","Crohn's disease of small intestine with intestinal obstruction"
"K50.013","1","A56841","Crohn's disease of small intestine with fistula"
"K50.014","1","A56841","Crohn's disease of small intestine with abscess"
"K50.018","1","A56841","Crohn's disease of small intestine with other complication"
"K50.019","1","A56841","Crohn's disease of small intestine with unspecified complications"
"K50.10","1","A56841","Crohn's disease of large intestine without complications"
"K50.111","1","A56841","Crohn's disease of large intestine with rectal bleeding"
"K50.112","1","A56841","Crohn's disease of large intestine with intestinal obstruction"
"K50.113","1","A56841","Crohn's disease of large intestine with fistula"
"K50.114","1","A56841","Crohn's disease of large intestine with abscess"
"K50.118","1","A56841","Crohn's disease of large intestine with other complication"
"K50.119","1","A56841","Crohn's disease of large intestine with unspecified complications"
"K50.80","1","A56841","Crohn's disease of both small and large intestine without complications"
"K50.811","1","A56841","Crohn's disease of both small and large intestine with rectal bleeding"
"K50.812","1","A56841","Crohn's disease of both small and large intestine with intestinal obstruction"
"K50.813","1","A56841","Crohn's disease of both small and large intestine with fistula"
"K50.814","1","A56841","Crohn's disease of both small and large intestine with abscess"
"K50.818","1","A56841","Crohn's disease of both small and large intestine with other complication"
"K50.819","1","A56841","Crohn's disease of both small and large intestine with unspecified complications"
"K50.90","1","A56841","Crohn's disease, unspecified, without complications"
"K50.911","1","A56841","Crohn's disease, unspecified, with rectal bleeding"
"K50.912","1","A56841","Crohn's disease, unspecified, with intestinal obstruction"
"K50.913","1","A56841","Crohn's disease, unspecified, with fistula"
"K50.914","1","A56841","Crohn's disease, unspecified, with abscess"
"K50.918","1","A56841","Crohn's disease, unspecified, with other complication"
"K50.919","1","A56841","Crohn's disease, unspecified, with unspecified complications"
"K51.00","1","A56841","Ulcerative (chronic) pancolitis without complications"
"K51.011","1","A56841","Ulcerative (chronic) pancolitis with rectal bleeding"
"K51.012","1","A56841","Ulcerative (chronic) pancolitis with intestinal obstruction"
"K51.013","1","A56841","Ulcerative (chronic) pancolitis with fistula"
"K51.014","1","A56841","Ulcerative (chronic) pancolitis with abscess"
"K51.018","1","A56841","Ulcerative (chronic) pancolitis with other complication"
"K51.019","1","A56841","Ulcerative (chronic) pancolitis with unspecified complications"
"K51.20","1","A56841","Ulcerative (chronic) proctitis without complications"
"K51.211","1","A56841","Ulcerative (chronic) proctitis with rectal bleeding"
"K51.212","1","A56841","Ulcerative (chronic) proctitis with intestinal obstruction"
"K51.213","1","A56841","Ulcerative (chronic) proctitis with fistula"
"K51.214","1","A56841","Ulcerative (chronic) proctitis with abscess"
"K51.218","1","A56841","Ulcerative (chronic) proctitis with other complication"
"K51.219","1","A56841","Ulcerative (chronic) proctitis with unspecified complications"
"K51.30","1","A56841","Ulcerative (chronic) rectosigmoiditis without complications"
"K51.311","1","A56841","Ulcerative (chronic) rectosigmoiditis with rectal bleeding"
"K51.312","1","A56841","Ulcerative (chronic) rectosigmoiditis with intestinal obstruction"
"K51.313","1","A56841","Ulcerative (chronic) rectosigmoiditis with fistula"
"K51.314","1","A56841","Ulcerative (chronic) rectosigmoiditis with abscess"
"K51.318","1","A56841","Ulcerative (chronic) rectosigmoiditis with other complication"
"K51.319","1","A56841","Ulcerative (chronic) rectosigmoiditis with unspecified complications"
"K51.50","1","A56841","Left sided colitis without complications"
"K51.511","1","A56841","Left sided colitis with rectal bleeding"
"K51.512","1","A56841","Left sided colitis with intestinal obstruction"
"K51.513","1","A56841","Left sided colitis with fistula"
"K51.514","1","A56841","Left sided colitis with abscess"
"K51.518","1","A56841","Left sided colitis with other complication"
"K51.519","1","A56841","Left sided colitis with unspecified complications"
"K51.80","1","A56841","Other ulcerative colitis without complications"
"K51.811","1","A56841","Other ulcerative colitis with rectal bleeding"
"K51.812","1","A56841","Other ulcerative colitis with intestinal obstruction"
"K51.813","1","A56841","Other ulcerative colitis with fistula"
"K51.814","1","A56841","Other ulcerative colitis with abscess"
"K51.818","1","A56841","Other ulcerative colitis with other complication"
"K51.819","1","A56841","Other ulcerative colitis with unspecified complications"
"K51.90","1","A56841","Ulcerative colitis, unspecified, without complications"
"K51.911","1","A56841","Ulcerative colitis, unspecified with rectal bleeding"
"K51.912","1","A56841","Ulcerative colitis, unspecified with intestinal obstruction"
"K51.913","1","A56841","Ulcerative colitis, unspecified with fistula"
"K51.914","1","A56841","Ulcerative colitis, unspecified with abscess"
"K51.918","1","A56841","Ulcerative colitis, unspecified with other complication"
"K51.919","1","A56841","Ulcerative colitis, unspecified with unspecified complications"
"K52.0","1","A56841","Gastroenteritis and colitis due to radiation"
"K70.2","1","A56841","Alcoholic fibrosis and sclerosis of liver"
"K70.30","1","A56841","Alcoholic cirrhosis of liver without ascites"
"K70.31","1","A56841","Alcoholic cirrhosis of liver with ascites"
"K74.01","1","A56841","Hepatic fibrosis, early fibrosis"
"K74.02","1","A56841","Hepatic fibrosis, advanced fibrosis"
"K74.1","1","A56841","Hepatic sclerosis"
"K74.2","1","A56841","Hepatic fibrosis with hepatic sclerosis"
"K74.3","1","A56841","Primary biliary cirrhosis"
"K74.4","1","A56841","Secondary biliary cirrhosis"
"K74.5","1","A56841","Biliary cirrhosis, unspecified"
"K74.60","1","A56841","Unspecified cirrhosis of liver"
"K74.69","1","A56841","Other cirrhosis of liver"
"K83.8","1","A56841","Other specified diseases of biliary tract"
"K86.0","1","A56841","Alcohol-induced chronic pancreatitis"
"K86.1","1","A56841","Other chronic pancreatitis"
"K86.81","1","A56841","Exocrine pancreatic insufficiency"
"K86.89","1","A56841","Other specified diseases of pancreas"
"K87","1","A56841","Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere"
"K90.0","1","A56841","Celiac disease"
"K90.1","1","A56841","Tropical sprue"
"K90.2","1","A56841","Blind loop syndrome, not elsewhere classified"
"K90.3","1","A56841","Pancreatic steatorrhea"
"K90.41","1","A56841","Non-celiac gluten sensitivity"
"K90.49","1","A56841","Malabsorption due to intolerance, not elsewhere classified"
"K90.81","1","A56841","Whipple's disease"
"K90.821","1","A56841","Short bowel syndrome with colon in continuity"
"K90.822","1","A56841","Short bowel syndrome without colon in continuity"
"K90.83","1","A56841","Intestinal failure"
"K90.89","1","A56841","Other intestinal malabsorption"
"K90.9","1","A56841","Intestinal malabsorption, unspecified"
"K91.2","1","A56841","Postsurgical malabsorption, not elsewhere classified"
"L40.0","1","A56841","Psoriasis vulgaris"
"L40.1","1","A56841","Generalized pustular psoriasis"
"L40.2","1","A56841","Acrodermatitis continua"
"L40.3","1","A56841","Pustulosis palmaris et plantaris"
"L40.4","1","A56841","Guttate psoriasis"
"L40.50","1","A56841","Arthropathic psoriasis, unspecified"
"L40.51","1","A56841","Distal interphalangeal psoriatic arthropathy"
"L40.52","1","A56841","Psoriatic arthritis mutilans"
"L40.53","1","A56841","Psoriatic spondylitis"
"L40.54","1","A56841","Psoriatic juvenile arthropathy"
"L40.59","1","A56841","Other psoriatic arthropathy"
"L40.8","1","A56841","Other psoriasis"
"L40.9","1","A56841","Psoriasis, unspecified"
"M32.0","1","A56841","Drug-induced systemic lupus erythematosus"
"M32.10","1","A56841","Systemic lupus erythematosus, organ or system involvement unspecified"
"M32.11","1","A56841","Endocarditis in systemic lupus erythematosus"
"M32.12","1","A56841","Pericarditis in systemic lupus erythematosus"
"M32.13","1","A56841","Lung involvement in systemic lupus erythematosus"
"M32.14","1","A56841","Glomerular disease in systemic lupus erythematosus"
"M32.15","1","A56841","Tubulo-interstitial nephropathy in systemic lupus erythematosus"
"M32.19","1","A56841","Other organ or system involvement in systemic lupus erythematosus"
"M32.8","1","A56841","Other forms of systemic lupus erythematosus"
"M32.9","1","A56841","Systemic lupus erythematosus, unspecified"
"M33.00","1","A56841","Juvenile dermatomyositis, organ involvement unspecified"
"M33.01","1","A56841","Juvenile dermatomyositis with respiratory involvement"
"M33.02","1","A56841","Juvenile dermatomyositis with myopathy"
"M33.03","1","A56841","Juvenile dermatomyositis without myopathy"
"M33.09","1","A56841","Juvenile dermatomyositis with other organ involvement"
"M33.10","1","A56841","Other dermatomyositis, organ involvement unspecified"
"M33.11","1","A56841","Other dermatomyositis with respiratory involvement"
"M33.12","1","A56841","Other dermatomyositis with myopathy"
"M33.13","1","A56841","Other dermatomyositis without myopathy"
"M33.19","1","A56841","Other dermatomyositis with other organ involvement"
"M33.20","1","A56841","Polymyositis, organ involvement unspecified"
"M33.21","1","A56841","Polymyositis with respiratory involvement"
"M33.22","1","A56841","Polymyositis with myopathy"
"M33.29","1","A56841","Polymyositis with other organ involvement"
"M33.90","1","A56841","Dermatopolymyositis, unspecified, organ involvement unspecified"
"M33.91","1","A56841","Dermatopolymyositis, unspecified with respiratory involvement"
"M33.92","1","A56841","Dermatopolymyositis, unspecified with myopathy"
"M33.93","1","A56841","Dermatopolymyositis, unspecified without myopathy"
"M33.99","1","A56841","Dermatopolymyositis, unspecified with other organ involvement"
"M36.0","1","A56841","Dermato(poly)myositis in neoplastic disease"
"M60.80","1","A56841","Other myositis, unspecified site"
"M60.811","1","A56841","Other myositis, right shoulder"
"M60.812","1","A56841","Other myositis, left shoulder"
"M60.819","1","A56841","Other myositis, unspecified shoulder"
"M60.821","1","A56841","Other myositis, right upper arm"
"M60.822","1","A56841","Other myositis, left upper arm"
"M60.829","1","A56841","Other myositis, unspecified upper arm"
"M60.831","1","A56841","Other myositis, right forearm"
"M60.832","1","A56841","Other myositis, left forearm"
"M60.839","1","A56841","Other myositis, unspecified forearm"
"M60.841","1","A56841","Other myositis, right hand"
"M60.842","1","A56841","Other myositis, left hand"
"M60.849","1","A56841","Other myositis, unspecified hand"
"M60.851","1","A56841","Other myositis, right thigh"
"M60.852","1","A56841","Other myositis, left thigh"
"M60.859","1","A56841","Other myositis, unspecified thigh"
"M60.861","1","A56841","Other myositis, right lower leg"
"M60.862","1","A56841","Other myositis, left lower leg"
"M60.869","1","A56841","Other myositis, unspecified lower leg"
"M60.871","1","A56841","Other myositis, right ankle and foot"
"M60.872","1","A56841","Other myositis, left ankle and foot"
"M60.879","1","A56841","Other myositis, unspecified ankle and foot"
"M60.88","1","A56841","Other myositis, other site"
"M60.89","1","A56841","Other myositis, multiple sites"
"M60.9","1","A56841","Myositis, unspecified"
"M79.11","1","A56841","Myalgia of mastication muscle"
"M79.12","1","A56841","Myalgia of auxiliary muscles, head and neck"
"M79.18","1","A56841","Myalgia, other site"
"M79.7","1","A56841","Fibromyalgia"
"M80.00XA","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified site, initial encounter for fracture"
"M80.00XD","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with routine healing"
"M80.00XG","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with delayed healing"
"M80.00XK","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with nonunion"
"M80.00XP","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with malunion"
"M80.00XS","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified site, sequela"
"M80.011A","1","A56841","Age-related osteoporosis with current pathological fracture, right shoulder, initial encounter for fracture"
"M80.011D","1","A56841","Age-related osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with routine healing"
"M80.011G","1","A56841","Age-related osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with delayed healing"
"M80.011K","1","A56841","Age-related osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with nonunion"
"M80.011P","1","A56841","Age-related osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with malunion"
"M80.011S","1","A56841","Age-related osteoporosis with current pathological fracture, right shoulder, sequela"
"M80.012A","1","A56841","Age-related osteoporosis with current pathological fracture, left shoulder, initial encounter for fracture"
"M80.012D","1","A56841","Age-related osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with routine healing"
"M80.012G","1","A56841","Age-related osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with delayed healing"
"M80.012K","1","A56841","Age-related osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with nonunion"
"M80.012P","1","A56841","Age-related osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with malunion"
"M80.012S","1","A56841","Age-related osteoporosis with current pathological fracture, left shoulder, sequela"
"M80.019A","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified shoulder, initial encounter for fracture"
"M80.019D","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with routine healing"
"M80.019G","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with delayed healing"
"M80.019K","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with nonunion"
"M80.019P","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with malunion"
"M80.019S","1","A56841","Age-related osteoporosis with current pathological fracture, unspecified shoulder, sequela"
"M80.021A","1","A56841","Age-related osteoporosis with current pathological fracture, right humerus, initial encounter for fracture"
"M80.021D","1","A56841","Age-related osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with routine healing"
"M80.021G","1","A56841","Age-related osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with delayed healing"
